date,CPI
2020-07-01,26.517313546423132
2020-08-01,26.366818009837306
2020-09-01,31.80035650623886
2020-10-01,28.832999666333002
2020-11-01,23.254443235400796
2020-12-01,23.442278287461775
2021-01-01,23.20394498733261
2021-02-01,25.859724888035828
2021-03-01,29.654255319148938
2021-04-01,29.4350580781415
2021-05-01,35.69795096963045
2021-06-01,37.904263138552004
2021-07-01,32.881468797564686
2021-08-01,30.585508891411276
2021-09-01,33.78787878787879
2021-10-01,35.34367701034368
2021-11-01,35.38719622778382
2021-12-01,38.36009174311927
2022-01-01,46.40788997466522
2022-02-01,53.50287907869481
2022-03-01,52.38918439716312
2022-04-01,56.90777895107357
2022-05-01,72.41584339553606
2022-06-01,81.95516354281514
2022-07-01,81.67332572298325
2022-08-01,78.04578130911842
2022-09-01,86.4572192513369
2022-10-01,88.3591925258592
2022-11-01,81.89608269858542
2022-12-01,76.72018348623854
2023-01-01,79.7005066956207
2023-02-01,79.36260396673065
2023-03-01,69.19326241134752
2023-04-01,60.832453361492426
2023-05-01,57.116721551408716
2023-06-01,56.34417493568541
2023-07-01,59.39878234398782
2023-08-01,56.95232690124858
2023-09-01,59.62566844919786
2023-10-01,52.085418752085424
2023-11-01,56.619513964454114
2023-12-01,49.015672782874624
2024-01-01,53.46996018820123
2024-02-01,67.7703134996801
2024-03-01,57.33156028368795
2024-04-01,66.71946497712074
2024-05-01,61.19648737650934
2024-06-01,52.246416758544655
2024-07-01,55.15601217656012
2024-08-01,60.116345062429055
2024-09-01,52.66934046345811
2024-10-01,50.22522522522523
2024-11-01,49.54207471889735
2024-12-01,43.68788226299695
2025-01-01,54.47882736156352
2025-02-01,55.28630838131797
2025-03-01,51.40070921985816
2025-04-01,47.0960929250264
2025-05-01,44.87742407610685
2025-06-01,48.14865858140389
2025-07-01,74.24847792998477
2025-08-01,76.99110858872493
2025-09-01,57.638146167557935
2025-10-01,55.80580580580581
2025-11-01,86.95139644541167
2025-12-01,106.55581039755353
