date,beer prices
2021-10-01,34.825564350630316
2021-11-01,32.92862092862093
2021-12-01,30.23090099349092
2022-01-01,35.54568436258577
2022-02-01,40.13358900607223
2022-03-01,45.54315340042696
2022-04-01,40.802185792349725
2022-05-01,44.741996233521654
2022-06-01,42.51175869120654
2022-07-01,37.19215086646279
2022-08-01,42.00731364275667
2022-09-01,44.72049341183067
2022-10-01,40.795661096452655
2022-11-01,42.33679833679834
2022-12-01,34.88180883864337
2023-01-01,37.997110870350305
2023-02-01,36.8795142217961
2023-03-01,35.192436718511736
2023-04-01,42.65683060109289
2023-05-01,39.263384449825125
2023-06-01,38.17382413087934
2023-07-01,37.19215086646279
2023-08-01,40.097890295358646
2023-09-01,39.01149425287356
2023-10-01,36.81559659923776
2023-11-01,31.752598752598754
2023-12-01,37.207262761219596
2024-01-01,35.54568436258577
2024-02-01,35.79482262703739
2024-03-01,34.157365050320216
2024-04-01,36.165573770491804
2024-05-01,30.132364810330913
2024-06-01,41.644171779141104
2024-07-01,36.32721712538226
2024-08-01,41.05260196905766
2024-09-01,40.91449397252593
2024-10-01,33.83054822632659
2024-11-01,37.632709632709634
2024-12-01,33.71908187735526
2025-01-01,35.54568436258577
2025-02-01,39.04889741131352
2025-03-01,43.47301006404391
2025-04-01,40.802185792349725
2025-05-01,38.3502824858757
2025-06-01,42.51175869120654
2025-07-01,58.815494393476044
2025-08-01,51.554430379746826
2025-09-01,48.52649285113541
2025-10-01,42.785693345060096
2025-11-01,59.97713097713098
2025-12-01,82.55361425145598
