date,natural gas bill
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,32.74166666666667
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,15.829304495335029
2005-02-01,17.465918712955126
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,26.164261931187575
2005-08-01,26.147858796296294
2005-09-01,20.73638888888889
2005-10-01,25.962555066079297
2005-11-01,16.473794549266245
2005-12-01,19.987645348837212
2006-01-01,30.825487701441897
2006-02-01,15.802497883149874
2006-03-01,21.6188995215311
2006-04-01,17.55862250262881
2006-05-01,0.0
2006-06-01,14.536469344608879
2006-07-01,0.0
2006-08-01,12.505497685185183
2006-09-01,13.096666666666668
2006-10-01,14.063050660792953
2006-11-01,15.444182389937104
2006-12-01,9.517926356589149
2007-01-01,0.0
2007-02-01,9.9805249788315
2007-03-01,12.219377990430623
2007-04-01,16.525762355415353
2007-05-01,15.911177105831534
2007-06-01,16.613107822410146
2007-07-01,0.0
2007-08-01,11.368634259259258
2007-09-01,14.188055555555557
2007-10-01,9.735958149779737
2007-11-01,15.444182389937104
2007-12-01,16.180474806201552
2008-01-01,18.328668363019506
2008-02-01,14.139077053344625
2008-03-01,10.339473684210526
2008-04-01,16.525762355415353
2008-05-01,19.093412526997838
2008-06-01,22.84302325581395
2008-07-01,18.533018867924532
2008-08-01,21.60040509259259
2008-09-01,26.193333333333335
2008-10-01,19.471916299559474
2008-11-01,33.97720125786163
2008-12-01,40.927083333333336
2009-01-01,49.987277353689564
2009-02-01,41.58552074513125
2009-03-01,40.41794258373206
2009-04-01,45.44584647739222
2009-05-01,43.49055075593952
2009-06-01,44.647727272727266
2009-07-01,62.140122086570486
2009-08-01,55.70630787037037
2009-09-01,53.47805555555556
2009-10-01,61.66106828193833
2009-11-01,59.71750524109014
2009-12-01,74.23982558139535
2010-01-01,75.8140373197625
2010-02-01,78.18077900084675
2010-03-01,79.89593301435407
2010-04-01,77.46451104100946
2010-05-01,92.2848272138229
2010-06-01,86.18049682875264
2010-07-01,67.59100998890123
2010-08-01,53.43258101851851
2010-09-01,41.47277777777778
2010-10-01,49.761563876651984
2010-11-01,56.628668763102716
2010-12-01,55.20397286821706
2011-01-01,67.4828244274809
2011-02-01,59.05143945808637
2011-03-01,49.81746411483254
2011-04-01,49.57728706624606
2011-05-01,59.40172786177106
2011-06-01,69.5673890063425
2011-07-01,71.95172031076582
2011-08-01,80.71730324074073
2011-09-01,80.76277777777779
2011-10-01,61.66106828193833
2011-11-01,42.21409853249475
2011-12-01,39.975290697674424
2012-01-01,42.48918575063613
2012-02-01,48.23920406435225
2012-03-01,46.99760765550239
2012-04-01,42.347266035751844
2012-05-01,43.49055075593952
2012-06-01,47.76268498942917
2012-07-01,43.60710321864595
2012-08-01,39.790219907407405
2012-09-01,34.92444444444445
2012-10-01,45.43447136563877
2012-11-01,45.30293501048217
2012-12-01,37.119912790697676
2013-01-01,35.82421543681085
2013-02-01,39.922099915326
2013-03-01,44.17775119617225
2013-04-01,48.544426919032595
2013-05-01,47.7335313174946
2013-06-01,48.8010042283298
2013-07-01,46.8776359600444
2013-08-01,48.88512731481481
2013-09-01,43.65555555555556
2013-10-01,43.27092511013216
2013-11-01,49.421383647798734
2013-12-01,53.30038759689923
2014-01-01,47.487913486005084
2014-02-01,48.23920406435225
2014-03-01,57.33708133971292
2014-04-01,49.57728706624606
2014-05-01,55.15874730021598
2014-06-01,49.83932346723044
2014-07-01,49.0579911209767
2014-08-01,46.61140046296296
2014-09-01,54.56944444444445
2014-10-01,51.92511013215859
2014-11-01,51.480607966457015
2014-12-01,46.637839147286826
2015-01-01,48.321034775233244
2015-02-01,46.575783234546996
2015-03-01,50.75741626794259
2015-04-01,49.57728706624606
2015-05-01,48.79427645788337
2015-06-01,50.87764270613108
2015-07-01,47.96781354051055
2015-08-01,54.56944444444444
2015-09-01,41.47277777777778
2015-10-01,48.67979074889868
2015-11-01,49.421383647798734
2015-12-01,46.637839147286826
2016-01-01,38.32357930449533
2016-02-01,38.25867908552075
2016-03-01,37.59808612440192
2016-04-01,42.347266035751844
2016-05-01,39.24757019438445
2016-06-01,39.4561310782241
2016-07-01,39.24639289678136
2016-08-01,36.379629629629626
2016-09-01,38.19861111111111
2016-10-01,46.51624449339207
2016-11-01,42.21409853249475
2016-12-01,32.360949612403104
2017-01-01,42.48918575063613
2017-02-01,44.080651989839126
2017-03-01,47.93755980861244
2017-04-01,49.57728706624606
2017-05-01,51.976511879049674
2017-06-01,49.83932346723044
2017-07-01,55.59905660377359
2017-08-01,56.84317129629629
2017-09-01,45.83833333333334
2017-10-01,51.92511013215859
2017-11-01,52.510220125786155
2017-12-01,53.30038759689923
2018-01-01,50.82039864291772
2018-02-01,49.9026248941575
2018-03-01,53.57727272727273
2018-04-01,50.61014721345952
2018-05-01,49.85502159827214
2018-06-01,42.571088794926
2018-07-01,47.96781354051055
2018-08-01,45.47453703703703
2018-09-01,48.02111111111111
2018-10-01,47.598017621145374
2018-11-01,50.450995807127875
2018-12-01,45.68604651162791
2019-01-01,44.15542832909245
2019-02-01,46.575783234546996
2019-03-01,44.17775119617225
2019-04-01,47.51156677181914
2019-05-01,53.03725701943844
2019-06-01,49.83932346723044
2019-07-01,46.8776359600444
2019-08-01,47.748263888888886
2019-09-01,45.83833333333334
2019-10-01,49.761563876651984
2019-11-01,51.480607966457015
2019-12-01,47.58963178294574
2020-01-01,49.987277353689564
2020-02-01,45.74407281964437
2020-03-01,45.117703349282294
2020-04-01,48.544426919032595
2020-05-01,47.7335313174946
2020-06-01,44.647727272727266
2020-07-01,45.787458379578254
2020-08-01,45.47453703703703
2020-09-01,46.929722222222225
2020-10-01,56.25220264317181
2020-11-01,50.450995807127875
2020-12-01,52.348594961240316
2021-01-01,55.81912637828668
2021-02-01,60.714860287891625
2021-03-01,57.33708133971292
2021-04-01,58.873028391167196
2021-05-01,57.28023758099352
2021-06-01,55.03091966173361
2021-07-01,57.77941176470589
2021-08-01,54.56944444444444
2021-09-01,60.026388888888896
2021-10-01,56.25220264317181
2021-11-01,54.569444444444436
2021-12-01,57.10755813953489
2022-01-01,67.4828244274809
2022-02-01,75.68564775613888
2022-03-01,81.77583732057417
2022-04-01,75.39879074658255
2022-05-01,67.88768898488121
2022-06-01,68.52906976744185
2022-07-01,70.86154273029967
2022-08-01,73.89612268518518
2022-09-01,67.66611111111112
2022-10-01,70.31525330396477
2022-11-01,64.86556603773585
2022-12-01,74.23982558139535
2023-01-01,83.31212892281594
2023-02-01,79.01248941574937
2023-03-01,78.01602870813397
2023-04-01,73.33307045215562
2023-05-01,73.19141468682506
2023-06-01,63.337473572938684
2023-07-01,63.23029966703663
2023-08-01,59.116898148148145
2023-09-01,60.026388888888896
2023-10-01,59.497522026431724
2023-11-01,58.687893081761
2023-12-01,58.059350775193806
2024-01-01,59.15161153519932
2024-02-01,59.883149872989
2024-03-01,62.03684210526316
2024-04-01,63.00446898002103
2024-05-01,55.15874730021598
2024-06-01,53.99260042283298
2024-07-01,52.32852386237515
2024-08-01,51.158854166666664
2024-09-01,53.47805555555556
2024-10-01,50.84333700440529
2024-11-01,57.65828092243186
2024-12-01,52.348594961240316
2025-01-01,58.31849024597116
2025-02-01,63.209991532599496
2025-03-01,61.09688995215311
2025-04-01,59.90588853838065
2025-05-01,61.52321814254859
2025-06-01,63.337473572938684
2025-07-01,68.68118756936738
2025-08-01,60.25376157407407
2025-09-01,58.935
2025-10-01,61.66106828193833
2025-11-01,63.8359538784067
2025-12-01,69.48086240310079
