date,student expenses
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,31.57625786163522
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,18.615591397849464
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,22.921534267912772
2005-07-01,20.984848484848484
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,20.83333333333333
2005-11-01,16.33254716981132
2005-12-01,19.343575418994416
2006-01-01,14.449660928534167
2006-02-01,18.615591397849464
2006-03-01,15.054347826086955
2006-04-01,17.32037289677126
2006-05-01,14.855610561056105
2006-06-01,0.0
2006-07-01,24.482323232323232
2006-08-01,18.54082998661312
2006-09-01,15.841503267973856
2006-10-01,13.541666666666664
2006-11-01,0.0
2006-12-01,12.895716945996277
2007-01-01,15.352764736567552
2007-02-01,17.18362282878412
2007-03-01,15.054347826086955
2007-04-01,22.831400636653022
2007-05-01,13.712871287128714
2007-06-01,21.573208722741434
2007-07-01,18.653198653198654
2007-08-01,16.22322623828648
2007-09-01,19.23611111111111
2007-10-01,15.624999999999998
2007-11-01,14.154874213836477
2007-12-01,12.895716945996277
2008-01-01,15.352764736567552
2008-02-01,16.46763854425145
2008-03-01,21.745169082125603
2008-04-01,20.469531605275122
2008-05-01,12.57013201320132
2008-06-01,20.224883177570096
2008-07-01,29.145622895622896
2008-08-01,26.652443105756358
2008-09-01,18.104575163398692
2008-10-01,17.708333333333332
2008-11-01,13.066037735849056
2008-12-01,19.343575418994416
2009-01-01,25.28690662493479
2009-02-01,20.76354425144748
2009-03-01,23.417874396135264
2009-04-01,21.25682128240109
2009-05-01,22.854785478547853
2009-06-01,28.314836448598133
2009-07-01,29.145622895622896
2009-08-01,28.970046854082998
2009-09-01,23.762254901960784
2009-10-01,18.749999999999996
2009-11-01,26.132075471698112
2009-12-01,18.268932340161392
2010-01-01,35.22104851330203
2010-02-01,25.775434243176182
2010-03-01,25.926932367149757
2010-04-01,24.405979990904957
2010-05-01,26.283003300330034
2010-06-01,26.966510903426794
2010-07-01,27.97979797979798
2010-08-01,31.287650602409638
2010-09-01,22.630718954248366
2010-10-01,19.791666666666664
2010-11-01,15.2437106918239
2010-12-01,19.343575418994416
2011-01-01,25.28690662493479
2011-02-01,24.34346567411084
2011-03-01,25.926932367149757
2011-04-01,25.980559345156887
2011-05-01,26.283003300330034
2011-06-01,32.35981308411215
2011-07-01,25.64814814814815
2011-08-01,32.44645247657296
2011-09-01,26.02532679738562
2011-10-01,21.874999999999996
2011-11-01,20.687893081761004
2011-12-01,18.268932340161392
2012-01-01,32.51173708920187
2012-02-01,22.911497105045495
2012-03-01,21.745169082125603
2012-04-01,22.044110959527057
2012-05-01,25.14026402640264
2012-06-01,22.921534267912772
2012-07-01,25.64814814814815
2012-08-01,30.128848728246318
2012-09-01,26.02532679738562
2012-10-01,21.874999999999996
2012-11-01,17.42138364779874
2012-12-01,17.194289261328368
2013-01-01,30.705529473135105
2013-02-01,24.34346567411084
2013-03-01,26.763285024154587
2013-04-01,26.767849022282853
2013-05-01,22.854785478547853
2013-06-01,25.618185358255452
2013-07-01,26.813973063973066
2013-08-01,25.49364123159304
2013-09-01,20.36764705882353
2013-10-01,19.791666666666664
2013-11-01,17.42138364779874
2013-12-01,21.49286157666046
2014-01-01,29.80242566510172
2014-02-01,29.35535566583954
2014-03-01,25.090579710144926
2014-04-01,31.491587085038653
2014-05-01,23.997524752475247
2014-06-01,28.314836448598133
2014-07-01,27.97979797979798
2014-08-01,25.49364123159304
2014-09-01,21.499183006535947
2014-10-01,19.791666666666664
2014-11-01,19.599056603773583
2014-12-01,21.49286157666046
2015-01-01,29.80242566510172
2015-02-01,25.775434243176182
2015-03-01,26.763285024154587
2015-04-01,25.980559345156887
2015-05-01,25.14026402640264
2015-06-01,25.618185358255452
2015-07-01,24.482323232323232
2015-08-01,25.49364123159304
2015-09-01,24.893790849673202
2015-10-01,21.874999999999996
2015-11-01,21.776729559748425
2015-12-01,21.49286157666046
2016-01-01,28.899321857068333
2016-02-01,30.071339950372213
2016-03-01,26.763285024154587
2016-04-01,25.193269668030922
2016-05-01,22.854785478547853
2016-06-01,24.269859813084114
2016-07-01,18.653198653198654
2016-08-01,22.01723560910308
2016-09-01,22.630718954248366
2016-10-01,19.791666666666664
2016-11-01,21.776729559748425
2016-12-01,20.418218497827436
2017-01-01,30.705529473135105
2017-02-01,27.207402812241526
2017-03-01,30.10869565217391
2017-04-01,28.342428376534787
2017-05-01,26.283003300330034
2017-06-01,24.269859813084114
2017-07-01,20.984848484848484
2017-08-01,23.1760374832664
2017-09-01,23.762254901960784
2017-10-01,29.166666666666664
2017-11-01,27.220911949685533
2017-12-01,25.791433891992554
2018-01-01,27.09311424100156
2018-02-01,27.923387096774196
2018-03-01,29.27234299516908
2018-04-01,29.129718053660753
2018-05-01,28.568481848184817
2018-06-01,25.618185358255452
2018-07-01,23.31649831649832
2018-08-01,28.970046854082998
2018-09-01,27.15686274509804
2018-10-01,26.041666666666664
2018-11-01,25.04323899371069
2018-12-01,23.642147734326507
2019-01-01,27.09311424100156
2019-02-01,30.787324234904883
2019-03-01,28.43599033816425
2019-04-01,25.980559345156887
2019-05-01,27.425742574257427
2019-06-01,26.966510903426794
2019-07-01,20.984848484848484
2019-08-01,24.33483935742972
2019-09-01,26.02532679738562
2019-10-01,27.08333333333333
2019-11-01,23.95440251572327
2019-12-01,21.49286157666046
2020-01-01,29.80242566510172
2020-02-01,25.775434243176182
2020-03-01,21.745169082125603
2020-04-01,18.89495225102319
2020-05-01,27.425742574257427
2020-06-01,25.618185358255452
2020-07-01,26.813973063973066
2020-08-01,20.85843373493976
2020-09-01,29.419934640522875
2020-10-01,29.166666666666664
2020-11-01,23.95440251572327
2020-12-01,25.791433891992554
2021-01-01,22.577595200834637
2021-02-01,24.34346567411084
2021-03-01,25.926932367149757
2021-04-01,20.469531605275122
2021-05-01,33.13943894389439
2021-06-01,22.921534267912772
2021-07-01,22.1506734006734
2021-08-01,19.69963186077644
2021-09-01,26.02532679738562
2021-10-01,22.916666666666664
2021-11-01,22.86556603773585
2021-12-01,23.642147734326507
2022-01-01,27.996218049034947
2022-02-01,31.503308519437557
2022-03-01,36.79951690821256
2022-04-01,40.15177353342428
2022-05-01,38.853135313531354
2022-06-01,37.75311526479751
2022-07-01,26.813973063973066
2022-08-01,34.7640562248996
2022-09-01,33.94607843137255
2022-10-01,38.541666666666664
2022-11-01,34.84276729559748
2022-12-01,34.388578522656736
2023-01-01,37.93035993740219
2023-02-01,33.651261373035574
2023-03-01,42.653985507246375
2023-04-01,36.21532514779445
2023-05-01,47.995049504950494
2023-06-01,39.10144080996885
2023-07-01,30.311447811447813
2023-08-01,34.7640562248996
2023-09-01,45.26143790849673
2023-10-01,47.91666666666666
2023-11-01,48.99764150943396
2023-12-01,41.9110800744879
2024-01-01,44.25208659363589
2024-02-01,49.40291563275435
2024-03-01,50.18115942028985
2024-04-01,55.897567075943606
2024-05-01,54.851485148514854
2024-06-01,40.44976635514019
2024-07-01,32.64309764309765
2024-08-01,42.875669344042834
2024-09-01,49.787581699346404
2024-10-01,55.20833333333333
2024-11-01,51.1753144654088
2024-12-01,50.50822470515208
2025-01-01,46.961398017736045
2025-02-01,52.26685277088504
2025-03-01,57.70833333333333
2025-04-01,58.259436107321505
2025-05-01,55.994224422442244
2025-06-01,55.28134735202492
2025-07-01,73.4469696969697
2025-08-01,64.89290495314592
2025-09-01,74.68137254901961
2025-10-01,69.79166666666666
2025-11-01,83.84040880503144
2025-12-01,107.4643078833023
