date,food budget
2004-01-01,10.761184210526315
2004-02-01,9.966487935656838
2004-03-01,11.172814207650275
2004-04-01,11.11209239130435
2004-05-01,11.770448548812666
2004-06-01,7.456303724928367
2004-07-01,11.55699481865285
2004-08-01,8.261111111111111
2004-09-01,7.1885359116022105
2004-10-01,10.101902173913045
2004-11-01,12.585286458333336
2004-12-01,5.778497409326425
2005-01-01,11.739473684210527
2005-02-01,8.969839142091153
2005-03-01,10.157103825136613
2005-04-01,12.122282608695652
2005-05-01,9.808707124010555
2005-06-01,11.71704871060172
2005-07-01,8.667746113989637
2005-08-01,9.29375
2005-09-01,9.242403314917128
2005-10-01,9.09171195652174
2005-11-01,9.680989583333336
2005-12-01,8.667746113989637
2006-01-01,10.761184210526315
2006-02-01,7.9731903485254705
2006-03-01,12.188524590163937
2006-04-01,7.071331521739131
2006-05-01,10.78957783641161
2006-06-01,7.456303724928367
2006-07-01,5.778497409326425
2006-08-01,11.359027777777778
2006-09-01,7.1885359116022105
2006-10-01,7.071331521739131
2006-11-01,8.712890625000002
2006-12-01,5.778497409326425
2007-01-01,9.782894736842104
2007-02-01,9.966487935656838
2007-03-01,9.141393442622952
2007-04-01,9.09171195652174
2007-05-01,9.808707124010555
2007-06-01,11.71704871060172
2007-07-01,11.55699481865285
2007-08-01,9.29375
2007-09-01,9.242403314917128
2007-10-01,10.101902173913045
2007-11-01,8.712890625000002
2007-12-01,8.667746113989637
2008-01-01,9.782894736842104
2008-02-01,10.963136729222523
2008-03-01,12.188524590163937
2008-04-01,13.132472826086957
2008-05-01,13.732189973614776
2008-06-01,12.782234957020059
2008-07-01,10.593911917098445
2008-08-01,10.32638888888889
2008-09-01,12.323204419889503
2008-10-01,12.122282608695652
2008-11-01,11.617187500000002
2008-12-01,10.593911917098445
2009-01-01,13.696052631578947
2009-02-01,14.949731903485258
2009-03-01,15.235655737704919
2009-04-01,14.142663043478262
2009-05-01,13.732189973614776
2009-06-01,13.847421203438396
2009-07-01,15.409326424870466
2009-08-01,15.489583333333334
2009-09-01,13.350138121546962
2009-10-01,14.142663043478262
2009-11-01,12.585286458333336
2009-12-01,11.55699481865285
2010-01-01,15.652631578947368
2010-02-01,14.949731903485258
2010-03-01,16.25136612021858
2010-04-01,15.152853260869566
2010-05-01,16.674802110817943
2010-06-01,13.847421203438396
2010-07-01,13.483160621761657
2010-08-01,13.424305555555556
2010-09-01,12.323204419889503
2010-10-01,12.122282608695652
2010-11-01,11.617187500000002
2010-12-01,11.55699481865285
2011-01-01,16.630921052631578
2011-02-01,15.946380697050941
2011-03-01,15.235655737704919
2011-04-01,16.16304347826087
2011-05-01,15.693931398416888
2011-06-01,17.04297994269341
2011-07-01,16.37240932642487
2011-08-01,17.554861111111112
2011-09-01,15.40400552486188
2011-10-01,14.142663043478262
2011-11-01,12.585286458333336
2011-12-01,11.55699481865285
2012-01-01,15.652631578947368
2012-02-01,14.949731903485258
2012-03-01,13.204234972677597
2012-04-01,16.16304347826087
2012-05-01,15.693931398416888
2012-06-01,17.04297994269341
2012-07-01,17.335492227979273
2012-08-01,17.554861111111112
2012-09-01,17.457872928176798
2012-10-01,15.152853260869566
2012-11-01,14.521484375000002
2012-12-01,12.520077720207254
2013-01-01,17.60921052631579
2013-02-01,16.943029490616624
2013-03-01,18.282786885245905
2013-04-01,16.16304347826087
2013-05-01,15.693931398416888
2013-06-01,17.04297994269341
2013-07-01,16.37240932642487
2013-08-01,16.522222222222222
2013-09-01,19.511740331491715
2013-10-01,20.20380434782609
2013-11-01,18.393880208333336
2013-12-01,15.409326424870466
2014-01-01,20.54407894736842
2014-02-01,19.932975871313676
2014-03-01,18.282786885245905
2014-04-01,18.18342391304348
2014-05-01,18.636543535620053
2014-06-01,19.173352435530088
2014-07-01,18.298575129533678
2014-08-01,18.5875
2014-09-01,18.484806629834257
2014-10-01,17.173233695652176
2014-11-01,16.457682291666668
2014-12-01,13.483160621761657
2015-01-01,18.5875
2015-02-01,16.943029490616624
2015-03-01,18.282786885245905
2015-04-01,19.193614130434785
2015-05-01,18.636543535620053
2015-06-01,19.173352435530088
2015-07-01,18.298575129533678
2015-08-01,19.62013888888889
2015-09-01,18.484806629834257
2015-10-01,17.173233695652176
2015-11-01,15.489583333333336
2015-12-01,14.446243523316062
2016-01-01,16.630921052631578
2016-02-01,18.936327077747993
2016-03-01,17.26707650273224
2016-04-01,19.193614130434785
2016-05-01,18.636543535620053
2016-06-01,17.04297994269341
2016-07-01,14.446243523316062
2016-08-01,15.489583333333334
2016-09-01,15.40400552486188
2016-10-01,17.173233695652176
2016-11-01,14.521484375000002
2016-12-01,13.483160621761657
2017-01-01,19.56578947368421
2017-02-01,18.936327077747993
2017-03-01,22.34562841530055
2017-04-01,19.193614130434785
2017-05-01,21.57915567282322
2017-06-01,19.173352435530088
2017-07-01,19.261658031088082
2017-08-01,17.554861111111112
2017-09-01,18.484806629834257
2017-10-01,17.173233695652176
2017-11-01,16.457682291666668
2017-12-01,17.335492227979273
2018-01-01,19.56578947368421
2018-02-01,21.926273458445046
2018-03-01,18.282786885245905
2018-04-01,19.193614130434785
2018-05-01,18.636543535620053
2018-06-01,20.238538681948423
2018-07-01,17.335492227979273
2018-08-01,19.62013888888889
2018-09-01,18.484806629834257
2018-10-01,18.18342391304348
2018-11-01,16.457682291666668
2018-12-01,17.335492227979273
2019-01-01,21.52236842105263
2019-02-01,18.936327077747993
2019-03-01,18.282786885245905
2019-04-01,19.193614130434785
2019-05-01,18.636543535620053
2019-06-01,21.303724928366762
2019-07-01,18.298575129533678
2019-08-01,19.62013888888889
2019-09-01,19.511740331491715
2019-10-01,18.18342391304348
2019-11-01,16.457682291666668
2019-12-01,15.409326424870466
