date,coffee price
2011-01-01,7.948324022346368
2011-02-01,6.486702127659575
2011-03-01,7.008620689655173
2011-04-01,5.741525423728814
2011-05-01,6.9289772727272725
2011-06-01,7.215976331360947
2011-07-01,4.4768722466960345
2011-08-01,5.523097826086957
2011-09-01,6.128140703517588
2011-10-01,7.11375
2011-11-01,5.685314685314685
2011-12-01,5.807142857142857
2012-01-01,7.948324022346368
2012-02-01,6.486702127659575
2012-03-01,7.008620689655173
2012-04-01,8.038135593220339
2012-05-01,6.9289772727272725
2012-06-01,6.013313609467455
2012-07-01,5.3722466960352415
2012-08-01,6.627717391304348
2012-09-01,7.149497487437186
2012-10-01,7.11375
2012-11-01,6.395979020979021
2012-12-01,6.533035714285714
2013-01-01,7.948324022346368
2013-02-01,7.56781914893617
2013-03-01,8.176724137931036
2013-04-01,8.038135593220339
2013-05-01,8.083806818181818
2013-06-01,7.215976331360947
2013-07-01,6.267621145374449
2013-08-01,6.627717391304348
2013-09-01,7.149497487437186
2013-10-01,7.11375
2013-11-01,5.685314685314685
2013-12-01,6.533035714285714
2014-01-01,7.948324022346368
2014-02-01,8.648936170212766
2014-03-01,8.176724137931036
2014-04-01,8.038135593220339
2014-05-01,8.083806818181818
2014-06-01,8.418639053254438
2014-07-01,6.267621145374449
2014-08-01,6.627717391304348
2014-09-01,8.170854271356784
2014-10-01,8.129999999999999
2014-11-01,5.685314685314685
2014-12-01,5.807142857142857
2015-01-01,9.083798882681563
2015-02-01,7.56781914893617
2015-03-01,9.344827586206897
2015-04-01,9.186440677966102
2015-05-01,8.083806818181818
2015-06-01,8.418639053254438
2015-07-01,6.267621145374449
2015-08-01,8.83695652173913
2015-09-01,9.192211055276383
2015-10-01,8.129999999999999
2015-11-01,7.106643356643357
2015-12-01,6.533035714285714
2016-01-01,10.219273743016759
2016-02-01,10.811170212765957
2016-03-01,10.512931034482758
2016-04-01,11.483050847457628
2016-05-01,10.393465909090908
2016-06-01,10.82396449704142
2016-07-01,7.162995594713656
2016-08-01,7.732336956521739
2016-09-01,9.192211055276383
2016-10-01,10.162499999999998
2016-11-01,7.106643356643357
2016-12-01,7.984821428571428
2017-01-01,11.354748603351954
2017-02-01,10.811170212765957
2017-03-01,11.681034482758621
2017-04-01,11.483050847457628
2017-05-01,11.548295454545453
2017-06-01,12.02662721893491
2017-07-01,8.953744493392069
2017-08-01,9.941576086956522
2017-09-01,11.234924623115578
2017-10-01,11.178749999999999
2017-11-01,8.527972027972027
2017-12-01,8.710714285714285
2018-01-01,12.49022346368715
2018-02-01,11.892287234042552
2018-03-01,12.849137931034484
2018-04-01,12.631355932203391
2018-05-01,12.703125
2018-06-01,12.02662721893491
2018-07-01,8.953744493392069
2018-08-01,12.150815217391305
2018-09-01,12.256281407035177
2018-10-01,12.194999999999999
2018-11-01,7.817307692307692
2018-12-01,9.436607142857142
2019-01-01,12.49022346368715
2019-02-01,12.97340425531915
2019-03-01,12.849137931034484
2019-04-01,14.927966101694915
2019-05-01,13.857954545454545
2019-06-01,13.229289940828401
2019-07-01,9.849118942731277
2019-08-01,12.150815217391305
2019-09-01,13.277638190954775
2019-10-01,11.178749999999999
2019-11-01,9.238636363636363
2019-12-01,8.710714285714285
2020-01-01,13.625698324022345
2020-02-01,14.054521276595745
2020-03-01,11.681034482758621
2020-04-01,13.779661016949152
2020-05-01,11.548295454545453
2020-06-01,13.229289940828401
2020-07-01,9.849118942731277
2020-08-01,11.046195652173914
2020-09-01,12.256281407035177
2020-10-01,12.194999999999999
2020-11-01,7.106643356643357
2020-12-01,7.984821428571428
2021-01-01,12.49022346368715
2021-02-01,14.054521276595745
2021-03-01,11.681034482758621
2021-04-01,11.483050847457628
2021-05-01,12.703125
2021-06-01,12.02662721893491
2021-07-01,9.849118942731277
2021-08-01,11.046195652173914
2021-09-01,12.256281407035177
2021-10-01,12.194999999999999
2021-11-01,9.238636363636363
2021-12-01,7.984821428571428
2022-01-01,13.625698324022345
2022-02-01,15.13563829787234
2022-03-01,15.185344827586206
2022-04-01,13.779661016949152
2022-05-01,13.857954545454545
2022-06-01,14.431952662721894
2022-07-01,9.849118942731277
2022-08-01,14.360054347826088
2022-09-01,13.277638190954775
2022-10-01,13.211249999999998
2022-11-01,8.527972027972027
2022-12-01,7.984821428571428
2023-01-01,13.625698324022345
2023-02-01,15.13563829787234
2023-03-01,15.185344827586206
2023-04-01,13.779661016949152
2023-05-01,12.703125
2023-06-01,13.229289940828401
2023-07-01,8.953744493392069
2023-08-01,11.046195652173914
2023-09-01,14.298994974874372
2023-10-01,13.211249999999998
2023-11-01,9.949300699300698
2023-12-01,9.436607142857142
2024-01-01,15.896648044692736
2024-02-01,15.13563829787234
2024-03-01,15.185344827586206
2024-04-01,13.779661016949152
2024-05-01,15.01278409090909
2024-06-01,14.431952662721894
2024-07-01,9.849118942731277
2024-08-01,12.150815217391305
2024-09-01,14.298994974874372
2024-10-01,13.211249999999998
2024-11-01,9.949300699300698
2024-12-01,11.614285714285714
2025-01-01,17.032122905027933
2025-02-01,19.460106382978722
2025-03-01,17.521551724137932
2025-04-01,18.372881355932204
2025-05-01,19.632102272727273
2025-06-01,22.850591715976332
2025-07-01,72.52533039647577
2025-08-01,44.184782608695656
2025-09-01,27.576633165829147
2025-10-01,28.455
2025-11-01,71.06643356643356
2025-12-01,67.50803571428571
