date,minimum wage
2004-01-01,17.135478408128705
2004-02-01,20.862886597938143
2004-03-01,22.870190578928447
2004-04-01,22.77937649880096
2004-05-01,22.63013698630137
2004-06-01,24.408067542213885
2004-07-01,22.068702290076338
2004-08-01,23.74094811496827
2004-09-01,25.330666666666666
2004-10-01,27.691570881226053
2004-11-01,26.19252548131371
2004-12-01,22.515576323987542
2005-01-01,20.399379057296077
2005-02-01,21.85635738831615
2005-03-01,25.98885293060051
2005-04-01,25.750599520383695
2005-05-01,24.51598173515982
2005-06-01,23.50406504065041
2005-07-01,20.22964376590331
2005-08-01,21.58268010451661
2005-09-01,26.432
2005-10-01,24.368582375478926
2005-11-01,24.009815024537566
2005-12-01,21.389797507788167
2006-01-01,22.847304544171607
2006-02-01,22.84982817869416
2006-03-01,23.90974469615247
2006-04-01,28.72182254196643
2006-05-01,24.51598173515982
2006-06-01,28.928080050031273
2006-07-01,24.82729007633588
2006-08-01,28.057484135871594
2006-09-01,28.634666666666664
2006-10-01,33.229885057471265
2006-11-01,39.28878822197056
2006-12-01,28.14447040498443
2007-01-01,44.06265876375953
2007-02-01,29.804123711340207
2007-03-01,27.02840704782453
2007-04-01,29.71223021582734
2007-05-01,34.88812785388128
2007-06-01,38.87210756722952
2007-07-01,41.37881679389314
2007-08-01,31.294886151549083
2007-09-01,27.53333333333333
2007-10-01,27.691570881226053
2007-11-01,27.28388070970178
2007-12-01,22.515576323987542
2008-01-01,26.11120519333898
2008-02-01,25.83024054982818
2008-03-01,28.06796116504855
2008-04-01,30.70263788968825
2008-05-01,32.05936073059361
2008-06-01,33.44809255784866
2008-07-01,39.5397582697201
2008-08-01,35.61142217245241
2008-09-01,33.04
2008-10-01,32.12222222222222
2008-11-01,28.37523593808985
2008-12-01,25.892912772585674
2009-01-01,26.11120519333898
2009-02-01,27.817182130584193
2009-03-01,31.186623516720612
2009-04-01,31.693045563549163
2009-05-01,34.88812785388128
2009-06-01,37.968105065666045
2009-07-01,45.05693384223919
2009-08-01,36.69055617767824
2009-09-01,30.837333333333333
2009-10-01,32.12222222222222
2009-11-01,29.466591166477922
2009-12-01,27.018691588785053
2010-01-01,23.66327970646345
2010-02-01,25.83024054982818
2010-03-01,31.186623516720612
2010-04-01,31.693045563549163
2010-05-01,33.00228310502283
2010-06-01,31.640087554721706
2010-07-01,33.103053435114504
2010-08-01,31.294886151549083
2010-09-01,31.938666666666666
2010-10-01,32.12222222222222
2010-11-01,29.466591166477922
2010-12-01,27.018691588785053
2011-01-01,27.743155517922666
2011-02-01,31.79106529209622
2011-03-01,35.344839985616694
2011-04-01,35.65467625899281
2011-05-01,38.65981735159817
2011-06-01,38.87210756722952
2011-07-01,33.103053435114504
2011-08-01,38.848824188129896
2011-09-01,37.44533333333333
2011-10-01,38.76819923371647
2011-11-01,34.92336730841828
2011-12-01,36.02492211838007
2012-01-01,33.45498165396557
2012-02-01,35.76494845360825
2012-03-01,37.42394822006473
2012-04-01,38.62589928057554
2012-05-01,41.48858447488585
2012-06-01,38.87210756722952
2012-07-01,34.94211195928754
2012-08-01,39.92795819335573
2012-09-01,39.647999999999996
2012-10-01,36.55287356321839
2012-11-01,37.10607776519442
2012-12-01,32.64758566978194
2013-01-01,35.08693197854925
2013-02-01,55.634364261168386
2013-03-01,48.85904350952896
2013-04-01,43.5779376498801
2013-05-01,43.37442922374429
2013-06-01,43.39212007504691
2013-07-01,42.29834605597965
2013-08-01,51.798432250839866
2013-09-01,49.559999999999995
2013-10-01,43.198850574712644
2013-11-01,51.29369573423935
2013-12-01,57.414719626168235
2014-01-01,58.7502116850127
2014-02-01,60.60171821305842
2014-03-01,51.97770586120102
2014-04-01,55.462829736211035
2014-05-01,66.94748858447488
2014-06-01,59.664165103189504
2014-07-01,47.81552162849873
2014-08-01,47.48189622993654
2014-09-01,59.471999999999994
2014-10-01,53.16781609195402
2014-11-01,55.659116647791635
2014-12-01,50.66004672897197
2015-01-01,49.77448489980243
2015-02-01,45.69965635738832
2015-03-01,55.09636821287308
2015-04-01,57.44364508393286
2015-05-01,60.34703196347032
2015-06-01,54.24015009380864
2015-07-01,62.527989821882954
2015-08-01,58.273236282194844
2015-09-01,57.26933333333333
2015-10-01,50.952490421455934
2015-11-01,54.56776141940356
2015-12-01,49.53426791277259
2016-01-01,47.3265594129269
2016-02-01,49.67353951890034
2016-03-01,59.25458468176916
2016-04-01,72.29976019184653
2016-05-01,54.68949771689498
2016-06-01,47.912132582864295
2016-07-01,45.9764631043257
2016-08-01,48.56103023516237
2016-09-01,50.66133333333333
2016-10-01,49.8448275862069
2016-11-01,61.11589278973199
2016-12-01,56.28894080996886
2017-01-01,55.48631103584533
2017-02-01,51.66048109965636
2017-03-01,51.97770586120102
2017-04-01,49.52038369304557
2017-05-01,51.86073059360731
2017-06-01,56.95215759849907
2017-07-01,57.93034351145039
2017-08-01,50.719298245614034
2017-09-01,51.76266666666666
2017-10-01,52.06015325670498
2017-11-01,50.202340505851275
2017-12-01,52.91160436137073
2018-01-01,59.56618684730454
2018-02-01,50.66701030927835
2018-03-01,54.05681409564906
2018-04-01,52.491606714628304
2018-05-01,57.51826484018265
2018-06-01,58.76016260162602
2018-07-01,57.93034351145039
2018-08-01,57.19410227696901
2018-09-01,52.864
2018-10-01,59.81379310344827
2018-11-01,60.02453756134392
2018-12-01,63.04361370716512
2019-01-01,66.09398814563929
2019-02-01,61.59518900343643
2019-03-01,57.17547644732112
2019-04-01,57.44364508393286
2019-05-01,53.74657534246575
2019-06-01,53.33614759224516
2019-07-01,68.04516539440205
2019-08-01,55.035834266517355
2019-09-01,52.864
2019-10-01,55.383141762452105
2019-11-01,52.38505096262742
2019-12-01,65.29517133956388
2020-01-01,61.198137171888234
2020-02-01,56.62783505154639
2020-03-01,41.582164688960816
2020-04-01,28.72182254196643
2020-05-01,33.00228310502283
2020-06-01,39.776110068793
