date,budgeting
2021-10-01,43.53196347031964
2021-11-01,45.169871794871796
2021-12-01,40.142199824715156
2022-01-01,47.40232015376167
2022-02-01,50.27793484114162
2022-03-01,54.55725346373268
2022-04-01,60.8368993993994
2022-05-01,56.8599618544601
2022-06-01,49.87870012870013
2022-07-01,50.536170876208296
2022-08-01,54.44315673289183
2022-09-01,54.9553726169844
2022-10-01,55.83447488584475
2022-11-01,54.58026175213675
2022-12-01,57.640081799591
2023-01-01,60.94584019769358
2023-02-01,57.867057081313945
2023-03-01,54.55725346373268
2023-04-01,55.54673423423423
2023-05-01,60.99523180751175
2023-06-01,54.41312741312741
2023-07-01,52.73339569691301
2023-08-01,53.332071901608316
2023-09-01,61.06152512998267
2023-10-01,61.51255707762557
2023-11-01,70.57792467948718
2023-12-01,69.99152789950335
2024-01-01,75.45675453047775
2024-02-01,78.73714324178783
2024-03-01,71.78585982070089
2024-04-01,71.41722972972973
2024-05-01,68.23195422535213
2024-06-01,60.08116151866152
2024-07-01,56.029232927970064
2024-08-01,62.22075055187637
2024-09-01,65.13229347198151
2024-10-01,65.29794520547945
2024-11-01,66.81376869658119
2024-12-01,73.07938942448145
2025-01-01,70.61978308621636
2025-02-01,72.09666128163705
2025-03-01,68.91442542787286
2025-04-01,67.89045295295296
2025-05-01,65.13050176056339
2025-06-01,74.8180501930502
2025-07-01,86.79038041783599
2025-08-01,93.33112582781456
2025-09-01,100.75151646447141
2025-10-01,88.01027397260275
2025-11-01,87.5166266025641
2025-12-01,102.92871749926964
