date,fuel prices
2004-01-01,16.222664015904574
2004-02-01,17.691056910569106
2004-03-01,20.749585406301822
2004-04-01,26.088809946714033
2004-05-01,38.529510961214164
2004-06-01,28.312267657992564
2004-07-01,18.75862068965517
2004-08-01,20.763358778625953
2004-09-01,22.549222797927463
2004-10-01,32.1079258010118
2004-11-01,26.0
2004-12-01,24.87475149105368
2005-01-01,19.467196819085487
2005-02-01,19.902439024390244
2005-03-01,32.4776119402985
2005-04-01,32.852575488454704
2005-05-01,23.85160202360877
2005-06-01,23.256505576208177
2005-07-01,26.482758620689655
2005-08-01,71.63358778625954
2005-09-01,87.37823834196892
2005-10-01,54.1247892074199
2005-11-01,37.0
2005-12-01,28.119284294234593
2006-01-01,25.956262425447317
2006-02-01,23.21951219512195
2006-03-01,18.945273631840795
2006-04-01,46.380106571936054
2006-05-01,32.1079258010118
2006-06-01,26.28996282527881
2006-07-01,35.310344827586206
2006-08-01,39.45038167938931
2006-09-01,36.64248704663213
2006-10-01,25.686340640809444
2006-11-01,22.0
2006-12-01,20.548707753479125
2007-01-01,22.711729622266404
2007-02-01,22.11382113821138
2007-03-01,19.84742951907131
2007-04-01,22.22380106571936
2007-05-01,33.025295109612145
2007-06-01,23.256505576208177
2007-07-01,23.17241379310345
2007-08-01,20.763358778625953
2007-09-01,20.670120898100173
2007-10-01,23.85160202360877
2007-11-01,44.0
2007-12-01,27.037773359840955
2008-01-01,31.36381709741551
2008-02-01,29.853658536585368
2008-03-01,55.031509121061355
2008-04-01,64.73889875666075
2008-05-01,79.81112984822934
2008-06-01,71.79182156133828
2008-07-01,58.48275862068965
2008-08-01,45.679389312977094
2008-09-01,48.85664939550951
2008-10-01,63.29848229342327
2008-11-01,54.0
2008-12-01,49.74950298210736
2009-01-01,34.60834990059642
2009-02-01,27.64227642276423
2009-03-01,19.84742951907131
2009-04-01,18.358792184724688
2009-05-01,18.347386172006747
2009-06-01,26.28996282527881
2009-07-01,24.275862068965516
2009-08-01,21.801526717557252
2009-09-01,20.670120898100173
2009-10-01,23.85160202360877
2009-11-01,21.0
2009-12-01,22.711729622266404
2010-01-01,27.037773359840955
2010-02-01,23.21951219512195
2010-03-01,18.945273631840795
2010-04-01,21.257548845470694
2010-05-01,19.264755480607082
2010-06-01,19.21189591078067
2010-07-01,18.75862068965517
2010-08-01,19.725190839694655
2010-09-01,17.85146804835924
2010-10-01,19.264755480607082
2010-11-01,21.0
2010-12-01,27.037773359840955
2011-01-01,34.60834990059642
2011-02-01,44.22764227642276
2011-03-01,42.40132669983416
2011-04-01,42.51509769094139
2011-05-01,34.860033726812816
2011-06-01,30.334572490706318
2011-07-01,29.79310344827586
2011-08-01,30.106870229007633
2011-09-01,26.30742659758204
2011-10-01,25.686340640809444
2011-11-01,27.0
2011-12-01,27.037773359840955
2012-01-01,29.20079522862823
2012-02-01,39.80487804878049
2012-03-01,28.868988391376448
2012-04-01,24.156305506216697
2012-05-01,21.099494097807757
2012-06-01,23.256505576208177
2012-07-01,25.379310344827587
2012-08-01,23.877862595419845
2012-09-01,24.428324697754753
2012-10-01,26.60370994940978
2012-11-01,25.0
2012-12-01,21.630218687872762
2013-01-01,22.711729622266404
2013-02-01,27.64227642276423
2013-03-01,17.140961857379764
2013-04-01,18.358792184724688
2013-05-01,17.430016863406408
2013-06-01,18.20074349442379
2013-07-01,20.96551724137931
2013-08-01,18.68702290076336
2013-09-01,17.85146804835924
2013-10-01,18.347386172006747
2013-11-01,20.0
2013-12-01,19.467196819085487
2014-01-01,23.79324055666004
2014-02-01,23.21951219512195
2014-03-01,16.23880597014925
2014-04-01,16.426287744227352
2014-05-01,14.677908937605396
2014-06-01,18.20074349442379
2014-07-01,19.862068965517242
2014-08-01,17.64885496183206
2014-09-01,17.85146804835924
2014-10-01,22.016863406408095
2014-11-01,25.0
2014-12-01,33.52683896620278
2015-01-01,37.85288270377734
2015-02-01,27.64227642276423
2015-03-01,17.140961857379764
2015-04-01,15.460035523978686
2015-05-01,14.677908937605396
2015-06-01,16.178438661710036
2015-07-01,19.862068965517242
2015-08-01,23.877862595419845
2015-09-01,19.73056994818653
2015-10-01,18.347386172006747
2015-11-01,18.0
2015-12-01,19.467196819085487
2016-01-01,30.28230616302187
2016-02-01,21.008130081300813
2016-03-01,13.53233830845771
2016-04-01,14.493783303730018
2016-05-01,12.843170320404722
2016-06-01,14.156133828996282
2016-07-01,15.448275862068964
2016-08-01,14.534351145038167
2016-09-01,14.093264248704664
2016-10-01,14.677908937605396
2016-11-01,15.0
2016-12-01,17.30417495029821
2017-01-01,17.30417495029821
2017-02-01,16.585365853658537
2017-03-01,12.630182421227197
2017-04-01,13.52753108348135
2017-05-01,12.843170320404722
2017-06-01,14.156133828996282
2017-07-01,16.551724137931036
2017-08-01,16.610687022900763
2017-09-01,17.85146804835924
2017-10-01,14.677908937605396
2017-11-01,19.0
2017-12-01,18.38568588469185
2018-01-01,22.711729622266404
2018-02-01,17.691056910569106
2018-03-01,13.53233830845771
2018-04-01,17.392539964476022
2018-05-01,20.18212478920742
2018-06-01,17.189591078066915
2018-07-01,19.862068965517242
2018-08-01,16.610687022900763
