date,mortgage rates
2004-01-01,24.106521739130432
2004-02-01,22.077647058823533
2004-03-01,24.996336996337
2004-04-01,28.560267857142858
2004-05-01,26.262315270935964
2004-06-01,21.18058690744921
2004-07-01,21.12382075471698
2004-08-01,18.02112676056338
2004-09-01,18.32219570405728
2004-10-01,16.488402061855673
2004-11-01,18.27857142857143
2004-12-01,14.476501305483026
2005-01-01,15.76195652173913
2005-02-01,18.06352941176471
2005-03-01,14.060439560439562
2005-04-01,17.136160714285715
2005-05-01,18.908866995073893
2005-06-01,22.14334085778781
2005-07-01,19.11202830188679
2005-08-01,19.022300469483568
2005-09-01,17.304295942720763
2005-10-01,16.488402061855673
2005-11-01,15.841428571428573
2005-12-01,13.362924281984332
2006-01-01,12.980434782608695
2006-02-01,14.049411764705884
2006-03-01,11.717032967032969
2006-04-01,14.280133928571429
2006-05-01,15.75738916256158
2006-06-01,14.441309255079007
2006-07-01,15.088443396226415
2006-08-01,16.018779342723004
2006-09-01,14.250596658711217
2006-10-01,16.488402061855673
2006-11-01,14.622857142857143
2006-12-01,13.362924281984332
2007-01-01,15.76195652173913
2007-02-01,16.056470588235296
2007-03-01,14.060439560439562
2007-04-01,16.184151785714285
2007-05-01,16.807881773399018
2007-06-01,19.255079006772007
2007-07-01,18.1061320754717
2007-08-01,20.023474178403756
2007-09-01,20.35799522673031
2007-10-01,16.488402061855673
2007-11-01,18.27857142857143
2007-12-01,18.930809399477805
2008-01-01,49.14021739130435
2008-02-01,40.14117647058824
2008-03-01,32.807692307692314
2008-04-01,23.800223214285715
2008-05-01,22.06034482758621
2008-06-01,18.29232505643341
2008-07-01,17.100235849056602
2008-08-01,13.01525821596244
2008-09-01,26.465393794749403
2008-10-01,30.77835051546392
2008-11-01,25.59
2008-12-01,84.63185378590077
2009-01-01,61.19347826086956
2009-02-01,47.16588235294118
2009-03-01,46.08699633699634
2009-04-01,41.88839285714286
2009-05-01,34.66625615763547
2009-06-01,39.472911963882616
2009-07-01,28.16509433962264
2009-08-01,24.028169014084504
2009-09-01,21.375894988066825
2009-10-01,24.18298969072165
2009-11-01,20.715714285714288
2009-12-01,20.044386422976498
2010-01-01,18.543478260869563
2010-02-01,19.067058823529415
2010-03-01,14.841575091575093
2010-04-01,16.184151785714285
2010-05-01,21.009852216748772
2010-06-01,21.18058690744921
2010-07-01,25.14740566037736
2010-08-01,27.03169014084507
2010-09-01,20.35799522673031
2010-10-01,24.18298969072165
2010-11-01,26.80857142857143
2010-12-01,20.044386422976498
2011-01-01,15.76195652173913
2011-02-01,16.056470588235296
2011-03-01,11.717032967032969
2011-04-01,12.376116071428571
2011-05-01,14.70689655172414
2011-06-01,14.441309255079007
2011-07-01,14.08254716981132
2011-08-01,28.032863849765256
2011-09-01,23.411694510739856
2011-10-01,23.08376288659794
2011-11-01,19.497142857142858
2011-12-01,15.590078328981722
2012-01-01,16.68913043478261
2012-02-01,17.060000000000002
2012-03-01,13.279304029304031
2012-04-01,15.232142857142858
2012-05-01,16.807881773399018
2012-06-01,18.29232505643341
2012-07-01,20.117924528301888
2012-08-01,16.018779342723004
2012-09-01,18.32219570405728
2012-10-01,18.686855670103093
2012-11-01,17.060000000000002
2012-12-01,13.362924281984332
2013-01-01,15.76195652173913
2013-02-01,14.049411764705884
2013-03-01,10.935897435897438
2013-04-01,13.328125
2013-05-01,17.858374384236456
2013-06-01,25.03160270880361
2013-07-01,24.141509433962263
2013-08-01,18.02112676056338
2013-09-01,17.304295942720763
2013-10-01,17.587628865979383
2013-11-01,14.622857142857143
2013-12-01,12.249347258485638
2014-01-01,11.126086956521739
2014-02-01,11.038823529411767
2014-03-01,9.373626373626376
2014-04-01,11.424107142857142
2014-05-01,12.605911330049263
2014-06-01,11.553047404063205
2014-07-01,11.064858490566039
2014-08-01,10.011737089201878
2014-09-01,10.178997613365155
2014-10-01,13.190721649484537
2014-11-01,10.967142857142857
2014-12-01,11.135770234986943
2015-01-01,15.76195652173913
2015-02-01,14.049411764705884
2015-03-01,10.935897435897438
2015-04-01,12.376116071428571
2015-05-01,13.656403940886701
2015-06-01,14.441309255079007
2015-07-01,14.08254716981132
2015-08-01,13.01525821596244
2015-09-01,11.19689737470167
2015-10-01,10.992268041237114
2015-11-01,12.185714285714287
2015-12-01,11.135770234986943
2016-01-01,9.271739130434781
2016-02-01,12.042352941176471
2016-03-01,8.592490842490843
2016-04-01,11.424107142857142
2016-05-01,11.555418719211826
2016-06-01,13.478555304740407
2016-07-01,16.09433962264151
2016-08-01,12.014084507042252
2016-09-01,11.19689737470167
2016-10-01,10.992268041237114
2016-11-01,18.27857142857143
2016-12-01,14.476501305483026
2017-01-01,12.053260869565216
2017-02-01,11.038823529411767
2017-03-01,10.154761904761907
2017-04-01,11.424107142857142
2017-05-01,11.555418719211826
2017-06-01,11.553047404063205
2017-07-01,12.070754716981131
2017-08-01,10.011737089201878
2017-09-01,10.178997613365155
2017-10-01,10.992268041237114
2017-11-01,9.748571428571429
2017-12-01,8.908616187989555
2018-01-01,10.19891304347826
2018-02-01,15.05294117647059
2018-03-01,10.154761904761907
2018-04-01,11.424107142857142
2018-05-01,13.656403940886701
2018-06-01,12.515801354401805
2018-07-01,11.064858490566039
2018-08-01,10.011737089201878
2018-09-01,9.16109785202864
2018-10-01,12.091494845360826
2018-11-01,10.967142857142857
2018-12-01,11.135770234986943
2019-01-01,12.053260869565216
2019-02-01,11.038823529411767
2019-03-01,10.154761904761907
2019-04-01,14.280133928571429
2019-05-01,14.70689655172414
2019-06-01,20.21783295711061
2019-07-01,20.117924528301888
2019-08-01,30.035211267605632
2019-09-01,23.411694510739856
2019-10-01,20.88530927835052
2019-11-01,17.060000000000002
2019-12-01,12.249347258485638
2020-01-01,14.834782608695651
2020-02-01,23.08117647058824
2020-03-01,78.11355311355312
2020-04-01,39.03236607142857
2020-05-01,34.66625615763547
2020-06-01,27.919864559819413
2020-07-01,33.194575471698116
2020-08-01,29.034037558685444
2020-09-01,22.39379474940334
2020-10-01,21.98453608247423
2020-11-01,20.715714285714288
2020-12-01,18.930809399477805
2021-01-01,20.39782608695652
2021-02-01,22.077647058823533
2021-03-01,17.96611721611722
2021-04-01,17.136160714285715
2021-05-01,17.858374384236456
2021-06-01,14.441309255079007
2021-07-01,15.088443396226415
2021-08-01,15.017605633802816
2021-09-01,13.232696897374701
2021-10-01,14.289948453608249
2021-11-01,19.497142857142858
2021-12-01,12.249347258485638
2022-01-01,15.76195652173913
2022-02-01,18.06352941176471
2022-03-01,18.74725274725275
2022-04-01,26.65625
2022-05-01,26.262315270935964
2022-06-01,29.845372460496613
2022-07-01,25.14740566037736
2022-08-01,20.023474178403756
2022-09-01,24.429594272076372
2022-10-01,26.381443298969074
2022-11-01,26.80857142857143
2022-12-01,20.044386422976498
2023-01-01,17.616304347826084
2023-02-01,22.077647058823533
2023-03-01,21.090659340659343
2023-04-01,20.94419642857143
2023-05-01,22.06034482758621
2023-06-01,19.255079006772007
2023-07-01,22.129716981132077
2023-08-01,21.024647887323944
2023-09-01,18.32219570405728
2023-10-01,24.18298969072165
2023-11-01,28.02714285714286
2023-12-01,28.953002610966053
2024-01-01,21.325
2024-02-01,22.077647058823533
2024-03-01,15.622710622710624
2024-04-01,19.9921875
2024-05-01,22.06034482758621
2024-06-01,18.29232505643341
2024-07-01,20.117924528301888
2024-08-01,31.03638497652582
2024-09-01,36.64439140811456
2024-10-01,25.282216494845365
2024-11-01,30.464285714285715
2024-12-01,22.271540469973885
2025-01-01,20.39782608695652
2025-02-01,21.074117647058827
2025-03-01,21.090659340659343
2025-04-01,31.416294642857142
2025-05-01,21.009852216748772
2025-06-01,19.255079006772007
2025-07-01,24.141509433962263
2025-08-01,26.03051643192488
2025-09-01,38.68019093078759
2025-10-01,30.77835051546392
2025-11-01,30.464285714285715
2025-12-01,28.953002610966053
