date,consumer price index
2021-10-01,12.82726747544772
2021-11-01,15.338491295938105
2021-12-01,12.399431414356789
2022-01-01,13.107438016528926
2022-02-01,17.001531393568147
2022-03-01,19.141379310344828
2022-04-01,19.17443868739206
2022-05-01,20.101394169835235
2022-06-01,21.83623188405797
2022-07-01,18.615023474178408
2022-08-01,16.402545743834526
2022-09-01,18.845528455284555
2022-10-01,19.24090121317158
2022-11-01,18.406189555125724
2022-12-01,16.908315565031984
2023-01-01,13.107438016528926
2023-02-01,16.191934660541094
2023-03-01,15.495402298850575
2023-04-01,14.6090961427749
2023-05-01,13.065906210392901
2023-06-01,12.642028985507245
2023-07-01,12.410015649452271
2023-08-01,11.355608591885442
2023-09-01,15.869918699186993
2023-10-01,15.575967648757945
2023-11-01,15.338491295938105
2023-12-01,13.526652452025587
2024-01-01,10.48595041322314
2024-02-01,15.382337927514037
2024-03-01,13.672413793103448
2024-04-01,14.6090961427749
2024-05-01,14.070975918884663
2024-06-01,11.492753623188406
2024-07-01,11.169014084507044
2024-08-01,12.617342879872712
2024-09-01,13.886178861788618
2024-10-01,14.659734257654536
2024-11-01,13.293359123146358
2024-12-01,12.399431414356789
2025-01-01,10.48595041322314
2025-02-01,12.953547728432873
2025-03-01,12.760919540229885
2025-04-01,12.782959124928038
2025-05-01,10.050697084917617
2025-06-01,10.343478260869565
2025-07-01,19.856025039123633
2025-08-01,18.92601431980907
2025-09-01,13.886178861788618
2025-10-01,14.659734257654536
2025-11-01,20.451321727917474
2025-12-01,27.053304904051174
