date,childcare cost
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,18.128164556962027
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,24.01327433628319
2004-10-01,0.0
2004-11-01,25.599056603773583
2004-12-01,0.0
2005-01-01,16.31362725450902
2005-02-01,25.34159482758621
2005-03-01,0.0
2005-04-01,16.71358695652174
2005-05-01,21.944620253164558
2005-06-01,19.019859813084118
2005-07-01,0.0
2005-08-01,18.670871559633028
2005-09-01,21.01161504424779
2005-10-01,16.075236966824644
2005-11-01,13.273584905660377
2005-12-01,16.371040723981903
2006-01-01,25.37675350701403
2006-02-01,16.56950431034483
2006-03-01,14.521788990825689
2006-04-01,18.679891304347827
2006-05-01,14.311708860759493
2006-06-01,13.736565420560751
2006-07-01,16.558352402745996
2006-08-01,11.409977064220184
2006-09-01,14.00774336283186
2006-10-01,20.36196682464455
2006-11-01,18.014150943396224
2006-12-01,9.20871040723982
2007-01-01,18.126252505010022
2007-02-01,16.56950431034483
2007-03-01,20.7454128440367
2007-04-01,15.730434782608697
2007-05-01,17.174050632911392
2007-06-01,25.359813084112155
2007-07-01,18.628146453089244
2007-08-01,11.409977064220184
2007-09-01,17.00940265486726
2007-10-01,13.931872037914692
2007-11-01,17.066037735849054
2007-12-01,13.301470588235295
2008-01-01,18.126252505010022
2008-02-01,15.594827586206899
2008-03-01,25.931766055045873
2008-04-01,21.629347826086956
2008-05-01,20.03639240506329
2008-06-01,19.019859813084118
2008-07-01,20.697940503432495
2008-08-01,15.559059633027525
2008-09-01,13.007190265486727
2008-10-01,13.931872037914692
2008-11-01,16.117924528301884
2008-12-01,11.255090497737559
2009-01-01,16.31362725450902
2009-02-01,15.594827586206899
2009-03-01,15.559059633027525
2009-04-01,14.747282608695652
2009-05-01,16.219936708860757
2009-06-01,15.849883177570096
2009-07-01,17.59324942791762
2009-08-01,15.559059633027525
2009-09-01,18.00995575221239
2009-10-01,15.003554502369667
2009-11-01,17.066037735849054
2009-12-01,14.324660633484164
2010-01-01,16.31362725450902
2010-02-01,14.620150862068968
2010-03-01,17.633600917431195
2010-04-01,13.76413043478261
2010-05-01,13.35759493670886
2010-06-01,13.736565420560751
2010-07-01,16.558352402745996
2010-08-01,14.521788990825689
2010-09-01,13.007190265486727
2010-10-01,15.003554502369667
2010-11-01,12.325471698113207
2010-12-01,13.301470588235295
2011-01-01,17.21993987975952
2011-02-01,15.594827586206899
2011-03-01,18.670871559633028
2011-04-01,17.696739130434786
2011-05-01,19.082278481012658
2011-06-01,16.90654205607477
2011-07-01,19.66304347826087
2011-08-01,19.708142201834864
2011-09-01,18.00995575221239
2011-10-01,17.14691943127962
2011-11-01,14.221698113207546
2011-12-01,14.324660633484164
2012-01-01,19.032565130260522
2012-02-01,14.620150862068968
2012-03-01,16.59633027522936
2012-04-01,19.66304347826087
2012-05-01,18.128164556962027
2012-06-01,16.90654205607477
2012-07-01,17.59324942791762
2012-08-01,17.633600917431195
2012-09-01,18.00995575221239
2012-10-01,18.218601895734597
2012-11-01,15.169811320754716
2012-12-01,14.324660633484164
2013-01-01,19.032565130260522
2013-02-01,18.51885775862069
2013-03-01,17.633600917431195
2013-04-01,17.696739130434786
2013-05-01,14.311708860759493
2013-06-01,17.963200934579444
2013-07-01,18.628146453089244
2013-08-01,21.782683486238533
2013-09-01,16.008849557522126
2013-10-01,17.14691943127962
2013-11-01,16.117924528301884
2013-12-01,16.371040723981903
2014-01-01,16.31362725450902
2014-02-01,16.56950431034483
2014-03-01,19.708142201834864
2014-04-01,20.646195652173915
2014-05-01,19.082278481012658
2014-06-01,17.963200934579444
2014-07-01,18.628146453089244
2014-08-01,17.633600917431195
2014-09-01,20.011061946902657
2014-10-01,20.36196682464455
2014-11-01,16.117924528301884
2014-12-01,16.371040723981903
2015-01-01,21.751503006012026
2015-02-01,19.493534482758623
2015-03-01,22.81995412844037
2015-04-01,20.646195652173915
2015-05-01,18.128164556962027
2015-06-01,21.133177570093462
2015-07-01,21.73283752860412
2015-08-01,22.81995412844037
2015-09-01,18.00995575221239
2015-10-01,23.577014218009477
2015-11-01,17.066037735849054
2015-12-01,16.371040723981903
2016-01-01,19.938877755511022
2016-02-01,20.468211206896555
2016-03-01,19.708142201834864
2016-04-01,21.629347826086956
2016-05-01,18.128164556962027
2016-06-01,19.019859813084118
2016-07-01,17.59324942791762
2016-08-01,21.782683486238533
2016-09-01,20.011061946902657
2016-10-01,21.433649289099527
2016-11-01,19.910377358490564
2016-12-01,20.46380090497738
2017-01-01,23.564128256513026
2017-02-01,20.468211206896555
2017-03-01,24.894495412844037
2017-04-01,22.6125
2017-05-01,21.944620253164558
2017-06-01,21.133177570093462
2017-07-01,19.66304347826087
2017-08-01,22.81995412844037
2017-09-01,19.010508849557525
2017-10-01,20.36196682464455
2017-11-01,19.910377358490564
2017-12-01,18.41742081447964
2018-01-01,18.126252505010022
2018-02-01,21.442887931034484
2018-03-01,23.857224770642205
2018-04-01,24.57880434782609
2018-05-01,22.89873417721519
2018-06-01,24.30315420560748
2018-07-01,24.837528604118994
2018-08-01,26.96903669724771
2018-09-01,22.012168141592923
2018-10-01,22.5053317535545
2018-11-01,19.910377358490564
2018-12-01,18.41742081447964
2019-01-01,24.47044088176353
2019-02-01,25.34159482758621
2019-03-01,25.931766055045873
2019-04-01,23.595652173913045
2019-05-01,24.806962025316455
2019-06-01,23.246495327102807
2019-07-01,22.767734553775746
2019-08-01,23.857224770642205
2019-09-01,23.012721238938056
2019-10-01,21.433649289099527
2019-11-01,20.858490566037734
2019-12-01,21.486990950226247
2020-01-01,24.47044088176353
2020-02-01,24.366918103448278
2020-03-01,17.633600917431195
2020-04-01,13.76413043478261
2020-05-01,15.265822784810126
2020-06-01,21.133177570093462
2020-07-01,19.66304347826087
2020-08-01,21.782683486238533
2020-09-01,18.00995575221239
2020-10-01,18.218601895734597
2020-11-01,13.273584905660377
2020-12-01,15.347850678733034
2021-01-01,17.21993987975952
2021-02-01,20.468211206896555
2021-03-01,22.81995412844037
2021-04-01,21.629347826086956
2021-05-01,20.03639240506329
2021-06-01,23.246495327102807
2021-07-01,23.80263157894737
2021-08-01,21.782683486238533
2021-09-01,17.00940265486726
2021-10-01,24.648696682464454
2021-11-01,19.910377358490564
2021-12-01,19.44061085972851
2022-01-01,24.47044088176353
2022-02-01,30.214978448275865
2022-03-01,32.155389908256886
2022-04-01,29.494565217391305
2022-05-01,29.57753164556962
2022-06-01,28.529789719626173
2022-07-01,25.872425629290618
2022-08-01,29.043577981651378
2022-09-01,25.01382743362832
2022-10-01,26.792061611374407
2022-11-01,22.754716981132074
2022-12-01,24.556561085972852
2023-01-01,25.37675350701403
2023-02-01,32.16433189655173
2023-03-01,30.080848623853214
2023-04-01,28.511413043478264
2023-05-01,26.71518987341772
2023-06-01,27.473130841121502
2023-07-01,28.977116704805493
2023-08-01,28.006307339449545
2023-09-01,29.016039823008853
2023-10-01,28.93542654028436
2023-11-01,23.702830188679243
2023-12-01,27.62613122171946
2024-01-01,34.43987975951904
2024-02-01,37.03771551724138
2024-03-01,31.11811926605505
2024-04-01,33.42717391304348
2024-05-01,31.485759493670884
2024-06-01,30.64310747663552
2024-07-01,32.08180778032037
2024-08-01,28.006307339449545
2024-09-01,30.016592920353986
2024-10-01,35.365521327014214
2024-11-01,29.391509433962263
2024-12-01,28.64932126696833
2025-01-01,36.252505010020045
2025-02-01,31.189655172413797
2025-03-01,34.22993119266055
2025-04-01,35.39347826086957
2025-05-01,31.485759493670884
2025-06-01,35.92640186915889
2025-07-01,50.70995423340961
2025-08-01,41.4908256880734
2025-09-01,39.02157079646018
2025-10-01,41.795616113744074
2025-11-01,64.47169811320754
2025-12-01,102.31900452488689
