date,college tuition
2018-03-01,69.62530612244898
2018-04-01,71.65134615384615
2018-05-01,74.88412984670875
2018-06-01,69.83433406113537
2018-07-01,68.11666666666667
2018-08-01,69.95844155844155
2018-09-01,65.59914568345323
2018-10-01,69.51099640933573
2018-11-01,69.10914522058823
2018-12-01,70.82160194174757
2019-01-01,65.68816982687552
2019-02-01,66.39979166666666
2019-03-01,68.70918367346938
2019-04-01,67.335
2019-05-01,67.80049594229035
2019-06-01,62.48335152838428
2019-07-01,56.95
2019-08-01,61.213636363636354
2019-09-01,69.63601618705034
2019-10-01,62.45915619389587
2019-11-01,59.825827205882355
2019-12-01,58.83640776699029
2020-01-01,61.062242374278654
2020-02-01,59.853333333333325
2020-03-01,43.057755102040815
2020-04-01,42.300192307692306
2020-05-01,49.58543733092876
2020-06-01,52.68204148471616
2020-07-01,55.833333333333336
2020-08-01,50.52554112554112
2020-09-01,47.43322841726618
2020-10-01,43.31844703770197
2020-11-01,38.1647518382353
2020-12-01,44.672087378640775
2021-01-01,42.55853256389118
2021-02-01,43.95479166666666
2021-03-01,39.39326530612245
2021-04-01,39.71038461538461
2021-05-01,42.501803426510364
2021-06-01,44.10589519650655
2021-07-01,45.78333333333333
2021-08-01,46.638961038961035
2021-09-01,42.38714028776978
2021-10-01,40.296229802513466
2021-11-01,42.290670955882355
2021-12-01,42.49296116504854
2022-01-01,48.10964550700742
2022-02-01,52.371666666666655
2022-03-01,53.13510204081633
2022-04-01,59.56557692307692
2022-05-01,53.63322813345356
2022-06-01,49.006550218340614
2022-07-01,49.13333333333333
2022-08-01,60.24199134199134
2022-09-01,53.488534172661865
2022-10-01,52.385098743267505
2022-11-01,49.51102941176471
2022-12-01,51.209466019417476
2023-01-01,53.660758450123666
2023-02-01,57.047708333333325
2023-03-01,57.715714285714284
2023-04-01,52.65942307692307
2023-05-01,52.62128043282236
2023-06-01,55.132368995633186
2023-07-01,51.36666666666667
2023-08-01,52.468831168831166
2023-09-01,55.50696942446042
2023-10-01,54.39991023339318
2023-11-01,57.762867647058826
2023-12-01,58.83640776699029
2024-01-01,56.436314921681785
2024-02-01,57.98291666666666
2024-03-01,58.63183673469388
2024-04-01,58.702307692307684
2024-05-01,61.72880973850315
2024-06-01,51.45687772925764
2024-07-01,51.36666666666667
2024-08-01,57.32705627705627
2024-09-01,56.516187050359704
2024-10-01,59.43693895870736
2024-11-01,55.6999080882353
2024-12-01,58.83640776699029
2025-01-01,57.36150041220115
2025-02-01,55.17729166666666
2025-03-01,56.79959183673469
2025-04-01,57.83903846153846
2025-05-01,58.692966636609555
2025-06-01,53.907205240174676
2025-07-01,73.7
2025-08-01,68.0151515151515
2025-09-01,61.56227517985611
2025-10-01,64.47396768402155
2025-11-01,69.10914522058823
2025-12-01,75.17985436893204
