date,restaurant prices
2021-09-01,24.543876882776686
2021-10-01,25.411306042884988
2021-11-01,23.88687061822817
2021-12-01,20.89102564102564
2022-01-01,25.26356589147287
2022-02-01,29.488908347927612
2022-03-01,30.401119402985074
2022-04-01,30.175925925925924
2022-05-01,26.681871345029236
2022-06-01,29.78976234003656
2022-07-01,27.43265993265993
2022-08-01,29.899082568807337
2022-09-01,27.745252128356253
2022-10-01,28.587719298245613
2022-11-01,28.041108986615676
2022-12-01,24.689393939393938
2023-01-01,29.474160206718345
2023-02-01,28.537653239929945
2023-03-01,31.414490049751244
2023-04-01,30.175925925925924
2023-05-01,31.446491228070172
2023-06-01,31.775746496038998
2023-07-01,29.261503928170594
2023-08-01,28.902446483180423
2023-09-01,34.14800261951539
2023-10-01,34.94054580896686
2023-11-01,35.311026131293815
2023-12-01,32.286130536130536
2024-01-01,34.7374031007752
2024-02-01,32.34267367192061
2024-03-01,34.45460199004975
2024-04-01,36.41922094508301
2024-05-01,34.305263157894736
2024-06-01,37.73369896404631
2024-07-01,32.91919191919192
2024-08-01,35.8788990825688
2024-09-01,38.416502946954814
2024-10-01,37.05815464587394
2024-11-01,35.311026131293815
2024-12-01,32.286130536130536
2025-01-01,35.79005167958656
2025-02-01,38.0502043199066
2025-03-01,40.53482587064677
2025-04-01,39.540868454661556
2025-05-01,38.11695906432748
2025-06-01,40.712675198049965
2025-07-01,74.98260381593715
2025-08-01,57.804892966360846
2025-09-01,46.95350360183366
2025-10-01,42.35217673814165
2025-11-01,67.506373486297
2025-12-01,94.95920745920745
