date,yacht
2010-07-01,53.43601016021884
2010-08-01,53.31573770491804
2010-09-01,51.204360228198865
2010-10-01,48.753458815958815
2010-11-01,49.81520947176685
2010-12-01,47.33084311632871
2011-01-01,56.36220043572986
2011-02-01,56.40644078144079
2011-03-01,57.762503552145496
2011-04-01,53.427578537670286
2011-05-01,53.561594202898554
2011-06-01,55.81499460625674
2011-07-01,54.15811840562721
2011-08-01,52.50792349726777
2011-09-01,52.20836729149688
2011-10-01,54.69900257400257
2011-11-01,56.546994535519126
2011-12-01,53.90457132692992
2012-01-01,51.761204481792724
2012-02-01,55.27831196581197
2012-03-01,50.410912190963344
2012-04-01,55.482485404503755
2012-05-01,53.561594202898554
2012-06-01,52.62556634304207
2012-07-01,49.82546893317703
2012-08-01,48.468852459016404
2012-09-01,48.19233903830481
2012-10-01,54.69900257400257
2012-11-01,53.854280510018214
2012-12-01,51.27508004268943
2013-01-01,48.31045751633988
2013-02-01,51.89392551892553
2013-03-01,51.46113952827508
2013-04-01,49.31776480400334
2013-05-01,51.74594694178335
2013-06-01,47.84142394822006
2013-07-01,50.54757717858539
2013-08-01,53.31573770491804
2013-09-01,52.20836729149688
2013-10-01,47.56435006435006
2013-11-01,48.4688524590164
2013-12-01,46.016097474208465
2014-01-01,47.160208527855595
2014-02-01,45.12515262515264
2014-03-01,48.31045751633987
2014-04-01,49.31776480400334
2014-05-01,50.83812331122574
2014-06-01,50.23349514563107
2014-07-01,46.93703595154358
2014-08-01,47.66103825136613
2014-09-01,51.204360228198865
2014-10-01,48.753458815958815
2014-11-01,45.776138433515484
2014-12-01,48.64558875844895
2015-01-01,44.85971055088703
2015-02-01,40.61263736263737
2015-03-01,45.159775504404664
2015-04-01,47.26285793716987
2015-05-01,46.29900515843774
2015-06-01,43.85463861920172
2015-07-01,44.770711215318485
2015-08-01,49.27666666666667
2015-09-01,51.204360228198865
2015-10-01,48.753458815958815
2015-11-01,48.4688524590164
2015-12-01,55.21931696905016
2016-01-01,51.761204481792724
2016-02-01,49.637667887667895
2016-03-01,49.360684853651605
2016-04-01,49.31776480400334
2016-05-01,50.83812331122574
2016-06-01,50.23349514563107
2016-07-01,48.3812524423603
2016-08-01,47.66103825136613
2016-09-01,49.19634610160283
2016-10-01,49.942567567567565
2016-11-01,49.81520947176685
2016-12-01,47.33084311632871
2017-01-01,46.00995953937131
2017-02-01,49.637667887667895
2017-03-01,49.360684853651605
2017-04-01,51.37267167083681
2017-05-01,50.83812331122574
2017-06-01,51.030852211434734
2017-07-01,53.43601016021884
2017-08-01,50.084480874316945
2017-09-01,53.212374354794896
2017-10-01,52.320785070785064
2017-11-01,52.50792349726776
2017-12-01,46.016097474208465
2018-01-01,44.85971055088703
2018-02-01,43.99702380952382
2018-03-01,48.31045751633987
2018-04-01,47.26285793716987
2018-05-01,48.11465241955294
2018-06-01,51.8282092772384
2018-07-01,50.54757717858539
2018-08-01,50.89229508196722
2018-09-01,50.20035316490085
2018-10-01,53.50989382239382
2018-11-01,52.50792349726776
2018-12-01,49.960334400569195
2019-01-01,58.662698412698425
2019-02-01,47.38141025641026
2019-03-01,49.360684853651605
2019-04-01,46.23540450375313
2019-05-01,49.93029968066814
2019-06-01,49.4361380798274
2019-07-01,52.71390191481048
2019-08-01,54.931366120218584
2019-09-01,52.20836729149688
2019-10-01,53.50989382239382
2019-11-01,49.81520947176685
2019-12-01,55.21931696905016
2020-01-01,52.91145347027701
2020-02-01,56.40644078144079
2020-03-01,42.009093492469454
2020-04-01,44.18049763691966
2020-05-01,49.02247605011054
2020-06-01,54.22028047464941
2020-07-01,53.43601016021884
2020-08-01,57.35480874316941
2020-09-01,57.228402607986965
2020-10-01,52.320785070785064
2020-11-01,49.81520947176685
2020-12-01,48.64558875844895
2021-01-01,49.46070650482416
2021-02-01,51.89392551892553
2021-03-01,54.611821540210286
2021-04-01,56.509938837920494
2021-05-01,63.54765413903218
2021-06-01,59.00442286947141
2021-07-01,56.32444314185229
2021-08-01,53.31573770491804
2021-09-01,56.224395544688946
2021-10-01,61.83365508365508
2021-11-01,60.58606557377049
2021-12-01,57.84880825329064
2022-01-01,65.56419234360412
2022-02-01,74.45650183150184
2022-03-01,76.66659562375675
2022-04-01,62.67465943842091
2022-05-01,57.19288872512897
2022-06-01,59.80177993527508
2022-07-01,60.65709261430247
2022-08-01,58.16262295081968
2022-09-01,53.212374354794896
2022-10-01,53.50989382239382
2022-11-01,57.89335154826958
2022-12-01,56.534062611170405
2023-01-01,55.211951447245575
2023-02-01,54.15018315018316
2023-03-01,56.712276214833764
2023-04-01,56.509938837920494
2023-05-01,57.19288872512897
2023-06-01,55.81499460625674
2023-07-01,55.60233489644393
2023-08-01,47.66103825136613
2023-09-01,52.20836729149688
2023-10-01,51.131676319176314
2023-11-01,56.546994535519126
2023-12-01,59.163553895410885
2024-01-01,50.610955493308445
2024-02-01,55.27831196581197
2024-03-01,51.46113952827508
2024-04-01,52.40012510425355
2024-05-01,55.37724146401376
2024-06-01,49.4361380798274
2024-07-01,51.991793669402114
2024-08-01,71.08765027322406
2024-09-01,53.212374354794896
2024-10-01,48.753458815958815
2024-11-01,57.89335154826958
2024-12-01,63.107790821771616
2025-01-01,56.36220043572986
2025-02-01,56.40644078144079
2025-03-01,53.561594202898554
2025-04-01,58.564845704753964
2025-05-01,56.285065094571365
2025-06-01,59.00442286947141
2025-07-01,63.54552559593592
2025-08-01,55.73918032786886
2025-09-01,53.212374354794896
2025-10-01,55.88811132561132
2025-11-01,61.93242258652095
2025-12-01,67.05202774813233
