date,fancy shoes
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,33.24844306049822
2005-01-01,38.32402791625125
2005-02-01,34.66720779220779
2005-03-01,54.97142233856893
2005-04-01,31.778273809523807
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,45.038837448559676
2005-08-01,44.924902152641884
2005-09-01,49.86744505494505
2005-10-01,28.58221797323135
2005-11-01,37.51554054054054
2005-12-01,27.548709964412808
2006-01-01,33.00124626121635
2006-02-01,24.76229128014842
2006-03-01,28.883289703315878
2006-04-01,35.410076530612244
2006-05-01,40.69464609800362
2006-06-01,34.004777070063696
2006-07-01,30.7582304526749
2006-08-01,26.11912915851272
2006-09-01,41.06730769230769
2006-10-01,32.66539196940726
2006-11-01,37.51554054054054
2006-12-01,28.498665480427043
2007-01-01,25.549351944167498
2007-02-01,31.69573283858998
2007-03-01,29.815008726003487
2007-04-01,30.870323129251698
2007-05-01,31.005444646098
2007-06-01,26.070329087048833
2007-07-01,20.871656378600825
2007-08-01,34.477250489236795
2007-09-01,21.511446886446887
2007-10-01,30.623804971319306
2007-11-01,28.85810810810811
2007-12-01,36.09830960854092
2008-01-01,29.807577268195413
2008-02-01,39.61966604823748
2008-03-01,22.361256544502616
2008-04-01,31.778273809523807
2008-05-01,33.91220508166968
2008-06-01,34.004777070063696
2008-07-01,32.95524691358025
2008-08-01,34.477250489236795
2008-09-01,33.24496336996337
2008-10-01,40.83173996175908
2008-11-01,32.70585585585586
2008-12-01,28.498665480427043
2009-01-01,28.743020937188433
2009-02-01,34.66720779220779
2009-03-01,45.65423211169284
2009-04-01,34.502125850340136
2009-05-01,44.57032667876587
2009-06-01,34.004777070063696
2009-07-01,35.1522633744856
2009-08-01,38.656311154598825
2009-09-01,34.22275641025641
2009-10-01,32.66539196940726
2009-11-01,36.553603603603605
2009-12-01,32.29848754448398
2010-01-01,34.06580259222333
2010-02-01,35.657699443413726
2010-03-01,41.927356020942405
2010-04-01,34.502125850340136
2010-05-01,31.005444646098
2010-06-01,38.538747346072185
2010-07-01,40.64480452674898
2010-08-01,40.74584148727985
2010-09-01,39.11172161172161
2010-10-01,35.72777246653919
2010-11-01,33.667792792792795
2010-12-01,35.14835409252669
2011-01-01,43.64680957128614
2011-02-01,51.505565862708714
2011-03-01,45.65423211169284
2011-04-01,43.58163265306122
2011-05-01,46.508166969147
2011-06-01,47.60668789808917
2011-07-01,46.13734567901235
2011-08-01,40.74584148727985
2011-09-01,46.934065934065934
2011-10-01,37.76935946462714
2011-11-01,42.325225225225225
2011-12-01,38.94817615658363
2012-01-01,46.84047856430708
2012-02-01,46.553107606679035
2012-03-01,41.927356020942405
2012-04-01,44.48958333333333
2012-05-01,48.44600725952812
2012-06-01,48.74018046709129
2012-07-01,47.23585390946502
2012-08-01,45.96966731898239
2012-09-01,40.08951465201465
2012-10-01,37.76935946462714
2012-11-01,33.667792792792795
2012-12-01,36.09830960854092
2013-01-01,44.71136590229312
2013-02-01,40.61015769944341
2013-03-01,39.13219895287958
2013-04-01,40.857780612244895
2013-05-01,42.63248638838475
2013-06-01,39.67223991507431
2013-07-01,43.940329218106996
2013-08-01,36.56678082191781
2013-09-01,39.11172161172161
2013-10-01,40.83173996175908
2013-11-01,35.59166666666667
2013-12-01,35.14835409252669
2014-01-01,46.84047856430708
2014-02-01,42.591141001855284
2014-03-01,45.65423211169284
2014-04-01,43.58163265306122
2014-05-01,59.104128856624314
2014-06-01,62.342091295116774
2014-07-01,56.023919753086425
2014-08-01,44.924902152641884
2014-09-01,47.91185897435897
2014-10-01,43.894120458891
2014-11-01,41.36328828828829
2014-12-01,39.89813167259786
2015-01-01,46.84047856430708
2015-02-01,46.553107606679035
2015-03-01,51.24454624781849
2015-04-01,44.48958333333333
2015-05-01,44.57032667876587
2015-06-01,49.87367303609342
2015-07-01,49.432870370370374
2015-08-01,56.41731898238748
2015-09-01,43.022893772893774
2015-10-01,46.956500956022936
2015-11-01,45.211036036036035
2015-12-01,47.497775800711736
2016-01-01,48.969591226321036
2016-02-01,51.505565862708714
2016-03-01,50.31282722513088
2016-04-01,55.38499149659864
2016-05-01,54.2595281306715
2016-06-01,49.87367303609342
2016-07-01,47.23585390946502
2016-08-01,47.0144324853229
2016-09-01,52.800824175824175
2016-10-01,53.081261950286795
2016-11-01,50.982657657657654
2016-12-01,52.24755338078291
2017-01-01,50.03414755732801
2017-02-01,56.4580241187384
2017-03-01,52.1762652705061
2017-04-01,53.56909013605442
2017-05-01,62.010889292196
2017-06-01,55.54113588110403
2017-07-01,56.023919753086425
2017-08-01,55.37255381604697
2017-09-01,51.82303113553113
2017-10-01,63.28919694072657
2017-11-01,56.75427927927928
2017-12-01,50.34764234875444
2018-01-01,62.80882352941176
2018-02-01,55.467532467532465
2018-03-01,64.28861256544502
2018-04-01,58.10884353741496
2018-05-01,62.979809437386564
2018-06-01,60.07510615711253
2018-07-01,54.92541152263375
2018-08-01,62.68590998043053
2018-09-01,65.5121336996337
2018-10-01,60.226816443594636
2018-11-01,64.44977477477478
2018-12-01,65.5469306049822
2019-01-01,62.80882352941176
2019-02-01,68.34392393320964
2019-03-01,63.35689354275741
2019-04-01,71.7281037414966
2019-05-01,62.010889292196
2019-06-01,62.342091295116774
2019-07-01,54.92541152263375
2019-08-01,59.551614481409004
2019-09-01,58.667582417582416
2019-10-01,61.24760994263861
2019-11-01,59.64009009009009
2019-12-01,59.84719750889679
2020-01-01,57.486041874376866
2020-02-01,60.41999072356215
2020-03-01,41.927356020942405
2020-04-01,39.04187925170068
2020-05-01,39.725725952813065
2020-06-01,48.74018046709129
2020-07-01,48.3343621399177
2020-08-01,47.0144324853229
2020-09-01,50.845238095238095
2020-10-01,56.14364244741873
2020-11-01,50.02072072072072
2020-12-01,49.397686832740206
2021-01-01,71.32527417746759
2021-02-01,48.53409090909091
2021-03-01,57.766579406631756
2021-04-01,55.38499149659864
2021-05-01,65.88656987295825
2021-06-01,63.475583864118896
2021-07-01,73.60005144032922
2021-08-01,66.86497064579257
2021-09-01,74.31227106227107
2021-10-01,71.45554493307839
2021-11-01,75.99301801801802
2021-12-01,71.2466637010676
2022-01-01,75.58349950149551
2022-02-01,77.25834879406307
2022-03-01,81.05955497382197
2022-04-01,90.79506802721087
2022-05-01,80.42037205081668
2022-06-01,82.74495753715499
2022-07-01,73.60005144032922
2022-08-01,77.31262230919765
2022-09-01,76.26785714285714
2022-10-01,75.53871892925429
2022-11-01,70.2213963963964
2022-12-01,67.44684163701066
2023-01-01,75.58349950149551
2023-02-01,75.2773654916512
2023-03-01,73.60580279232111
2023-04-01,79.89965986394557
2023-05-01,71.70009074410163
2023-06-01,74.81050955414013
2023-07-01,65.9104938271605
2023-08-01,63.73067514677104
2023-09-01,64.53434065934066
2023-10-01,70.43475143403441
2023-11-01,74.06914414414415
2023-12-01,68.3967971530249
2024-01-01,70.26071784646061
2024-02-01,74.28687384044527
2024-03-01,64.28861256544502
2024-04-01,72.6360544217687
2024-05-01,68.79333030852993
2024-06-01,75.94400212314225
2024-07-01,68.10751028806585
2024-08-01,74.17832681017613
2024-09-01,68.44551282051282
2024-10-01,73.49713193116634
2024-11-01,77.9168918918919
2024-12-01,83.59608540925267
2025-01-01,74.51894317048853
2025-02-01,71.31539888682745
2025-03-01,71.7423647469459
2025-04-01,75.35990646258503
2025-05-01,77.513611615245
2025-06-01,79.34447983014861
2025-07-01,76.89557613168725
2025-08-01,69.9992661448141
2025-09-01,68.44551282051282
2025-10-01,74.51792543021031
2025-11-01,82.72657657657658
2025-12-01,80.74621886120995
