date,new boat
2011-09-01,35.00633147113594
2011-10-01,38.256512301013025
2011-11-01,35.48572213069742
2011-12-01,36.512776243093924
2012-01-01,38.161591555014205
2012-02-01,39.16333333333333
2012-03-01,37.033884948778564
2012-04-01,38.634648667358945
2012-05-01,36.32492090882945
2012-06-01,36.986041815157996
2012-07-01,34.99040370615486
2012-08-01,31.069365337672902
2012-09-01,37.19422718808193
2012-10-01,35.42269657501206
2012-11-01,37.09870950027457
2012-12-01,36.512776243093924
2013-01-01,34.583942346731625
2013-02-01,35.899722222222216
2013-03-01,35.87657604412924
2013-04-01,36.601246105919
2013-05-01,33.790624101236695
2013-06-01,33.496792587312896
2013-07-01,34.99040370615486
2013-08-01,33.459316517493896
2013-09-01,35.00633147113594
2013-10-01,36.83960443801254
2013-11-01,37.09870950027457
2013-12-01,35.160451197053405
2014-01-01,34.583942346731625
2014-02-01,35.899722222222216
2014-03-01,35.87657604412924
2014-04-01,37.617947386638974
2014-05-01,34.635389703767615
2014-06-01,35.590342124019955
2014-07-01,34.34243326715199
2014-08-01,32.66266612422023
2014-09-01,33.912383612662936
2014-10-01,35.42269657501206
2014-11-01,37.09870950027457
2014-12-01,37.86510128913444
2015-01-01,36.96904181892001
2015-02-01,40.2512037037037
2015-03-01,40.50581166272656
2015-04-01,35.584544825199025
2015-05-01,37.16968651136037
2015-06-01,35.590342124019955
2015-07-01,36.286344584160595
2015-08-01,36.64591809058855
2015-09-01,41.57001862197392
2015-10-01,41.09032802701399
2015-11-01,43.55065897858319
2015-12-01,39.217426335174956
2016-01-01,36.96904181892001
2016-02-01,41.33907407407407
2016-03-01,40.50581166272656
2016-04-01,42.70145379023884
2016-05-01,41.393514524014954
2016-06-01,39.777441197434065
2016-07-01,42.118078535186406
2016-08-01,36.64591809058855
2016-09-01,39.38212290502793
2016-10-01,41.09032802701399
2016-11-01,43.55065897858319
2016-12-01,39.217426335174956
2017-01-01,39.3541412911084
2017-02-01,41.33907407407407
2017-03-01,43.977738376674544
2017-04-01,42.70145379023884
2017-05-01,40.548748921484034
2017-06-01,39.777441197434065
2017-07-01,42.118078535186406
2017-08-01,38.23921887713588
2017-09-01,35.00633147113594
2017-10-01,39.67342016401351
2017-11-01,38.71169686985173
2017-12-01,40.56975138121547
2018-01-01,36.96904181892001
2018-02-01,39.16333333333333
2018-03-01,41.663120567375884
2018-04-01,40.66805122879889
2018-05-01,42.23828012654587
2018-06-01,38.38174150629603
2018-07-01,42.766048974189275
2018-08-01,39.83251966368321
2018-09-01,40.47607076350093
2018-10-01,38.256512301013025
2018-11-01,40.32468423942888
2018-12-01,39.217426335174956
2019-01-01,36.96904181892001
2019-02-01,38.07546296296296
2019-03-01,40.50581166272656
2019-04-01,37.617947386638974
2019-05-01,38.8592177164222
2019-06-01,38.38174150629603
2019-07-01,37.58228546216633
2019-08-01,38.23921887713588
2019-09-01,41.57001862197392
2019-10-01,36.83960443801254
2019-11-01,40.32468423942888
2019-12-01,35.160451197053405
2020-01-01,40.54669102720259
2020-02-01,38.07546296296296
2020-03-01,28.932722616233253
2020-04-01,44.73485635167878
2020-05-01,48.15163934426229
2020-06-01,46.75593965312426
2020-07-01,47.30184204720935
2020-08-01,44.612422023325195
2020-09-01,47.039757914338914
2020-10-01,39.67342016401351
2020-11-01,37.09870950027457
2020-12-01,35.160451197053405
2021-01-01,31.006293138449042
2021-02-01,34.81185185185185
2021-03-01,47.44966509062253
2021-04-01,49.81836275527864
2021-05-01,48.996404946793206
2021-06-01,46.058089807555234
2021-07-01,42.118078535186406
2021-08-01,41.42582045023054
2021-09-01,39.38212290502793
2021-10-01,38.256512301013025
2021-11-01,40.32468423942888
2021-12-01,37.86510128913444
2022-01-01,41.739240763296785
2022-02-01,46.77842592592592
2022-03-01,48.606973995271865
2022-04-01,47.78496019383869
2022-05-01,45.61734253666954
2022-06-01,44.6623901164172
2022-07-01,45.35793073020074
2022-08-01,47.79902359641985
2022-09-01,52.509497206703905
2022-10-01,55.25940665701881
2022-11-01,46.776633717737504
2022-12-01,41.92207642725599
2023-01-01,40.54669102720259
2023-02-01,43.51481481481481
2023-03-01,45.13504728132388
2023-04-01,43.71815507095881
2023-05-01,42.23828012654587
2023-06-01,41.17314088857211
2023-07-01,42.118078535186406
2023-08-01,41.42582045023054
2023-09-01,45.94581005586592
2023-10-01,48.1748673420164
2023-11-01,45.16364634816035
2023-12-01,48.68370165745856
2024-01-01,47.70198944376776
2024-02-01,42.42694444444444
2024-03-01,45.13504728132388
2024-04-01,40.66805122879889
2024-05-01,41.393514524014954
2024-06-01,52.3387384176764
2024-07-01,42.118078535186406
2024-08-01,41.42582045023054
2024-09-01,41.57001862197392
2024-10-01,48.1748673420164
2024-11-01,45.16364634816035
2024-12-01,43.2744014732965
2025-01-01,40.54669102720259
2025-02-01,39.16333333333333
2025-03-01,49.7642828999212
2025-04-01,43.71815507095881
2025-05-01,48.15163934426229
2025-06-01,50.94303872653837
2025-07-01,58.3173395102581
2025-08-01,53.375576349335496
2025-09-01,56.885288640595896
2025-10-01,65.17776169802218
2025-11-01,87.10131795716639
2025-12-01,87.90112799263352
