date,car lease
2004-01-01,46.092551892551896
2004-02-01,42.89750000000001
2004-03-01,48.969748858447495
2004-04-01,51.2444291293361
2004-05-01,50.76627218934911
2004-06-01,52.40532286212915
2004-07-01,51.52038558786347
2004-08-01,45.43833765672287
2004-09-01,50.9592539795676
2004-10-01,49.1192748091603
2004-11-01,49.997086247086244
2004-12-01,48.02773536895674
2005-01-01,51.330341880341884
2005-02-01,44.9402380952381
2005-03-01,48.969748858447495
2005-04-01,46.31708017459224
2005-05-01,47.94592373438527
2005-06-01,50.53370418848168
2005-07-01,49.712652760219136
2005-08-01,45.43833765672287
2005-09-01,44.844143502019485
2005-10-01,44.753117048346056
2005-11-01,46.663947163947164
2005-12-01,44.753117048346056
2006-01-01,50.28278388278389
2006-02-01,45.96160714285715
2006-03-01,47.01095890410959
2006-04-01,50.25895933838733
2006-05-01,46.06569143107605
2006-06-01,47.72627617801047
2006-07-01,48.80878634639697
2006-08-01,49.1475897103329
2006-09-01,44.844143502019485
2006-10-01,44.753117048346056
2006-11-01,48.88603988603988
2006-12-01,49.1192748091603
2007-01-01,51.330341880341884
2007-02-01,48.00434523809525
2007-03-01,48.969748858447495
2007-04-01,53.21536871123364
2007-05-01,52.64650449265834
2007-06-01,54.276941535776615
2007-07-01,53.3281184155078
2007-08-01,51.92952875054043
2007-09-01,52.997624138750304
2007-10-01,51.302353689567425
2007-11-01,49.997086247086244
2007-12-01,51.302353689567425
2008-01-01,53.42545787545788
2008-02-01,54.13255952380953
2008-03-01,54.846118721461195
2008-04-01,53.21536871123364
2008-05-01,50.76627218934911
2008-06-01,51.469513525305416
2008-07-01,48.80878634639697
2008-08-01,43.58371162991786
2008-09-01,39.74821810406273
2008-10-01,40.3869592875318
2008-11-01,37.77557627557628
2008-12-01,42.57003816793893
2009-01-01,42.949877899877904
2009-02-01,41.87613095238096
2009-03-01,42.113984018264844
2009-04-01,40.404261428899616
2009-05-01,42.30522682445759
2009-06-01,40.2398014834206
2009-07-01,39.77012220817531
2009-08-01,42.65639861651535
2009-09-01,39.74821810406273
2009-10-01,42.57003816793893
2009-11-01,41.10871535871536
2009-12-01,42.57003816793893
2010-01-01,43.9974358974359
2010-02-01,42.89750000000001
2010-03-01,47.01095890410959
2010-04-01,46.31708017459224
2010-05-01,44.18545912776682
2010-06-01,43.0472294938918
2010-07-01,39.77012220817531
2010-08-01,40.80177258971033
2010-09-01,40.76740318365408
2010-10-01,40.3869592875318
2010-11-01,41.10871535871536
2010-12-01,44.753117048346056
2011-01-01,41.9023199023199
2011-02-01,46.9829761904762
2011-03-01,48.969748858447495
2011-04-01,45.33161038364347
2011-05-01,46.06569143107605
2011-06-01,45.854657504363004
2011-07-01,44.28945427728614
2011-08-01,43.58371162991786
2011-09-01,47.90169874079354
2011-10-01,44.753117048346056
2011-11-01,45.5529008029008
2011-12-01,44.753117048346056
2012-01-01,47.14010989010989
2012-02-01,51.06845238095239
2012-03-01,53.866723744292244
2012-04-01,55.18630829313118
2012-05-01,52.64650449265834
2012-06-01,55.21275087260035
2012-07-01,55.13585124315213
2012-08-01,56.56609381755296
2012-09-01,59.11273461629841
2012-10-01,53.485432569974556
2012-11-01,54.44127169127169
2012-12-01,54.57697201017812
2013-01-01,58.66324786324787
2013-02-01,57.19666666666667
2013-03-01,58.76369863013699
2013-04-01,60.11365724787503
2013-05-01,61.107549857549856
2013-06-01,63.63503490401396
2013-07-01,63.27064896755163
2013-08-01,66.76653696498055
2013-09-01,67.26621525302923
2013-10-01,65.49236641221374
2013-11-01,66.66278166278165
2013-12-01,62.21774809160305
2014-01-01,65.99615384615385
2014-02-01,67.41035714285715
2014-03-01,69.53704337899543
2014-04-01,68.98288536641398
2014-05-01,70.50871137409598
2014-06-01,71.12150959860385
2014-07-01,65.98224820901812
2014-08-01,69.54847600518806
2014-09-01,70.32377049180329
2014-10-01,68.76698473282443
2014-11-01,67.77382802382802
2014-12-01,64.40082697201018
2015-01-01,68.09126984126985
2015-02-01,64.34625000000001
2015-03-01,72.47522831050229
2015-04-01,70.95382494831152
2015-05-01,73.32905982905983
2015-06-01,72.99312827225131
2015-07-01,82.25184365781712
2015-08-01,79.74891915261566
2015-09-01,76.4388809693514
2015-10-01,78.59083969465648
2015-11-01,77.77324527324527
2015-12-01,77.49930025445292
2016-01-01,76.47173382173382
2016-02-01,80.68815476190477
2016-03-01,80.31038812785388
2016-04-01,82.77946243969677
2016-05-01,84.61045364891518
2016-06-01,79.54379363001746
2016-07-01,77.73251158870629
2016-08-01,81.60354517942066
2016-09-01,78.4772511285341
2016-10-01,82.95699745547074
2016-11-01,87.77266252266251
2016-12-01,86.23161577608143
2017-01-01,87.9948717948718
2017-02-01,91.9232142857143
2017-03-01,91.08373287671233
2017-04-01,89.67775097633817
2017-05-01,89.31103440718825
2017-06-01,87.03026832460733
2017-07-01,90.38664138221661
2017-08-01,88.09473627323823
2017-09-01,90.70747208363032
2017-10-01,92.7808524173028
2017-11-01,92.21684796684796
2017-12-01,88.41469465648855
2018-01-01,87.9948717948718
2018-02-01,87.83773809523811
2018-03-01,85.20736301369864
2018-04-01,90.66322076728694
2018-05-01,93.0714990138067
2018-06-01,87.03026832460733
2018-07-01,88.57890855457228
2018-08-01,92.73130134025077
2018-09-01,86.63073176526491
2018-10-01,88.41469465648855
2018-11-01,88.88370888370888
2018-12-01,88.41469465648855
2019-01-01,86.9473137973138
2019-02-01,89.8804761904762
2019-03-01,85.20736301369864
2019-04-01,81.793992648748
2019-05-01,83.67033749726058
2019-06-01,78.60798429319372
2019-07-01,80.44411083017279
2019-08-01,80.67623216601817
2019-09-01,82.5539914468995
2019-10-01,85.14007633587786
2019-11-01,85.5505698005698
2019-12-01,79.68237913486004
2020-01-01,81.70952380952382
2020-02-01,81.70952380952383
2020-03-01,57.78430365296804
2020-04-01,50.25895933838733
2020-05-01,68.62847907078677
2020-06-01,77.67217495636999
2020-07-01,77.73251158870629
2020-08-01,73.2577280587981
2020-09-01,76.4388809693514
2020-10-01,75.3162213740458
2020-11-01,67.77382802382802
2020-12-01,70.95006361323155
2021-01-01,70.18638583638584
2021-02-01,71.49583333333335
2021-03-01,76.3928082191781
2021-04-01,80.80852285779923
2021-05-01,81.79010519395135
2021-06-01,80.4796029668412
2021-07-01,78.63637800252846
2021-08-01,76.96698011240814
2021-09-01,75.41969588976005
2021-10-01,78.59083969465648
2021-11-01,74.44010619010619
2021-12-01,68.76698473282443
2022-01-01,82.75708180708182
2022-02-01,82.73089285714288
2022-03-01,84.22796803652969
2022-04-01,73.91023432115783
2022-05-01,64.86801446416831
