date,spa treatment
2017-05-01,36.5033020507473
2017-06-01,36.22054436987323
2017-07-01,37.87737281700836
2017-08-01,40.34456264775414
2017-09-01,39.832032943216305
2017-10-01,40.4961439588689
2017-11-01,38.050724637681164
2017-12-01,34.24957088911775
2018-01-01,39.69009826152683
2018-02-01,37.76339446242359
2018-03-01,37.32472876917321
2018-04-01,35.84300341296929
2018-05-01,39.241049704553355
2018-06-01,37.19947800149143
2018-07-01,35.883826879271076
2018-08-01,35.172182821118994
2018-09-01,35.279800606848724
2018-10-01,33.746786632390744
2018-11-01,31.708937198067638
2018-12-01,32.44696189495366
2019-01-01,38.69784580498866
2019-02-01,37.76339446242359
2019-03-01,34.37803965581743
2019-04-01,35.84300341296929
2019-05-01,36.5033020507473
2019-06-01,35.241610738255034
2019-07-01,34.887053910402436
2019-08-01,35.172182821118994
2019-09-01,36.41785869094062
2019-10-01,34.87167952013711
2019-11-01,32.76590177133656
2019-12-01,37.854788877445934
2020-01-01,43.65910808767951
2020-02-01,39.65156418554477
2020-03-01,27.50243172465395
2020-04-01,18.917140690178233
2020-05-01,23.727146332985747
2020-06-01,28.38907531692767
2020-07-01,31.89673500379651
2020-08-01,34.13770685579196
2020-09-01,36.41785869094062
2020-10-01,38.24635818337618
2020-11-01,34.8798309178744
2020-12-01,30.644352900789567
2021-01-01,34.728835978835974
2021-02-01,35.87522473930241
2021-03-01,40.27141788252899
2021-04-01,43.80811528251802
2021-05-01,41.06621480709072
2021-06-01,42.09414615958241
2021-07-01,40.86769172361428
2021-08-01,38.27561071710008
2021-09-01,39.832032943216305
2021-10-01,40.4961439588689
2021-11-01,36.99376006441224
2021-12-01,31.54565739787161
2022-01-01,38.69784580498866
2022-02-01,43.42790363178713
2022-03-01,45.18256640478863
2022-04-01,42.81247629882442
2022-05-01,42.891379909628085
2022-06-01,40.13627889634601
2022-07-01,38.874145785877
2022-08-01,40.34456264775414
2022-09-01,36.41785869094062
2022-10-01,40.4961439588689
2022-11-01,35.93679549114332
2022-12-01,35.1508753861998
2023-01-01,39.69009826152683
2023-02-01,41.53973390866595
2023-03-01,46.164796109240555
2023-04-01,44.803754266211605
2023-05-01,43.80396246089676
2023-06-01,45.03094705443699
2023-07-01,46.84832953682613
2023-08-01,45.51694247438929
2023-09-01,52.35067186822714
2023-10-01,48.3703941730934
2023-11-01,51.791264090177144
2023-12-01,47.769138345348445
2024-01-01,52.58938019652305
2024-02-01,50.980582524271846
2024-03-01,51.075944631500185
2024-04-01,49.78194918467956
2024-05-01,45.62912756343413
2024-06-01,45.03094705443699
2024-07-01,45.85155656795749
2024-08-01,48.620370370370374
2024-09-01,47.798439531859565
2024-10-01,48.3703941730934
2024-11-01,50.73429951690822
2024-12-01,50.47305183659458
2025-01-01,53.58163265306122
2025-02-01,55.701006832074796
2025-03-01,57.95155256266368
2025-04-01,55.75578308684111
2025-05-01,53.84237052485227
2025-06-01,54.820283370618945
2025-07-01,80.73861047835992
2025-08-01,67.2409377462569
2025-09-01,63.731252709146084
2025-10-01,67.49357326478149
2025-11-01,99.35466988727859
2025-12-01,90.13044970820461
