date,Chanel bag
2004-01-01,3.012459807073955
2004-02-01,4.248866213151928
2004-03-01,5.338319088319089
2004-04-01,4.213041034288927
2004-05-01,2.0344733984799133
2004-06-01,7.410310734463277
2004-07-01,7.086034575904916
2004-08-01,5.086183496199784
2004-09-01,5.329209328782708
2004-10-01,3.159780775716695
2004-11-01,6.574561403508772
2004-12-01,6.03462157809984
2005-01-01,5.020766345123259
2005-02-01,4.248866213151928
2005-03-01,7.473646723646724
2005-04-01,5.266301292861159
2005-05-01,8.137893593919653
2005-06-01,6.351694915254237
2005-07-01,8.098325229605619
2005-08-01,8.137893593919653
2005-09-01,8.526734926052333
2005-10-01,7.372821810005622
2005-11-01,6.574561403508772
2005-12-01,7.543276972624799
2006-01-01,8.033226152197214
2006-02-01,7.4355158730158735
2006-03-01,8.541310541310542
2006-04-01,8.426082068577854
2006-05-01,8.137893593919653
2006-06-01,9.527542372881356
2006-07-01,14.172069151809833
2006-08-01,13.224077090119437
2006-09-01,11.724260523321957
2006-10-01,11.58586284429455
2006-11-01,11.270676691729324
2006-12-01,12.06924315619968
2007-01-01,13.053992497320472
2007-02-01,13.808815192743765
2007-03-01,16.014957264957268
2007-04-01,13.692383361439012
2007-05-01,12.20684039087948
2007-06-01,12.703389830508474
2007-07-01,13.15977849810913
2007-08-01,15.258550488599349
2007-09-01,14.921786120591582
2007-10-01,14.745643620011244
2007-11-01,16.906015037593985
2007-12-01,14.33222624798712
2008-01-01,14.058145766345124
2008-02-01,12.746598639455783
2008-03-01,13.879629629629632
2008-04-01,13.692383361439012
2008-05-01,14.241313789359392
2008-06-01,14.820621468926554
2008-07-01,13.15977849810913
2008-08-01,14.241313789359392
2008-09-01,14.921786120591582
2008-10-01,13.692383361439012
2008-11-01,13.149122807017545
2008-12-01,12.06924315619968
2009-01-01,12.04983922829582
2009-02-01,11.684382086167801
2009-03-01,11.744301994301996
2009-04-01,12.63912310286678
2009-05-01,12.20684039087948
2009-06-01,14.820621468926554
2009-07-01,12.147487844408428
2009-08-01,12.20684039087948
2009-09-01,12.790102389078498
2009-10-01,13.692383361439012
2009-11-01,13.149122807017545
2009-12-01,12.82357085346216
2010-01-01,15.062299035369776
2010-02-01,14.871031746031747
2010-03-01,13.879629629629632
2010-04-01,14.745643620011244
2010-05-01,15.258550488599349
2010-06-01,14.820621468926554
2010-07-01,14.172069151809833
2010-08-01,14.241313789359392
2010-09-01,13.855944254835041
2010-10-01,13.692383361439012
2010-11-01,14.088345864661655
2010-12-01,12.82357085346216
2011-01-01,15.062299035369776
2011-02-01,16.99546485260771
2011-03-01,16.014957264957268
2011-04-01,15.798903878583475
2011-05-01,16.275787187839306
2011-06-01,14.820621468926554
2011-07-01,14.172069151809833
2011-08-01,15.258550488599349
2011-09-01,17.053469852104666
2011-10-01,17.905424395727938
2011-11-01,16.906015037593985
2011-12-01,18.10386473429952
2012-01-01,20.083065380493036
2012-02-01,21.24433106575964
2012-03-01,19.21794871794872
2012-04-01,20.0119449128724
2012-05-01,20.344733984799134
2012-06-01,19.055084745762713
2012-07-01,19.233522420313346
2012-08-01,18.31026058631922
2012-09-01,19.185153583617748
2012-10-01,17.905424395727938
2012-11-01,17.845238095238095
2012-12-01,17.349537037037038
2013-01-01,19.078912111468384
2013-02-01,18.057681405895693
2013-03-01,21.353276353276357
2013-04-01,21.065205171444635
2013-05-01,21.36197068403909
2013-06-01,21.172316384180792
2013-07-01,21.25810372771475
2013-08-01,22.379207383279045
2013-09-01,21.316837315130833
2013-10-01,22.118465430016865
2013-11-01,20.662907268170425
2013-12-01,18.858192431562
2014-01-01,21.087218649517688
2014-02-01,26.555413832199548
2014-03-01,23.48860398860399
2014-04-01,23.1717256885891
2014-05-01,23.396444082519004
2014-06-01,21.172316384180792
2014-07-01,21.25810372771475
2014-08-01,22.379207383279045
2014-09-01,23.448521046643915
2014-10-01,22.118465430016865
2014-11-01,21.602130325814535
2014-12-01,19.612520128824478
2015-01-01,24.09967845659164
2015-02-01,20.182114512471657
2015-03-01,23.48860398860399
2015-04-01,24.22498594716133
2015-05-01,24.41368078175896
2015-06-01,21.172316384180792
2015-07-01,22.270394381415453
2015-08-01,22.379207383279045
2015-09-01,21.316837315130833
2015-10-01,23.1717256885891
2015-11-01,23.48057644110276
2015-12-01,20.366847826086957
2016-01-01,26.107984994640944
2016-02-01,25.493197278911566
2016-03-01,24.556267806267808
2016-04-01,24.22498594716133
2016-05-01,24.41368078175896
2016-06-01,25.406779661016948
2016-07-01,22.270394381415453
2016-08-01,23.396444082519004
2016-09-01,23.448521046643915
2016-10-01,23.1717256885891
2016-11-01,23.48057644110276
2016-12-01,21.875503220611918
2017-01-01,25.103831725616292
2017-02-01,24.430980725623584
2017-03-01,25.623931623931625
2017-04-01,27.384766722878023
2017-05-01,27.46539087947883
2017-06-01,26.46539548022599
2017-07-01,26.31955699621826
2017-08-01,25.430917480998914
2017-09-01,26.64604664391354
2017-10-01,27.384766722878023
2017-11-01,25.35902255639098
2017-12-01,27.91012479871176
2018-01-01,29.1204448017149
2018-02-01,27.61763038548753
2018-03-01,32.029914529914535
2018-04-01,34.757588532883645
2018-05-01,31.534337676438657
2018-06-01,31.758474576271187
2018-07-01,31.381010264721773
2018-08-01,31.534337676438657
2018-09-01,30.909414106939707
2018-10-01,31.59780775716695
2018-11-01,28.17669172932331
2018-12-01,36.20772946859904
2019-01-01,38.15782422293677
2019-02-01,38.23979591836735
2019-03-01,40.57122507122508
2019-04-01,32.651068015739185
2019-05-01,35.60328447339848
2019-06-01,34.934322033898304
2019-07-01,34.41788222582388
2019-08-01,34.58604777415852
2019-09-01,40.50199089874858
2019-10-01,36.86410905002811
2019-11-01,34.75125313283208
2019-12-01,35.45340177133656
2020-01-01,40.16613076098607
2020-02-01,39.30201247165533
2020-03-01,26.691595441595446
2020-04-01,26.331506464305793
2020-05-01,36.62052117263844
2020-06-01,37.05155367231639
2020-07-01,40.4916261480281
2020-08-01,45.77565146579805
2020-09-01,42.633674630261666
2020-10-01,47.39671163575043
2020-11-01,38.508145363408524
2020-12-01,39.97936795491144
2021-01-01,46.19105037513398
2021-02-01,47.79974489795919
2021-03-01,46.97720797720798
2021-04-01,52.663012928611586
2021-05-01,51.87907166123779
2021-06-01,52.93079096045198
2021-07-01,48.58995137763371
2021-08-01,48.82736156351792
2021-09-01,46.89704209328783
2021-10-01,50.55649241146712
2021-11-01,53.535714285714285
2021-12-01,52.048611111111114
2022-01-01,66.27411575562701
2022-02-01,65.85742630385488
2022-03-01,62.99216524216525
2022-04-01,60.035834738617204
2022-05-01,55.948018458197616
2022-06-01,56.1066384180791
2022-07-01,55.67598595353863
2022-08-01,52.89630836047775
2022-09-01,53.29209328782708
2022-10-01,51.609752670039356
2022-11-01,49.778822055137844
2022-12-01,48.27697262479872
2023-01-01,54.22427652733119
2023-02-01,57.359693877551024
2023-03-01,57.65384615384616
2023-04-01,56.876053962900514
2023-05-01,58.999728555917486
2023-06-01,56.1066384180791
2023-07-01,58.712857914640736
2023-08-01,54.93078175895766
2023-09-01,58.62130261660979
2023-10-01,52.663012928611586
2023-11-01,58.23182957393484
2023-12-01,55.06592190016104
2024-01-01,63.26165594855306
2024-02-01,60.54634353741497
2024-03-01,59.789173789173795
2024-04-01,58.982574480044974
2024-05-01,58.999728555917486
2024-06-01,61.3997175141243
2024-07-01,54.663695299837926
2024-08-01,53.9135450597177
2024-09-01,55.423777019340164
2024-10-01,57.929314221472744
2024-11-01,59.171052631578945
2024-12-01,60.34621578099839
2025-01-01,66.27411575562701
2025-02-01,65.85742630385488
2025-03-01,67.26282051282053
2025-04-01,73.72821810005622
2025-05-01,65.10314875135722
2025-06-01,64.57556497175142
2025-07-01,71.87263641274987
2025-08-01,70.189332247557
2025-09-01,61.818828213879414
2025-10-01,64.24887577290613
2025-11-01,71.38095238095238
2025-12-01,75.432769726248
