date,champagne
2004-01-01,33.674668874172184
2004-02-01,37.74534769833497
2004-03-01,33.87658227848101
2004-04-01,35.062436028659164
2004-05-01,33.98412698412698
2004-06-01,35.36186186186187
2004-07-01,37.35543369890329
2004-08-01,35.72054223149113
2004-09-01,36.32661717921527
2004-10-01,35.49251336898395
2004-11-01,36.106198723792154
2004-12-01,37.357265446224254
2005-01-01,33.674668874172184
2005-02-01,41.93927522037218
2005-03-01,40.651898734177216
2005-04-01,37.25383828045036
2005-05-01,38.232142857142854
2005-06-01,37.50500500500501
2005-07-01,36.28813559322034
2005-08-01,37.953076120959324
2005-09-01,37.461823966065744
2005-10-01,43.50695187165775
2005-11-01,38.057885141294435
2005-12-01,38.5820938215103
2006-01-01,34.56084437086093
2006-02-01,34.59990205680705
2006-03-01,33.87658227848101
2006-04-01,33.96673490276356
2006-05-01,32.92212301587301
2006-06-01,35.36186186186187
2006-07-01,34.153539381854436
2006-08-01,33.48800834202294
2006-09-01,34.05620360551431
2006-10-01,35.49251336898395
2006-11-01,33.17866909753874
2006-12-01,37.96967963386727
2007-01-01,31.9023178807947
2007-02-01,37.74534769833497
2007-03-01,28.230485232067508
2007-04-01,35.062436028659164
2007-05-01,32.92212301587301
2007-06-01,35.36186186186187
2007-07-01,35.22083748753739
2007-08-01,34.60427528675703
2007-09-01,36.32661717921527
2007-10-01,36.63743315508021
2007-11-01,35.13035551504102
2007-12-01,39.806922196796336
2008-01-01,35.44701986754967
2008-02-01,36.69686581782566
2008-03-01,35.005801687763714
2008-04-01,33.96673490276356
2008-05-01,32.92212301587301
2008-06-01,33.21871871871872
2008-07-01,34.153539381854436
2008-08-01,34.60427528675703
2008-09-01,37.461823966065744
2008-10-01,44.65187165775401
2008-11-01,49.76800364630811
2008-12-01,46.54347826086956
2009-01-01,46.08112582781457
2009-02-01,44.036238981390795
2009-03-01,41.78111814345991
2009-04-01,41.63664278403276
2009-05-01,39.29414682539682
2009-06-01,40.71971971971973
2009-07-01,41.624626121635096
2009-08-01,44.65067778936391
2009-09-01,42.00265111346766
2009-10-01,42.362032085561495
2009-11-01,40.98541476754785
2009-12-01,44.7062356979405
2010-01-01,42.5364238410596
2010-02-01,40.89079333986288
2010-03-01,45.16877637130801
2010-04-01,39.445240532241556
2010-05-01,40.35615079365079
2010-06-01,37.50500500500501
2010-07-01,42.69192422731805
2010-08-01,42.41814389989572
2010-09-01,42.00265111346766
2010-10-01,42.362032085561495
2010-11-01,39.03372835004558
2010-12-01,41.03175057208238
2011-01-01,44.30877483443709
2011-02-01,45.084720861900095
2011-03-01,42.91033755274261
2011-04-01,44.923746161719556
2011-05-01,45.66617063492063
2011-06-01,52.50700700700701
2011-07-01,49.095712861415755
2011-08-01,47.999478623566205
2011-09-01,51.08430540827147
2011-10-01,48.08663101604277
2011-11-01,43.912944393801276
2011-12-01,47.76830663615561
2012-01-01,46.08112582781457
2012-02-01,45.084720861900095
2012-03-01,45.16877637130801
2012-04-01,48.210849539406354
2012-05-01,44.604166666666664
2012-06-01,48.22072072072073
2012-07-01,46.96111665004985
2012-08-01,46.88321167883211
2012-09-01,46.54347826086956
2012-10-01,44.65187165775401
2012-11-01,41.961257976298995
2012-12-01,43.48140732265446
2013-01-01,50.512003311258276
2013-02-01,48.23016650342801
2013-03-01,47.427215189873415
2013-04-01,46.01944728761515
2013-05-01,46.7281746031746
2013-06-01,48.22072072072073
2013-07-01,45.8938185443669
2013-08-01,46.88321167883211
2013-09-01,47.67868504772004
2013-10-01,44.65187165775401
2013-11-01,44.88878760255241
2013-12-01,43.48140732265446
2014-01-01,46.96730132450331
2014-02-01,45.084720861900095
2014-03-01,48.55643459915611
2014-04-01,47.11514841351075
2014-05-01,47.79017857142857
2014-06-01,47.14914914914915
2014-07-01,43.759222333001
2014-08-01,45.76694473409801
2014-09-01,45.40827147401909
2014-10-01,42.362032085561495
2014-11-01,49.76800364630811
2014-12-01,44.09382151029748
2015-01-01,46.96730132450331
2015-02-01,46.1332027424094
2015-03-01,48.55643459915611
2015-04-01,44.923746161719556
2015-05-01,46.7281746031746
2015-06-01,46.077577577577586
2015-07-01,52.2976071784646
2015-08-01,51.3482794577685
2015-09-01,47.67868504772004
2015-10-01,45.79679144385026
2015-11-01,49.76800364630811
2015-12-01,47.15589244851258
2016-01-01,54.05670529801325
2016-02-01,56.618021547502444
2016-03-01,54.20253164556962
2016-04-01,56.97645854657114
2016-05-01,60.53422619047618
2016-06-01,56.793293293293296
2016-07-01,53.364905284147554
2016-08-01,54.69708029197079
2016-09-01,54.4899257688229
2016-10-01,54.95614973262032
2016-11-01,49.76800364630811
2016-12-01,54.504862700228834
2017-01-01,56.71523178807947
2017-02-01,56.618021547502444
2017-03-01,60.97784810126582
2017-04-01,62.45496417604914
2017-05-01,59.472222222222214
2017-06-01,58.936436436436445
2017-07-01,59.76869391824526
2017-08-01,56.929614181438986
2017-09-01,53.354718981972425
2017-10-01,53.81122994652406
2017-11-01,55.62306289881494
2017-12-01,55.72969107551487
2018-01-01,54.05670529801325
2018-02-01,54.52105778648384
2018-03-01,57.59018987341772
2018-04-01,54.78505629477994
2018-05-01,55.22420634920634
2018-06-01,54.650150150150154
2018-07-01,54.432203389830505
2018-08-01,54.69708029197079
2018-09-01,51.08430540827147
2018-10-01,50.376470588235286
2018-11-01,50.743846855059246
2018-12-01,55.72969107551487
2019-01-01,52.28435430463576
2019-02-01,51.37561214495592
2019-03-01,51.94409282700422
2019-04-01,51.497952917093144
2019-05-01,52.038194444444436
2019-06-01,52.50700700700701
2019-07-01,51.23030907278165
2019-08-01,50.232012513034405
2019-09-01,51.08430540827147
2019-10-01,50.376470588235286
2019-11-01,50.743846855059246
2019-12-01,48.380720823798626
2020-01-01,59.373758278145694
2020-02-01,51.37561214495592
2020-03-01,41.78111814345991
2020-04-01,50.40225179119755
2020-05-01,53.100198412698404
2020-06-01,50.36386386386387
2020-07-01,58.70139581256231
2020-08-01,53.5808133472367
2020-09-01,56.76033934252386
2020-10-01,57.24598930481283
2020-11-01,55.62306289881494
2020-12-01,61.24141876430206
2021-01-01,61.14610927152318
2021-02-01,57.66650342801175
2021-03-01,57.59018987341772
2021-04-01,56.97645854657114
2021-05-01,65.84424603174602
2021-06-01,60.00800800800801
2021-07-01,59.76869391824526
2021-08-01,61.39468196037538
2021-09-01,66.97720042417815
2021-10-01,64.11550802139037
2021-11-01,58.55059252506836
2021-12-01,58.17934782608695
2022-01-01,68.23551324503312
2022-02-01,66.0543584720862
2022-03-01,65.49472573839662
2022-04-01,67.93346980552712
2022-05-01,63.72023809523809
2022-06-01,60.00800800800801
2022-07-01,59.76869391824526
2022-08-01,60.27841501564128
2022-09-01,60.16595970307529
2022-10-01,58.39090909090908
2022-11-01,57.574749316317224
2022-12-01,56.954519450800916
2023-01-01,59.373758278145694
2023-02-01,58.71498530852106
2023-03-01,63.23628691983122
2023-04-01,62.45496417604914
2023-05-01,62.65823412698412
2023-06-01,65.36586586586587
2023-07-01,60.83599202392821
2023-08-01,58.045881126173086
2023-09-01,57.89554612937434
2023-10-01,64.11550802139037
2023-11-01,62.45396536007292
2023-12-01,56.34210526315789
2024-01-01,57.601407284768214
2024-02-01,59.76346718903036
2024-03-01,64.36550632911393
2024-04-01,61.35926305015354
2024-05-01,58.410218253968246
2024-06-01,57.86486486486487
2024-07-01,55.49950149551346
2024-08-01,58.045881126173086
2024-09-01,57.89554612937434
2024-10-01,54.95614973262032
2024-11-01,57.574749316317224
2024-12-01,52.05520594965675
2025-01-01,54.942880794701985
2025-02-01,54.52105778648384
2025-03-01,62.10706751054852
2025-04-01,58.07215967246674
2025-05-01,57.34821428571428
2025-06-01,56.793293293293296
2025-07-01,57.63409770687936
2025-08-01,60.27841501564128
2025-09-01,56.76033934252386
2025-10-01,56.10106951871657
2025-11-01,69.28486782133089
2025-12-01,59.404176201373
