date,designer handbag
2021-08-01,26.789743589743594
2021-09-01,27.989284347493303
2021-10-01,28.582491582491585
2021-11-01,31.924444444444447
2021-12-01,27.722719734660036
2022-01-01,31.234678624813153
2022-02-01,30.91714394807179
2022-03-01,32.3968992248062
2022-04-01,31.167051578137023
2022-05-01,29.885583524027464
2022-06-01,26.57712657712658
2022-07-01,26.600861731296515
2022-08-01,26.789743589743594
2022-09-01,23.99081515499426
2022-10-01,30.781144781144786
2022-11-01,29.989629629629633
2022-12-01,25.12371475953566
2023-01-01,25.378176382660687
2023-02-01,27.925162275677742
2023-03-01,28.347286821705424
2023-04-01,27.145496535796763
2023-05-01,27.8932112890923
2023-06-01,26.57712657712658
2023-07-01,29.670191931061495
2023-08-01,27.820118343195272
2023-09-01,26.989667049368542
2023-10-01,29.681818181818187
2023-11-01,29.989629629629633
2023-12-01,29.455389718076287
2024-01-01,27.33034379671151
2024-02-01,25.93050782741505
2024-03-01,28.347286821705424
2024-04-01,30.16166281755196
2024-05-01,27.8932112890923
2024-06-01,30.829466829466835
2024-07-01,33.76263219741481
2024-08-01,32.971992110453655
2024-09-01,28.988901645618064
2024-10-01,28.582491582491585
2024-11-01,32.891851851851854
2024-12-01,33.78706467661692
2025-01-01,31.234678624813153
2025-02-01,31.914471172203136
2025-03-01,33.40930232558139
2025-04-01,33.177829099307154
2025-05-01,30.881769641495048
2025-06-01,31.892551892551896
2025-07-01,35.80885233059146
2025-08-01,34.00236686390533
2025-09-01,31.987753539992347
2025-10-01,27.483164983164986
2025-11-01,34.82666666666667
2025-12-01,33.78706467661692
