date,sports car
2004-01-01,82.02083333333333
2004-02-01,74.45862884160756
2004-03-01,83.49426147704591
2004-04-01,78.91536748329621
2004-05-01,69.89301565054893
2004-06-01,67.43935185185185
2004-07-01,66.71332404828226
2004-08-01,64.34918276374442
2004-09-01,69.6010760953113
2004-10-01,63.361429350791056
2004-11-01,68.3162608452281
2004-12-01,64.46933111296141
2005-01-01,62.84713203463203
2005-02-01,61.01470974520619
2005-03-01,63.84855289421158
2005-04-01,63.32714674585498
2005-05-01,62.53585610838589
2005-06-01,59.23726851851851
2005-07-01,58.488393686165274
2005-08-01,55.574294205052006
2005-09-01,59.51396361772996
2005-10-01,60.13966175668303
2005-11-01,53.991883571228655
2005-12-01,59.00582847626977
2006-01-01,59.65151515151515
2006-02-01,53.77567638560546
2006-03-01,56.97255489021956
2006-04-01,59.43009156149468
2006-05-01,54.259051623452464
2006-06-01,57.41458333333333
2006-07-01,63.057799442896936
2006-08-01,59.47424467558197
2006-09-01,56.48782987445555
2006-10-01,56.91789416257502
2006-11-01,51.78813322138259
2006-12-01,53.54232583957812
2007-01-01,56.455898268398265
2007-02-01,46.536643026004725
2007-03-01,52.061127744510976
2007-04-01,54.558772581044295
2007-05-01,56.09834150899323
2007-06-01,53.76921296296296
2007-07-01,54.83286908077994
2007-08-01,53.62431896978702
2007-09-01,55.479118626697414
2007-10-01,54.770049099836335
2007-11-01,55.093758746151686
2007-12-01,52.44962531223979
2008-01-01,53.26028138528138
2008-02-01,52.74152876280535
2008-03-01,53.043413173652695
2008-04-01,50.66171739668398
2008-05-01,54.259051623452464
2008-06-01,51.035185185185185
2008-07-01,51.17734447539461
2008-08-01,51.67434373452204
2008-09-01,47.409428644632335
2008-10-01,45.10474631751227
2008-11-01,46.27875734676742
2008-12-01,49.171523730224806
2009-01-01,46.86904761904762
2009-02-01,46.536643026004725
2009-03-01,48.13198602794411
2009-04-01,51.63598119277406
2009-05-01,49.66082690960056
2009-06-01,48.3011574074074
2009-07-01,44.78017641597029
2009-08-01,49.724368499257054
2009-09-01,49.42685114014861
2009-10-01,47.252591380250955
2009-11-01,49.58438287153652
2009-12-01,48.078823202886475
2010-01-01,48.999458874458874
2010-02-01,45.50249540320462
2010-03-01,48.13198602794411
2010-04-01,46.76466221232368
2010-05-01,44.14295725297828
2010-06-01,73.81875
2010-07-01,50.26346332404828
2010-08-01,47.774393263992074
2010-09-01,45.392006149116064
2010-10-01,47.252591380250955
2010-11-01,42.973131821998315
2010-12-01,41.5226200388565
2011-01-01,48.999458874458874
2011-02-01,54.80982400840556
2011-03-01,47.1497005988024
2011-04-01,46.76466221232368
2011-05-01,47.8215370240598
2011-06-01,43.74444444444444
2011-07-01,51.17734447539461
2011-08-01,50.69935611688955
2011-09-01,49.42685114014861
2011-10-01,51.54828150572831
2011-11-01,48.48250769661349
2011-12-01,53.54232583957812
2012-01-01,52.19507575757576
2012-02-01,57.91226687680588
2012-03-01,55.990269461077844
2012-04-01,59.43009156149468
2012-05-01,80.00911002102313
2012-06-01,65.61666666666666
2012-07-01,65.79944289693593
2012-08-01,64.34918276374442
2012-09-01,61.53138611324622
2012-10-01,53.696126568466994
2012-11-01,56.19563392107472
2012-12-01,51.356924784901466
2013-01-01,56.455898268398265
2013-02-01,54.80982400840556
2013-03-01,55.990269461077844
2013-04-01,52.61024498886414
2013-05-01,51.500116795141324
2013-06-01,57.41458333333333
2013-07-01,58.488393686165274
2013-08-01,61.42421991084695
2013-09-01,58.50525236997182
2013-10-01,63.361429350791056
2013-11-01,61.70500979568989
2013-12-01,62.28393005828475
2014-01-01,60.71672077922078
2014-02-01,57.91226687680588
2014-03-01,59.91941117764471
2014-04-01,60.40435535758475
2014-05-01,57.93763139453399
2014-06-01,54.68055555555555
2014-07-01,56.66063138347261
2014-08-01,58.49925705794948
2014-09-01,58.50525236997182
2014-10-01,57.99181669394436
2014-11-01,58.39938427092079
2014-12-01,56.82042742159311
2015-01-01,58.58630952380952
2015-02-01,58.946414499605986
2015-03-01,56.97255489021956
2015-04-01,60.40435535758475
2015-05-01,61.61621116561551
2015-06-01,59.23726851851851
2015-07-01,59.402274837511605
2015-08-01,59.47424467558197
2015-09-01,61.53138611324622
2015-10-01,62.287506819421715
2015-11-01,59.50125944584382
2015-12-01,57.91312794893144
2016-01-01,62.84713203463203
2016-02-01,64.1171526136065
2016-03-01,59.91941117764471
2016-04-01,60.40435535758475
2016-05-01,57.93763139453399
2016-06-01,60.14861111111111
2016-07-01,57.57451253481894
2016-08-01,55.574294205052006
2016-09-01,57.496541122213685
2016-10-01,54.770049099836335
2016-11-01,59.50125944584382
2016-12-01,54.63502636691645
2017-01-01,59.65151515151515
2017-02-01,61.01470974520619
2017-03-01,59.91941117764471
2017-04-01,61.378619153674826
2017-05-01,59.77692128007475
2017-06-01,55.59189814814815
2017-07-01,61.230037140204274
2017-08-01,59.47424467558197
2017-09-01,63.54880860876249
2017-10-01,64.43535188216039
2017-11-01,66.11251049538203
2017-12-01,60.09852900360809
2018-01-01,58.58630952380952
2018-02-01,65.15130023640661
2018-03-01,59.91941117764471
2018-04-01,61.378619153674826
2018-05-01,57.93763139453399
2018-06-01,58.32592592592592
2018-07-01,55.746750232126274
2018-08-01,58.49925705794948
2018-09-01,56.48782987445555
2018-10-01,56.91789416257502
2018-11-01,55.093758746151686
2018-12-01,60.09852900360809
2019-01-01,57.521103896103895
2019-02-01,57.91226687680588
2019-03-01,57.954840319361274
2019-04-01,61.378619153674826
2019-05-01,60.696566222845135
2019-06-01,61.0599537037037
2019-07-01,57.57451253481894
2019-08-01,60.449232293214465
2019-09-01,61.53138611324622
2019-10-01,63.361429350791056
2019-11-01,63.90876014553596
2019-12-01,60.09852900360809
2020-01-01,63.91233766233766
2020-02-01,68.25374310480693
2020-03-01,48.13198602794411
2020-04-01,46.76466221232368
2020-05-01,56.09834150899323
2020-06-01,60.14861111111111
2020-07-01,61.230037140204274
2020-08-01,62.399207528479444
2020-09-01,65.56623110427876
2020-10-01,67.65711947626842
2020-11-01,60.60313462076686
2020-12-01,65.56203164029974
2021-01-01,63.91233766233766
2021-02-01,64.1171526136065
2021-03-01,68.75998003992017
2021-04-01,70.14699331848551
2021-05-01,70.81266059331932
2021-06-01,69.26203703703703
2021-07-01,68.54108635097494
2021-08-01,69.22412085190689
2021-09-01,66.5749423520369
2021-10-01,66.58319694489907
2021-11-01,69.41813602015112
2021-12-01,63.37663058562308
2022-01-01,64.97754329004329
2022-02-01,66.18544785920672
2022-03-01,69.74226546906188
2022-04-01,68.19846572630536
2022-05-01,66.21443587946742
2022-06-01,60.14861111111111
2022-07-01,65.79944289693593
2022-08-01,67.2741456166419
2022-09-01,62.54009736100436
2022-10-01,63.361429350791056
2022-11-01,60.60313462076686
2022-12-01,60.09852900360809
2023-01-01,60.71672077922078
2023-02-01,63.0830049908064
2023-03-01,60.90169660678643
2023-04-01,64.30141054194506
2023-05-01,61.61621116561551
2023-06-01,63.79398148148148
2023-07-01,60.316155988857936
2023-08-01,61.42421991084695
2023-09-01,63.54880860876249
2023-10-01,63.361429350791056
2023-11-01,65.01063532045899
2023-12-01,63.37663058562308
2024-01-01,59.65151515151515
2024-02-01,65.15130023640661
2024-03-01,63.84855289421158
2024-04-01,62.352882949764904
2024-05-01,61.61621116561551
2024-06-01,58.32592592592592
2024-07-01,58.488393686165274
2024-08-01,60.449232293214465
2024-09-01,61.53138611324622
2024-10-01,63.361429350791056
2024-11-01,63.90876014553596
2024-12-01,65.56203164029974
2025-01-01,73.49918831168831
2025-02-01,72.39033359600735
2025-03-01,81.52969061876247
2025-04-01,71.1212571145756
2025-05-01,69.89301565054893
2025-06-01,73.81875
2025-07-01,84.99094707520891
2025-08-01,80.92397226349678
2025-09-01,80.69689982065078
2025-10-01,84.83987997817785
2025-11-01,95.86314021830394
2025-12-01,109.2700527338329
