date,rare wine
2016-12-01,33.02969416785206
2017-01-01,34.28031914893617
2017-02-01,33.37147887323943
2017-03-01,41.95488081725312
2017-04-01,34.78948832035594
2017-05-01,37.54591836734693
2017-06-01,30.606625835189305
2017-07-01,36.66559202813598
2017-08-01,36.45192307692307
2017-09-01,44.228333333333325
2017-10-01,38.64216738197425
2017-11-01,36.959610027855156
2017-12-01,35.725995732574674
2018-01-01,38.31329787234043
2018-02-01,39.09230382293762
2018-03-01,36.57604994324631
2018-04-01,34.78948832035594
2018-05-01,36.408163265306115
2018-06-01,34.828229398663694
2018-07-01,38.887749120750286
2018-08-01,40.61785714285714
2018-09-01,37.91
2018-10-01,35.59146995708154
2018-11-01,34.319637883008355
2018-12-01,40.44452347083926
2019-01-01,40.329787234042556
2019-02-01,40.99924547283702
2019-03-01,34.424517593643586
2019-04-01,33.73526140155728
2019-05-01,38.68367346938775
2019-06-01,37.994432071269486
2019-07-01,36.66559202813598
2019-08-01,31.24450549450549
2019-09-01,44.228333333333325
2019-10-01,36.608369098712444
2019-11-01,39.59958217270195
2019-12-01,40.44452347083926
2020-01-01,43.35452127659575
2020-02-01,44.813128772635814
2020-03-01,39.803348467650395
2020-04-01,43.22330367074527
2020-05-01,44.37244897959183
2020-06-01,42.216035634743875
2020-07-01,44.44314185228605
2020-08-01,38.53489010989011
2020-09-01,55.60133333333333
2020-10-01,42.70976394849785
2020-11-01,43.99953574744661
2020-12-01,44.48897581792318
2021-01-01,50.412234042553195
2021-02-01,40.99924547283702
2021-03-01,43.030646992054486
2021-04-01,43.22330367074527
2021-05-01,42.096938775510196
2021-06-01,37.994432071269486
2021-07-01,44.44314185228605
2021-08-01,38.53489010989011
2021-09-01,46.75566666666666
2021-10-01,41.69286480686695
2021-11-01,49.2794800371402
2021-12-01,46.51120199146514
2022-01-01,59.48643617021277
2022-02-01,54.34783702213279
2022-03-01,48.409477866061295
2022-04-01,47.44021134593993
2022-05-01,56.887755102040806
2022-06-01,48.54844097995545
2022-07-01,54.4428487690504
2022-08-01,49.991208791208784
2022-09-01,59.392333333333326
2022-10-01,48.81115879828326
2022-11-01,53.67943361188487
2022-12-01,54.600106685632994
2023-01-01,56.46170212765958
2023-02-01,48.6270120724346
2023-03-01,49.48524404086265
2023-04-01,54.819799777530584
2023-05-01,51.198979591836725
2023-06-01,46.43763919821826
2023-07-01,52.220691676436104
2023-08-01,40.61785714285714
2023-09-01,64.44699999999999
2023-10-01,50.84495708154506
2023-11-01,49.2794800371402
2023-12-01,54.600106685632994
2024-01-01,51.42047872340426
2024-02-01,53.394366197183096
2024-03-01,51.63677639046538
2024-04-01,44.27753058954393
2024-05-01,58.02551020408162
2024-06-01,50.659242761692646
2024-07-01,48.887456037514646
2024-08-01,52.07417582417582
2024-09-01,58.12866666666666
2024-10-01,53.895654506437765
2024-11-01,45.75951717734448
2024-12-01,52.577880512091035
2025-01-01,54.44521276595745
2025-02-01,49.5804828973843
2025-03-01,55.93984108967083
2025-04-01,49.54866518353726
2025-05-01,54.61224489795917
2025-06-01,59.10244988864142
2025-07-01,69.99794841735051
2025-08-01,62.48901098901098
2025-09-01,59.392333333333326
2025-10-01,62.030847639484975
2025-11-01,64.23932219127205
2025-12-01,67.40753911806543
