date,steakhouse
2004-01-01,25.664634146341466
2004-02-01,25.31660104986877
2004-03-01,24.594422310756975
2004-04-01,27.8187742651137
2004-05-01,26.559306327773363
2004-06-01,27.49346793349169
2004-07-01,26.665204678362574
2004-08-01,27.16341727592743
2004-09-01,27.934042861280044
2004-10-01,26.68222683264177
2004-11-01,27.097379794705564
2004-12-01,28.256158455392814
2005-01-01,24.714092140921412
2005-02-01,27.848261154855646
2005-03-01,27.668725099601595
2005-04-01,29.958679977814754
2005-05-01,30.64535345512311
2005-06-01,28.51174452362101
2005-07-01,26.665204678362574
2005-08-01,28.20816409423233
2005-09-01,30.16876629018245
2005-10-01,32.018672199170126
2005-11-01,29.181793625067527
2005-12-01,34.249889036839775
2006-01-01,32.31842818428185
2006-02-01,33.755468066491694
2006-03-01,33.81733067729084
2006-04-01,34.23849140321686
2006-05-01,33.709888800635426
2006-06-01,34.62140406439694
2006-07-01,33.844298245614034
2006-08-01,34.47664500406174
2006-09-01,37.990298291340864
2006-10-01,39.48969571230982
2006-11-01,37.519448946515396
2006-12-01,40.243619618286736
2007-01-01,39.92276422764228
2007-02-01,37.974901574803155
2007-03-01,39.96593625498008
2007-04-01,39.588255684969496
2007-05-01,39.83895949166005
2007-06-01,43.78589337556084
2007-07-01,38.97222222222222
2007-08-01,39.70037909558624
2007-09-01,40.22502172024326
2007-10-01,39.48969571230982
2007-11-01,39.603862776877364
2007-12-01,40.243619618286736
2008-01-01,40.87330623306234
2008-02-01,37.974901574803155
2008-03-01,40.99070385126162
2008-04-01,40.65820854132002
2008-05-01,39.83895949166005
2008-06-01,36.657957244655584
2008-07-01,35.89546783625731
2008-08-01,40.745125913891144
2008-09-01,40.22502172024326
2008-10-01,39.48969571230982
2008-11-01,40.64606969205835
2008-12-01,45.3811029738127
2009-01-01,42.774390243902445
2009-02-01,43.8821084864392
2009-03-01,43.040239043824705
2009-04-01,42.79811425402108
2009-05-01,42.90349483717236
2009-06-01,41.749340195302196
2009-07-01,43.074561403508774
2009-08-01,44.92411318711075
2009-09-01,41.34238343469447
2009-10-01,41.624273858921164
2009-11-01,42.73048352242031
2009-12-01,44.524855747891706
2010-01-01,48.47764227642277
2010-02-01,45.569881889763785
2010-03-01,46.114541832669325
2010-04-01,44.93801996672213
2010-05-01,44.94651840084723
2010-06-01,45.82244655581948
2010-07-01,47.17690058479533
2010-08-01,45.96886000541565
2010-09-01,53.63336229365768
2010-10-01,53.36445366528354
2010-11-01,48.98372501350621
2010-12-01,48.80609187749668
2011-01-01,65.58739837398375
2011-02-01,61.603729221347336
2011-03-01,51.23837981407703
2011-04-01,55.6375485302274
2011-05-01,54.140124437384166
2011-06-01,57.02348904724202
2011-07-01,59.48391812865498
2011-08-01,57.46107500676956
2011-09-01,54.75072400810889
2011-10-01,57.63360995850622
2011-11-01,53.152552674230144
2011-12-01,57.368564136706624
2012-01-01,59.88414634146342
2012-02-01,59.91595581802275
2012-03-01,56.36221779548473
2012-04-01,55.6375485302274
2012-05-01,55.1616362192216
2012-06-01,56.0052124571127
2012-07-01,57.4327485380117
2012-08-01,52.237340915245056
2012-09-01,54.75072400810889
2012-10-01,52.29716459197787
2012-11-01,52.11034575904916
2012-12-01,52.23108078118065
2013-01-01,54.180894308943095
2013-02-01,55.69652230971129
2013-03-01,57.386985391766274
2013-04-01,53.49764281752635
2013-05-01,55.1616362192216
2013-06-01,56.0052124571127
2013-07-01,52.304824561403514
2013-08-01,53.28208773354996
2013-09-01,53.63336229365768
2013-10-01,53.36445366528354
2013-11-01,59.40579416531604
2013-12-01,53.94357523302264
2014-01-01,57.98306233062331
2014-02-01,56.54040901137358
2014-03-01,59.43652058432935
2014-04-01,62.057265668330565
2014-05-01,60.26919512840879
2014-06-01,57.02348904724202
2014-07-01,57.4327485380117
2014-08-01,57.46107500676956
2014-09-01,56.985447437011295
2014-10-01,52.29716459197787
2014-11-01,57.32138033495408
2014-12-01,54.79982245894364
2015-01-01,60.834688346883475
2015-02-01,55.69652230971129
2015-03-01,57.386985391766274
2015-04-01,51.35773710482529
2015-05-01,54.140124437384166
2015-06-01,53.968659276854055
2015-07-01,56.40716374269006
2015-08-01,58.50582182507446
2015-09-01,51.398638864755284
2015-10-01,55.49903181189488
2015-11-01,55.23696650459211
2015-12-01,55.65606968486463
2016-01-01,71.29065040650407
2016-02-01,68.35482283464567
2016-03-01,70.7089641434263
2016-04-01,74.89669994453689
2016-05-01,71.5058247286206
2016-06-01,67.20625494853525
2016-07-01,69.73976608187135
2016-08-01,68.95329000812347
2016-09-01,63.689617723718506
2016-10-01,66.17192254495158
2016-11-01,61.490207995678006
2016-12-01,66.78728362183756
2017-01-01,68.43902439024392
2017-02-01,71.73036964129484
2017-03-01,69.68419654714477
