date,luxury yacht
2022-08-01,51.48515880083111
2022-09-01,44.15372670807454
2022-10-01,43.083333333333336
2022-11-01,49.63111962537249
2022-12-01,47.895833333333336
2023-01-01,45.23282718727404
2023-02-01,39.58220466516178
2023-03-01,50.28009781790821
2023-04-01,44.77952755905512
2023-05-01,41.87215528781794
2023-06-01,40.370679012345676
2023-07-01,40.78326693227092
2023-08-01,37.98085485307213
2023-09-01,39.247757073844035
2023-10-01,43.083333333333336
2023-11-01,43.57854406130268
2023-12-01,42.85416666666667
2024-01-01,40.092733188720175
2024-02-01,47.07072987208428
2024-03-01,46.00094055680964
2024-04-01,57.57367829021373
2024-05-01,43.77543507362785
2024-06-01,43.88117283950617
2024-07-01,64.19588313413016
2024-08-01,84.40189967349362
2024-09-01,56.90924775707385
2024-10-01,46.48464912280702
2024-11-01,49.63111962537249
2024-12-01,64.28125
2025-01-01,47.28886478669559
2025-02-01,48.14051918735892
2025-03-01,54.55925507900678
2025-04-01,51.17660292463442
2025-05-01,58.05003346720215
2025-06-01,68.45462962962962
2025-07-01,59.66440903054449
2025-08-01,54.861234787770854
2025-09-01,72.60835058661146
2025-10-01,60.08991228070175
2025-11-01,73.84142188165175
2025-12-01,86.96875
