date,fine dining
2004-01-01,66.28670721112076
2004-02-01,79.17808219178083
2004-03-01,64.78067632850241
2004-04-01,63.56383970177074
2004-05-01,64.047229791099
2004-06-01,64.45703839122487
2004-07-01,60.37328767123287
2004-08-01,57.208191126279864
2004-09-01,63.091549295774655
2004-10-01,57.297391304347826
2004-11-01,59.63076923076923
2004-12-01,66.8916055419723
2005-01-01,60.26064291920069
2005-02-01,60.17534246575343
2005-03-01,59.19613526570048
2005-04-01,63.56383970177074
2005-05-01,60.89736603088102
2005-06-01,59.17367458866545
2005-07-01,59.38356164383561
2005-08-01,60.16723549488055
2005-09-01,61.05633802816902
2005-10-01,61.318260869565215
2005-11-01,64.86153846153846
2005-12-01,62.18092909535452
2006-01-01,60.26064291920069
2006-02-01,59.38356164383562
2006-03-01,55.84541062801932
2006-04-01,59.254426840633734
2006-05-01,61.94732061762034
2006-06-01,57.06032906764169
2006-07-01,58.39383561643835
2006-08-01,66.08532423208192
2006-09-01,59.021126760563384
2006-10-01,61.318260869565215
2006-11-01,63.815384615384616
2006-12-01,65.94947025264874
2007-01-01,58.251954821893996
2007-02-01,59.38356164383562
2007-03-01,62.54685990338164
2007-04-01,60.33178005591799
2007-05-01,64.047229791099
2007-06-01,63.40036563071298
2007-07-01,61.363013698630134
2007-08-01,66.08532423208192
2007-09-01,65.12676056338029
2007-10-01,64.33391304347826
2007-11-01,64.86153846153846
2007-12-01,62.18092909535452
2008-01-01,59.25629887054735
2008-02-01,61.75890410958905
2008-03-01,60.313043478260866
2008-04-01,64.64119291705498
2008-05-01,64.047229791099
2008-06-01,62.3436928702011
2008-07-01,57.40410958904109
2008-08-01,60.16723549488055
2008-09-01,51.897887323943664
2008-10-01,54.28173913043479
2008-11-01,52.307692307692314
2008-12-01,50.87530562347188
2009-01-01,56.24326672458731
2009-02-01,60.17534246575343
2009-03-01,50.26086956521739
2009-04-01,52.79030754892824
2009-05-01,52.497729336966394
2009-06-01,49.66361974405851
2009-07-01,48.49657534246575
2009-08-01,48.33105802047782
2009-09-01,50.88028169014085
2009-10-01,53.27652173913044
2009-11-01,52.307692307692314
2009-12-01,49.93317033414833
2010-01-01,49.2128583840139
2010-02-01,53.04931506849316
2010-03-01,51.37777777777777
2010-04-01,46.32618825722274
2010-05-01,51.44777475022706
2010-06-01,44.38025594149909
2010-07-01,46.51712328767123
2010-08-01,45.37201365187713
2010-09-01,47.8274647887324
2010-10-01,47.24521739130435
2010-11-01,48.12307692307692
2010-12-01,48.99103504482478
2011-01-01,49.2128583840139
2011-02-01,59.38356164383562
2011-03-01,63.66376811594203
2011-04-01,72.18266542404473
2011-05-01,57.747502270663034
2011-06-01,61.287020109689216
2011-07-01,59.38356164383561
2011-08-01,52.27645051194539
2011-09-01,53.9330985915493
2011-10-01,51.26608695652174
2011-11-01,49.16923076923077
2011-12-01,49.93317033414833
2012-01-01,47.2041702867072
2012-02-01,49.090410958904116
2012-03-01,46.91014492753623
2012-04-01,47.40354147250699
2012-05-01,47.247956403269754
2012-06-01,48.60694698354662
2012-07-01,44.53767123287671
2012-08-01,44.38566552901024
2012-09-01,45.79225352112677
2012-10-01,42.219130434782606
2012-11-01,38.70769230769231
2012-12-01,37.68541157294214
2013-01-01,38.165073848827106
2013-02-01,39.589041095890416
2013-03-01,42.44251207729469
2013-04-01,39.86206896551724
2013-05-01,43.04813805631244
2013-06-01,42.26691042047533
2013-07-01,37.60958904109589
2013-08-01,41.42662116040956
2013-09-01,39.68661971830986
2013-10-01,38.19826086956522
2013-11-01,40.800000000000004
2013-12-01,39.56968215158924
2014-01-01,38.165073848827106
2014-02-01,41.96438356164384
2014-03-01,37.97487922705314
2014-04-01,39.86206896551724
2014-05-01,40.94822888283379
2014-06-01,41.21023765996344
2014-07-01,40.57876712328767
2014-08-01,39.45392491467577
2014-09-01,39.68661971830986
2014-10-01,43.224347826086955
2014-11-01,39.753846153846155
2014-12-01,36.743276283618584
2015-01-01,36.15638575152041
2015-02-01,39.589041095890416
2015-03-01,37.97487922705314
2015-04-01,36.630009319664495
2015-05-01,36.748410535876474
2015-06-01,36.983546617915906
2015-07-01,36.61986301369863
2015-08-01,38.467576791808874
2015-09-01,36.63380281690141
2015-10-01,37.19304347826087
2015-11-01,35.56923076923077
2015-12-01,34.85900570497147
2016-01-01,40.173761946133794
2016-02-01,41.17260273972603
2016-03-01,40.20869565217391
2016-04-01,40.93942218080149
2016-05-01,37.798365122615806
2016-06-01,36.983546617915906
2016-07-01,37.60958904109589
2016-08-01,38.467576791808874
2016-09-01,39.68661971830986
2016-10-01,38.19826086956522
2016-11-01,39.753846153846155
2016-12-01,40.51181744091279
2017-01-01,40.173761946133794
2017-02-01,36.421917808219185
2017-03-01,42.44251207729469
2017-04-01,44.171481826654244
2017-05-01,43.04813805631244
2017-06-01,42.26691042047533
2017-07-01,44.53767123287671
2017-08-01,45.37201365187713
2017-09-01,41.721830985915496
2017-10-01,45.23478260869565
2017-11-01,41.84615384615385
2017-12-01,43.33822330888346
2018-01-01,43.18679409209383
2018-02-01,38.0054794520548
2018-03-01,44.67632850241546
2018-04-01,43.09412861136999
2018-05-01,44.09809264305177
2018-06-01,45.436928702010974
2018-07-01,50.476027397260275
2018-08-01,43.399317406143346
2018-09-01,42.73943661971831
2018-10-01,44.229565217391304
2018-11-01,39.753846153846155
2018-12-01,49.93317033414833
2019-01-01,49.2128583840139
2019-02-01,44.33972602739726
2019-03-01,48.02705314009662
2019-04-01,44.171481826654244
2019-05-01,45.148047229791096
2019-06-01,46.493601462522854
2019-07-01,45.52739726027397
2019-08-01,48.33105802047782
2019-09-01,47.8274647887324
2019-10-01,48.25043478260869
2019-11-01,43.93846153846154
2019-12-01,46.16462917685411
2020-01-01,50.21720243266724
2020-02-01,44.33972602739726
2020-03-01,24.5719806763285
2020-04-01,15.082945013979497
2020-05-01,19.949137148047228
2020-06-01,31.70018281535649
2020-07-01,29.691780821917806
2020-08-01,42.41296928327645
2020-09-01,46.80985915492958
2020-10-01,48.25043478260869
2020-11-01,36.61538461538462
2020-12-01,33.91687041564792
2021-01-01,42.18245004344048
2021-02-01,49.090410958904116
2021-03-01,54.728502415458934
2021-04-01,59.254426840633734
2021-05-01,69.29700272479563
2021-06-01,70.79707495429616
2021-07-01,69.28082191780821
2021-08-01,66.08532423208192
2021-09-01,66.1443661971831
2021-10-01,64.33391304347826
2021-11-01,66.95384615384616
2021-12-01,63.12306438467808
2022-01-01,68.29539530842744
2022-02-01,66.5095890410959
2022-03-01,73.71594202898551
2022-04-01,73.26001863932899
2022-05-01,65.09718437783833
2022-06-01,62.3436928702011
2022-07-01,64.33219178082192
2022-08-01,62.13993174061434
2022-09-01,62.07394366197184
2022-10-01,62.323478260869564
2022-11-01,62.769230769230774
2022-12-01,61.23879380603097
2023-01-01,70.30408340573413
2023-02-01,57.800000000000004
2023-03-01,64.78067632850241
2023-04-01,64.64119291705498
2023-05-01,62.99727520435967
2023-06-01,65.51371115173676
2023-07-01,68.29109589041096
2023-08-01,63.12627986348123
2023-09-01,70.21478873239437
2023-10-01,68.35478260869566
2023-11-01,65.90769230769232
2023-12-01,65.00733496332518
2024-01-01,67.29105125977411
2024-02-01,56.21643835616439
2024-03-01,63.66376811594203
2024-04-01,62.486486486486484
2024-05-01,62.99727520435967
2024-06-01,59.17367458866545
2024-07-01,62.352739726027394
2024-08-01,61.153583617747444
2024-09-01,61.05633802816902
2024-10-01,61.318260869565215
2024-11-01,63.815384615384616
2024-12-01,62.18092909535452
2025-01-01,66.28670721112076
2025-02-01,59.38356164383562
2025-03-01,65.8975845410628
2025-04-01,62.486486486486484
2025-05-01,60.89736603088102
2025-06-01,64.45703839122487
2025-07-01,73.23972602739725
2025-08-01,66.08532423208192
2025-09-01,63.091549295774655
2025-10-01,64.33391304347826
2025-11-01,84.73846153846155
2025-12-01,84.79217603911981
