date,designer furniture
2011-08-01,28.67302052785924
2011-09-01,30.990491283676704
2011-10-01,30.439881910896403
2011-11-01,29.3325
2011-12-01,29.111003236245953
2012-01-01,26.587938596491227
2012-02-01,26.661730136342268
2012-03-01,27.822154471544714
2012-04-01,24.841209349593495
2012-05-01,26.346556886227546
2012-06-01,25.382917964693664
2012-07-01,24.849951124144674
2012-08-01,23.89418377321603
2012-09-01,24.79239302694136
2012-10-01,23.092324208266238
2012-11-01,24.986944444444443
2012-12-01,22.782524271844657
2013-01-01,20.58421052631579
2013-02-01,21.14551010813352
2013-03-01,22.853912601626018
2013-04-01,21.860264227642276
2013-05-01,20.49176646706587
2013-06-01,22.336967808930424
2013-07-01,20.071114369501466
2013-08-01,21.98264907135875
2013-09-01,21.693343898573694
2013-10-01,20.99302200751476
2013-11-01,20.641388888888887
2013-12-01,22.782524271844657
2014-01-01,19.7265350877193
2014-02-01,20.226140103432066
2014-03-01,18.879319105691057
2014-04-01,19.8729674796748
2014-05-01,19.515968063872254
2014-06-01,20.30633437175493
2014-07-01,19.115347018572827
2014-08-01,18.159579667644184
2014-09-01,17.561278394083466
2014-10-01,17.844068706387546
2014-11-01,18.46861111111111
2014-12-01,17.719741100323624
2015-01-01,15.438157894736841
2015-02-01,16.548660084626235
2015-03-01,18.879319105691057
2015-04-01,17.885670731707318
2015-05-01,17.56437125748503
2015-06-01,16.245067497403944
2015-07-01,17.203812316715542
2015-08-01,17.203812316715542
2015-09-01,18.594294770206023
2015-10-01,22.0426731078905
2015-11-01,18.46861111111111
2015-12-01,18.985436893203882
2016-01-01,19.7265350877193
2016-02-01,19.306770098730606
2016-03-01,18.879319105691057
2016-04-01,19.8729674796748
2016-05-01,20.49176646706587
2016-06-01,20.30633437175493
2016-07-01,20.071114369501466
2016-08-01,20.071114369501466
2016-09-01,20.660327522451137
2016-10-01,20.99302200751476
2016-11-01,22.814166666666665
2016-12-01,22.782524271844657
2017-01-01,18.868859649122808
2017-02-01,18.38740009402915
2017-03-01,20.866615853658537
2017-04-01,18.879319105691057
2017-05-01,17.56437125748503
2017-06-01,18.275700934579437
2017-07-01,19.115347018572827
2017-08-01,17.203812316715542
2017-09-01,21.693343898573694
2017-10-01,19.943370907139023
2017-11-01,19.555
2017-12-01,17.719741100323624
2018-01-01,15.438157894736841
2018-02-01,17.46803008932769
2018-03-01,16.892022357723576
2018-04-01,15.898373983739837
2018-05-01,16.588572854291417
2018-06-01,16.245067497403944
2018-07-01,14.33651026392962
2018-08-01,14.33651026392962
2018-09-01,15.495245641838352
2018-10-01,14.695115405260333
2018-11-01,16.295833333333334
2018-12-01,16.454045307443366
2019-01-01,11.149780701754386
2019-02-01,12.871180065820404
2019-03-01,14.904725609756097
2019-04-01,14.904725609756097
2019-05-01,12.685379241516966
2019-06-01,15.229750778816198
2019-07-01,13.380742913000978
2019-08-01,14.33651026392962
2019-09-01,14.462229265715795
2019-10-01,14.695115405260333
2019-11-01,16.295833333333334
2019-12-01,17.719741100323624
2020-01-01,13.72280701754386
2020-02-01,13.790550070521862
2020-03-01,11.923780487804878
2020-04-01,13.911077235772357
2020-05-01,17.56437125748503
2020-06-01,17.260384215991692
2020-07-01,18.159579667644184
2020-08-01,18.159579667644184
2020-09-01,19.62731114632858
2020-10-01,16.79441760601181
2020-11-01,17.38222222222222
2020-12-01,18.985436893203882
2021-01-01,15.438157894736841
2021-02-01,17.46803008932769
2021-03-01,18.879319105691057
2021-04-01,18.879319105691057
2021-05-01,20.49176646706587
2021-06-01,18.275700934579437
2021-07-01,17.203812316715542
2021-08-01,17.203812316715542
2021-09-01,19.62731114632858
2021-10-01,22.0426731078905
2021-11-01,21.727777777777778
2021-12-01,21.5168284789644
2022-01-01,17.153508771929825
2022-02-01,16.548660084626235
2022-03-01,18.879319105691057
2022-04-01,17.885670731707318
2022-05-01,17.56437125748503
2022-06-01,15.229750778816198
2022-07-01,16.248044965786903
2022-08-01,17.203812316715542
2022-09-01,16.52826201796091
2022-10-01,16.79441760601181
2022-11-01,16.295833333333334
2022-12-01,16.454045307443366
2023-01-01,13.72280701754386
2023-02-01,14.70992007522332
2023-03-01,14.904725609756097
2023-04-01,14.904725609756097
2023-05-01,15.612774451097804
2023-06-01,15.229750778816198
2023-07-01,13.380742913000978
2023-08-01,14.33651026392962
2023-09-01,15.495245641838352
2023-10-01,14.695115405260333
2023-11-01,16.295833333333334
2023-12-01,16.454045307443366
2024-01-01,14.58048245614035
2024-02-01,13.790550070521862
2024-03-01,15.898373983739837
2024-04-01,15.898373983739837
2024-05-01,14.636976047904191
2024-06-01,17.260384215991692
2024-07-01,14.33651026392962
2024-08-01,14.33651026392962
2024-09-01,15.495245641838352
2024-10-01,14.695115405260333
2024-11-01,18.46861111111111
2024-12-01,17.719741100323624
2025-01-01,12.865131578947368
2025-02-01,15.629290079924777
2025-03-01,14.904725609756097
2025-04-01,15.898373983739837
2025-05-01,15.612774451097804
2025-06-01,18.275700934579437
2025-07-01,18.159579667644184
2025-08-01,21.98264907135875
2025-09-01,18.594294770206023
2025-10-01,15.74476650563607
2025-11-01,20.641388888888887
2025-12-01,22.782524271844657
