date,jet ski
2012-05-01,21.77008177008177
2012-06-01,20.542713567839197
2012-07-01,22.598120508568268
2012-08-01,20.357298474945534
2012-09-01,21.601392515230632
2012-10-01,19.909090909090907
2012-11-01,20.646464646464647
2012-12-01,17.38095238095238
2013-01-01,17.03333333333333
2013-02-01,18.02469135802469
2013-03-01,18.717948717948715
2013-04-01,17.77777777777778
2013-05-01,17.556517556517555
2013-06-01,19.07537688442211
2013-07-01,19.369817578772803
2013-08-01,20.99346405228758
2013-09-01,20.33072236727589
2013-10-01,17.696969696969695
2013-11-01,20.646464646464647
2013-12-01,20.27777777777778
2014-01-01,19.466666666666665
2014-02-01,20.027434842249654
2014-03-01,18.717948717948715
2014-04-01,20.0
2014-05-01,19.663299663299664
2014-06-01,19.564489112227804
2014-07-01,17.75566611387507
2014-08-01,21.62962962962963
2014-09-01,17.789382071366404
2014-10-01,17.696969696969695
2014-11-01,17.696969696969695
2014-12-01,20.27777777777778
2015-01-01,19.466666666666665
2015-02-01,18.02469135802469
2015-03-01,20.054945054945055
2015-04-01,18.88888888888889
2015-05-01,21.06782106782107
2015-06-01,19.564489112227804
2015-07-01,20.5804311774461
2015-08-01,22.901960784313726
2015-09-01,21.601392515230632
2015-10-01,22.121212121212118
2015-11-01,20.646464646464647
2015-12-01,23.174603174603174
2016-01-01,21.9
2016-02-01,22.030178326474623
2016-03-01,22.728937728937726
2016-04-01,23.333333333333336
2016-05-01,22.472342472342472
2016-06-01,23.477386934673365
2016-07-01,24.212271973466002
2016-08-01,23.538126361655774
2016-09-01,24.142732811140117
2016-10-01,22.121212121212118
2016-11-01,23.595959595959595
2016-12-01,23.174603174603174
2017-01-01,24.333333333333332
2017-02-01,26.035665294924552
2017-03-01,22.728937728937726
2017-04-01,25.555555555555557
2017-05-01,23.876863876863876
2017-06-01,23.477386934673365
2017-07-01,25.826423438363737
2017-08-01,23.538126361655774
2017-09-01,22.872062663185375
2017-10-01,22.121212121212118
2017-11-01,26.545454545454543
2017-12-01,26.07142857142857
2018-01-01,24.333333333333332
2018-02-01,28.03840877914952
2018-03-01,32.08791208791209
2018-04-01,23.333333333333336
2018-05-01,24.579124579124578
2018-06-01,25.922948073701843
2018-07-01,28.247650635710336
2018-08-01,26.082788671023966
2018-09-01,26.684073107049606
2018-10-01,24.333333333333332
2018-11-01,23.595959595959595
2018-12-01,23.174603174603174
2019-01-01,26.766666666666666
2019-02-01,26.035665294924552
2019-03-01,26.739926739926737
2019-04-01,27.77777777777778
2019-05-01,26.685906685906687
2019-06-01,25.433835845896148
2019-07-01,28.65118850193477
2019-08-01,26.718954248366014
2019-09-01,25.41340295909486
2019-10-01,26.545454545454543
2019-11-01,23.595959595959595
2019-12-01,26.07142857142857
2020-01-01,26.766666666666666
2020-02-01,26.035665294924552
2020-03-01,18.717948717948715
2020-04-01,22.22222222222222
2020-05-01,37.922077922077925
2020-06-01,41.574539363484085
2020-07-01,40.35378662244334
2020-08-01,43.25925925925926
2020-09-01,41.932114882506525
2020-10-01,39.81818181818181
2020-11-01,32.44444444444444
2020-12-01,31.865079365079364
2021-01-01,34.06666666666666
2021-02-01,36.04938271604938
2021-03-01,42.78388278388278
2021-04-01,41.111111111111114
2021-05-01,36.517556517556514
2021-06-01,32.77051926298157
2021-07-01,28.247650635710336
2021-08-01,29.263616557734206
2021-09-01,34.30809399477806
2021-10-01,30.96969696969697
2021-11-01,29.494949494949495
2021-12-01,31.865079365079364
2022-01-01,31.63333333333333
2022-02-01,32.04389574759945
2022-03-01,30.75091575091575
2022-04-01,27.77777777777778
2022-05-01,25.28138528138528
2022-06-01,25.922948073701843
2022-07-01,22.598120508568268
2022-08-01,23.538126361655774
2022-09-01,24.142732811140117
2022-10-01,24.333333333333332
2022-11-01,23.595959595959595
2022-12-01,23.174603174603174
2023-01-01,26.766666666666666
2023-02-01,24.032921810699587
2023-03-01,22.728937728937726
2023-04-01,24.444444444444446
2023-05-01,22.472342472342472
2023-06-01,21.03182579564489
2023-07-01,22.598120508568268
2023-08-01,20.99346405228758
2023-09-01,22.872062663185375
2023-10-01,24.333333333333332
2023-11-01,23.595959595959595
2023-12-01,23.174603174603174
2024-01-01,21.9
2024-02-01,22.030178326474623
2024-03-01,21.39194139194139
2024-04-01,21.11111111111111
2024-05-01,21.06782106782107
2024-06-01,21.520938023450586
2024-07-01,19.369817578772803
2024-08-01,19.721132897603486
2024-09-01,20.33072236727589
2024-10-01,19.909090909090907
2024-11-01,20.646464646464647
2024-12-01,23.174603174603174
2025-01-01,21.9
2025-02-01,22.030178326474623
2025-03-01,22.728937728937726
2025-04-01,21.11111111111111
2025-05-01,22.472342472342472
2025-06-01,20.542713567839197
2025-07-01,21.791044776119403
2025-08-01,20.99346405228758
2025-09-01,20.33072236727589
2025-10-01,22.121212121212118
2025-11-01,26.545454545454543
2025-12-01,23.174603174603174
