date,bridal gown
2004-01-01,73.39250493096647
2004-02-01,64.45552434456928
2004-03-01,63.992918563480025
2004-04-01,63.34486545853926
2004-05-01,61.69754145225842
2004-06-01,56.74077046548956
2004-07-01,66.5823108384458
2004-08-01,70.65189873417721
2004-09-01,57.910299943406905
2004-10-01,64.30550673696543
2004-11-01,76.01264591439688
2004-12-01,65.1378555798687
2005-01-01,56.512228796844184
2005-02-01,59.229400749063664
2005-03-01,56.46433990895296
2005-04-01,61.30148270181218
2005-05-01,59.5700400228702
2005-06-01,55.745318352059925
2005-07-01,58.97290388548057
2005-08-01,60.83913502109704
2005-09-01,57.910299943406905
2005-10-01,64.30550673696543
2005-11-01,54.29474708171206
2005-12-01,56.99562363238511
2006-01-01,51.37475345167653
2006-02-01,55.74531835205992
2006-03-01,51.75897824987355
2006-04-01,53.12795167490389
2006-05-01,49.99628359062321
2006-06-01,53.75441412520064
2006-07-01,55.168200408997954
2006-08-01,56.91402953586498
2006-09-01,50.539898132427844
2006-10-01,53.406268306971285
2006-11-01,54.29474708171206
2006-12-01,52.92450765864332
2007-01-01,47.705128205128204
2007-02-01,50.5191947565543
2007-03-01,47.99468892261002
2007-04-01,52.106260296540356
2007-05-01,51.060034305317316
2007-06-01,53.75441412520064
2007-07-01,52.314672801635986
2007-08-01,53.97020042194092
2007-09-01,52.645727221279
2007-10-01,50.13649677797304
2007-11-01,50.67509727626459
2007-12-01,54.281546316557254
2008-01-01,45.50335305719921
2008-02-01,45.29307116104869
2008-03-01,47.99468892261002
2008-04-01,43.93272926963206
2008-05-01,47.86878216123498
2008-06-01,52.758962011771
2008-07-01,48.50996932515337
2008-08-01,42.194883966244724
2008-09-01,46.328239954725525
2008-10-01,45.77680140597539
2008-11-01,41.02269779507133
2008-12-01,43.4252370532458
2009-01-01,40.36587771203156
2009-02-01,34.84082397003745
2009-03-01,41.40718259989884
2009-04-01,35.75919824272378
2009-05-01,37.23127501429388
2009-06-01,36.831728196896734
2009-07-01,35.19350715746421
2009-08-01,34.34467299578059
2009-09-01,35.79909451046972
2009-10-01,39.23725834797891
2009-11-01,39.816147859922175
2009-12-01,35.283005105762214
2010-01-01,30.824852071005918
2010-02-01,32.22776217228464
2010-03-01,31.996459281740012
2010-04-01,30.65074135090609
2010-05-01,34.040022870211544
2010-06-01,37.827180310326376
2010-07-01,33.2911554192229
2010-08-01,31.400843881856538
2010-09-01,32.64035087719298
2010-10-01,28.338019917984766
2010-11-01,28.957198443579763
2010-12-01,28.497811816192556
2011-01-01,35.96232741617357
2011-02-01,35.71184456928839
2011-03-01,35.76074860900354
2011-04-01,37.802580999450846
2011-05-01,35.10377358490565
2011-06-01,33.84537185660781
2011-07-01,32.33997955010225
2011-08-01,34.34467299578059
2011-09-01,33.69326542161856
2011-10-01,32.69771528998242
2011-11-01,36.19649805447471
2011-12-01,35.283005105762214
2012-01-01,33.76055226824458
2012-02-01,29.614700374531832
2012-03-01,31.055386949924127
2012-04-01,28.60735859417902
2012-05-01,27.65751858204688
2012-06-01,28.868111289459602
2012-07-01,30.43762781186094
2012-08-01,33.36339662447257
2012-09-01,40.01075268817204
2012-10-01,29.427943760984178
2012-11-01,26.544098573281453
2012-12-01,28.497811816192556
2013-01-01,26.42130177514793
2013-02-01,24.388576779026213
2013-03-01,25.40895295902883
2013-04-01,28.60735859417902
2013-05-01,28.721269296740992
2013-06-01,27.872659176029963
2013-07-01,24.730572597137012
2013-08-01,25.51318565400844
2013-09-01,26.3228636106395
2013-10-01,25.06824838898652
2013-11-01,28.957198443579763
2013-12-01,27.140773158278627
2014-01-01,22.751676528599607
2014-02-01,23.517556179775276
2014-03-01,25.40895295902883
2014-04-01,25.54228445908841
2014-05-01,26.593767867352767
2014-06-01,24.886302835741038
2014-07-01,25.681748466257666
2014-08-01,22.569356540084385
2014-09-01,24.217034521788342
2014-10-01,25.06824838898652
2014-11-01,22.92444876783398
2014-12-01,23.069657184536833
2015-01-01,19.08205128205128
2015-02-01,19.162453183520597
2015-03-01,18.821446636317653
2015-04-01,19.41213618890719
2015-05-01,19.147512864493994
2015-06-01,18.913590155163188
2015-07-01,19.023517382413086
2015-08-01,19.625527426160335
2015-09-01,18.95246179966044
2015-10-01,19.618629173989454
2015-11-01,18.098249027237355
2015-12-01,18.99854121079504
2016-01-01,19.815976331360947
2016-02-01,20.90449438202247
2016-03-01,20.70359129994942
2016-04-01,19.41213618890719
2016-05-01,20.211263579188106
2016-06-01,19.909042268592827
2016-07-01,18.072341513292432
2016-08-01,17.662974683544302
2016-09-01,20.00537634408602
2016-10-01,18.52870533099004
2016-11-01,18.098249027237355
2016-12-01,18.99854121079504
2017-01-01,17.614201183431952
2017-02-01,18.29143258426966
2017-03-01,18.821446636317653
2017-04-01,18.390444810543656
2017-05-01,18.08376214979988
2017-06-01,16.922685928303906
2017-07-01,19.023517382413086
2017-08-01,16.681698312236286
2017-09-01,16.84663271080928
2017-10-01,17.438781487990624
2017-11-01,18.098249027237355
2017-12-01,17.641502552881107
2018-01-01,16.88027613412229
2018-02-01,18.29143258426966
2018-03-01,15.998229640870006
2018-04-01,16.347062053816583
2018-05-01,18.08376214979988
2018-06-01,16.922685928303906
2018-07-01,16.169989775051125
2018-08-01,15.700421940928269
2018-09-01,16.84663271080928
2018-10-01,16.34885764499121
2018-11-01,15.685149156939039
2018-12-01,17.641502552881107
2019-01-01,14.678500986193296
2019-02-01,15.678370786516853
2019-03-01,15.057157309054123
2019-04-01,14.30367929708951
2019-05-01,14.89251000571755
2019-06-01,13.936329588014981
2019-07-01,13.31646216768916
2019-08-01,13.737869198312236
2019-09-01,14.740803621958122
2019-10-01,15.258933801991796
2019-11-01,13.272049286640726
2019-12-01,14.927425237053244
2020-01-01,13.210650887573966
2020-02-01,13.93632958801498
2020-03-01,8.469650986342945
2020-04-01,7.151839648544755
2020-05-01,8.510005717552886
2020-06-01,8.959069020866773
2020-07-01,10.462934560327197
2020-08-01,9.812763713080168
2020-09-01,10.5291454442558
2020-10-01,9.809314586994727
2020-11-01,9.652399481193255
2020-12-01,10.85630926331145
2021-01-01,8.807100591715976
2021-02-01,9.581226591760299
2021-03-01,10.35179564997471
2021-04-01,12.260296540362436
2021-05-01,12.765008576329329
2021-06-01,11.945425361155698
2021-07-01,11.414110429447852
2021-08-01,11.775316455696203
2021-09-01,11.582059988681381
2021-10-01,11.989162272993553
2021-11-01,12.06549935149157
2021-12-01,12.213347921225381
2022-01-01,11.00887573964497
2022-02-01,14.807350187265916
2022-03-01,15.057157309054123
2022-04-01,14.30367929708951
2022-05-01,12.765008576329329
2022-06-01,11.945425361155698
2022-07-01,13.31646216768916
2022-08-01,12.75659282700422
2022-09-01,13.68788907753254
2022-10-01,14.169009958992383
2022-11-01,13.272049286640726
2022-12-01,13.570386579139313
2023-01-01,11.00887573964497
2023-02-01,12.194288389513106
2023-03-01,12.233940313606475
2023-04-01,13.281987918725973
2023-05-01,11.701257861635218
2023-06-01,12.940877474585339
2023-07-01,11.414110429447852
2023-08-01,11.775316455696203
2023-09-01,11.582059988681381
2023-10-01,13.079086115992968
2023-11-01,13.272049286640726
