date,private jet
2015-03-01,18.15747702589808
2015-04-01,18.295033670033668
2015-05-01,18.264285714285712
2015-06-01,16.119779353821908
2015-07-01,17.48848092152628
2015-08-01,16.8484496124031
2015-09-01,17.67032520325203
2015-10-01,15.823019801980198
2015-11-01,16.794745484400657
2015-12-01,16.73171670515781
2016-01-01,25.297564687975644
2016-02-01,16.457655826558266
2016-03-01,19.225563909774436
2016-04-01,21.523569023569024
2016-05-01,18.264285714285712
2016-06-01,19.142237982663517
2016-07-01,20.249820014398846
2016-08-01,17.83953488372093
2016-09-01,18.709756097560973
2016-10-01,18.987623762376238
2016-11-01,18.89408866995074
2016-12-01,17.715935334872977
2017-01-01,17.513698630136986
2017-02-01,16.457655826558266
2017-03-01,19.225563909774436
2017-04-01,21.523569023569024
2017-05-01,29.42579365079365
2017-06-01,23.172182821118994
2017-07-01,21.170266378689703
2017-08-01,22.794961240310077
2017-09-01,27.02520325203252
2017-10-01,23.207095709570957
2017-11-01,19.94376026272578
2017-12-01,18.700153964588143
2018-01-01,19.45966514459665
2018-02-01,14.725271002710027
2018-03-01,18.15747702589808
2018-04-01,19.37121212121212
2018-05-01,21.308333333333334
2018-06-01,21.157210401891255
2018-07-01,19.32937365010799
2018-08-01,17.83953488372093
2018-09-01,16.630894308943088
2018-10-01,23.207095709570957
2018-11-01,17.8444170771757
2018-12-01,18.700153964588143
2019-01-01,19.45966514459665
2019-02-01,19.056233062330623
2019-03-01,20.293650793650794
2019-04-01,21.523569023569024
2019-05-01,23.337698412698412
2019-06-01,20.149724192277386
2019-07-01,19.32937365010799
2019-08-01,20.81279069767442
2019-09-01,20.78861788617886
2019-10-01,20.042491749174918
2019-11-01,18.89408866995074
2019-12-01,25.5896843725943
2020-01-01,25.297564687975644
2020-02-01,21.65481029810298
2020-03-01,21.361737677527152
2020-04-01,22.599747474747474
2020-05-01,23.337698412698412
2020-06-01,23.172182821118994
2020-07-01,23.931605471562275
2020-08-01,26.759302325581395
2020-09-01,25.985772357723576
2020-10-01,28.481435643564357
2020-11-01,27.29146141215107
2020-12-01,27.55812163202463
2021-01-01,33.0814307458143
2021-02-01,28.584349593495933
2021-03-01,28.838345864661655
2021-04-01,34.437710437710436
2021-05-01,33.48452380952381
2021-06-01,33.24704491725768
2021-07-01,30.37473002159827
2021-08-01,29.732558139534884
2021-09-01,33.261788617886175
2021-10-01,33.755775577557756
2021-11-01,30.44047619047619
2021-12-01,31.494996150885292
2022-01-01,34.05441400304414
2022-02-01,32.91531165311653
2022-03-01,33.11069340016709
2022-04-01,32.285353535353536
2022-05-01,29.42579365079365
2022-06-01,36.269503546099294
2022-07-01,42.34053275737941
2022-08-01,39.643410852713174
2022-09-01,28.06463414634146
2022-10-01,28.481435643564357
2022-11-01,32.53981937602627
2022-12-01,33.46343341031562
2023-01-01,35.02739726027397
2023-02-01,28.584349593495933
2023-03-01,37.38304093567251
2023-04-01,35.513888888888886
2023-05-01,32.46984126984127
2023-06-01,37.27698975571316
2023-07-01,40.49964002879769
2023-08-01,31.71472868217054
2023-09-01,34.30121951219512
2023-10-01,36.92037953795379
2023-11-01,35.6888341543514
2023-12-01,32.47921478060046
2024-01-01,36.0003805175038
2024-02-01,86.61924119241192
2024-03-01,40.58730158730159
2024-04-01,32.285353535353536
2024-05-01,29.42579365079365
2024-06-01,32.239558707643816
2024-07-01,30.37473002159827
2024-08-01,31.71472868217054
2024-09-01,29.104065040650404
2024-10-01,29.536303630363037
2024-11-01,30.44047619047619
2024-12-01,32.47921478060046
2025-01-01,31.13546423135464
2025-02-01,29.450542005420054
2025-03-01,33.11069340016709
2025-04-01,36.590067340067336
2025-05-01,37.543253968253964
2025-06-01,35.26201733648542
2025-07-01,39.57919366450684
2025-08-01,40.634496124031
2025-09-01,43.6560975609756
2025-10-01,36.92037953795379
2025-11-01,38.83784893267652
2025-12-01,40.35296381832178
