date,Jimmy Choo
2004-01-01,17.614583333333332
2004-02-01,21.650046490004648
2004-03-01,20.798664612223938
2004-04-01,21.73644659151906
2004-05-01,19.01173708920188
2004-06-01,20.96014492753623
2004-07-01,22.8970113085622
2004-08-01,25.08136261261261
2004-09-01,29.63048780487805
2004-10-01,21.195730027548212
2004-11-01,19.388850889192888
2004-12-01,17.25026624068158
2005-01-01,21.322916666666664
2005-02-01,22.591352859135284
2005-03-01,21.83859784283513
2005-04-01,22.82326892109501
2005-05-01,23.236567553468962
2005-06-01,22.008152173913043
2005-07-01,21.806677436725902
2005-08-01,23.941300675675674
2005-09-01,20.85108401084011
2005-10-01,21.195730027548212
2005-11-01,19.388850889192888
2005-12-01,15.093982960596382
2006-01-01,20.395833333333332
2006-02-01,34.82833565783356
2006-03-01,35.35772984078069
2006-04-01,22.82326892109501
2006-05-01,21.124152321335423
2006-06-01,20.96014492753623
2006-07-01,31.61968228325256
2006-08-01,38.76210585585586
2006-09-01,26.338211382113826
2006-10-01,20.0801652892562
2006-11-01,19.388850889192888
2006-12-01,17.25026624068158
2007-01-01,24.104166666666664
2007-02-01,22.591352859135284
2007-03-01,25.99833076527992
2007-04-01,26.08373590982287
2007-05-01,21.124152321335423
2007-06-01,24.104166666666664
2007-07-01,26.168012924071085
2007-08-01,29.64161036036036
2007-09-01,26.338211382113826
2007-10-01,23.42685950413223
2007-11-01,20.312129502963977
2007-12-01,18.687788427405042
2008-01-01,24.104166666666664
2008-02-01,24.47396559739656
2008-03-01,25.99833076527992
2008-04-01,23.910091250670966
2008-05-01,28.51760563380282
2008-06-01,39.824275362318836
2008-07-01,29.43901453957997
2008-08-01,28.501548423423422
2008-09-01,34.020189701897024
2008-10-01,33.46694214876033
2008-11-01,32.31475148198815
2008-12-01,23.71911608093717
2009-01-01,29.666666666666664
2009-02-01,25.415271966527197
2009-03-01,27.038263995891118
2009-04-01,32.60466988727859
2009-05-01,27.461398017736048
2009-06-01,31.440217391304344
2009-07-01,29.43901453957997
2009-08-01,29.64161036036036
2009-09-01,30.727913279132796
2009-10-01,36.81363636363636
2009-11-01,56.319995440036486
2009-12-01,25.875399361022367
2010-01-01,26.885416666666664
2010-02-01,27.29788470478847
2010-03-01,31.197996918335903
2010-04-01,31.517847557702634
2010-05-01,29.573813249869588
2010-06-01,30.392210144927535
2010-07-01,27.25834679590738
2010-08-01,29.64161036036036
2010-09-01,31.825338753387538
2010-10-01,33.46694214876033
2010-11-01,33.238030095759235
2010-12-01,25.875399361022367
2011-01-01,32.447916666666664
2011-02-01,32.004416550441654
2011-03-01,35.35772984078069
2011-04-01,35.865136876006446
2011-05-01,31.68622848200313
2011-06-01,32.48822463768116
2011-07-01,33.80035002692515
2011-08-01,33.06179617117117
2011-09-01,32.92276422764228
2011-10-01,32.351377410468324
2011-11-01,29.544915640674876
2011-12-01,27.312921547745834
2012-01-01,26.885416666666664
2012-02-01,32.004416550441654
2012-03-01,32.2379301489471
2012-04-01,31.517847557702634
2012-05-01,30.63002086593636
2012-06-01,30.392210144927535
2012-07-01,29.43901453957997
2012-08-01,30.7816722972973
2012-09-01,30.727913279132796
2012-10-01,27.889118457300277
2012-11-01,26.775079799361606
2012-12-01,29.46920482783103
2013-01-01,34.30208333333333
2013-02-01,25.415271966527197
2013-03-01,29.11813045711351
2013-04-01,29.34420289855073
2013-05-01,31.68622848200313
2013-06-01,30.392210144927535
2013-07-01,30.529348411416265
2013-08-01,28.501548423423422
2013-09-01,28.53306233062331
2013-10-01,31.23581267217631
2013-11-01,24.92852257181943
2013-12-01,26.5941604543841
2014-01-01,25.958333333333332
2014-02-01,25.415271966527197
2014-03-01,29.11813045711351
2014-04-01,29.34420289855073
2014-05-01,29.573813249869588
2014-06-01,27.2481884057971
2014-07-01,27.25834679590738
2014-08-01,27.361486486486484
2014-09-01,26.338211382113826
2014-10-01,27.889118457300277
2014-11-01,22.158686730506158
2014-12-01,24.437877174298904
2015-01-01,21.322916666666664
2015-02-01,21.650046490004648
2015-03-01,25.99833076527992
2015-04-01,24.99691358024692
2015-05-01,28.51760563380282
2015-06-01,27.2481884057971
2015-07-01,25.07767905223479
2015-08-01,23.941300675675674
2015-09-01,23.045934959349598
2015-10-01,25.657988980716254
2015-11-01,24.005243958048336
2015-12-01,36.65681576144836
2016-01-01,92.70833333333333
2016-02-01,69.65667131566713
2016-03-01,61.35606060606061
2016-04-01,55.4279388083736
2016-05-01,46.473135106937924
2016-06-01,34.58423913043478
2016-07-01,34.890683898761445
2016-08-01,30.7816722972973
2016-09-01,31.825338753387538
2016-10-01,30.1202479338843
2016-11-01,27.698358413132695
2016-12-01,28.031682641107565
2017-01-01,26.885416666666664
2017-02-01,28.23919107391911
2017-03-01,27.038263995891118
2017-04-01,31.517847557702634
2017-05-01,31.68622848200313
2017-06-01,29.344202898550723
2017-07-01,37.07135164243404
2017-08-01,29.64161036036036
2017-09-01,26.338211382113826
2017-10-01,29.00468319559229
2017-11-01,30.468194254445965
2017-12-01,28.750443734469297
2018-01-01,25.031249999999996
2018-02-01,25.415271966527197
2018-03-01,27.038263995891118
2018-04-01,29.34420289855073
2018-05-01,30.63002086593636
2018-06-01,28.29619565217391
2018-07-01,27.25834679590738
2018-08-01,25.08136261261261
2018-09-01,28.53306233062331
2018-10-01,27.889118457300277
2018-11-01,27.698358413132695
2018-12-01,29.46920482783103
2019-01-01,25.958333333333332
2019-02-01,25.415271966527197
2019-03-01,25.99833076527992
2019-04-01,26.08373590982287
2019-05-01,30.63002086593636
2019-06-01,30.392210144927535
2019-07-01,29.43901453957997
2019-08-01,25.08136261261261
2019-09-01,26.338211382113826
2019-10-01,26.773553719008266
2019-11-01,27.698358413132695
2019-12-01,30.187965921192763
2020-01-01,25.958333333333332
2020-02-01,25.415271966527197
2020-03-01,16.63893168977915
2020-04-01,14.128690284487387
2020-05-01,19.01173708920188
2020-06-01,22.008152173913043
2020-07-01,23.987345180398492
2020-08-01,23.941300675675674
2020-09-01,31.825338753387538
2020-10-01,27.889118457300277
2020-11-01,25.851801185590517
2020-12-01,29.46920482783103
2021-01-01,27.812499999999996
2021-02-01,29.180497443049745
2021-03-01,25.99833076527992
2021-04-01,28.257380568974774
2021-05-01,29.573813249869588
2021-06-01,29.344202898550723
2021-07-01,32.71001615508885
2021-08-01,34.201858108108105
2021-09-01,34.020189701897024
2021-10-01,34.58250688705235
2021-11-01,36.9311445508436
2021-12-01,45.28194888178914
2022-01-01,38.9375
2022-02-01,35.769642026964206
2022-03-01,37.43759630200309
2022-04-01,34.778314546430494
2022-05-01,35.91105894627022
2022-06-01,33.53623188405797
2022-07-01,38.16168551427033
2022-08-01,36.48198198198198
2022-09-01,35.117615176151766
2022-10-01,39.044765840220386
2022-11-01,39.700980392156865
