date,engagement ring
2014-02-01,52.67032564946945
2014-03-01,49.74358974358974
2014-04-01,46.56618819776714
2014-05-01,46.242905788876264
2014-06-01,42.81981981981982
2014-07-01,45.414758269720096
2014-08-01,39.9985632183908
2014-09-01,46.45505171042163
2014-10-01,44.111368909512755
2014-11-01,41.52905198776758
2014-12-01,41.98647342995169
2015-01-01,40.21625344352617
2015-02-01,47.701427003293084
2015-03-01,42.005698005698
2015-04-01,42.23444976076555
2015-05-01,40.077185017026096
2015-06-01,41.8003003003003
2015-07-01,43.44020356234096
2015-08-01,43.900862068965516
2015-09-01,44.29435163086713
2015-10-01,38.8600154679041
2015-11-01,42.45191980971797
2015-12-01,43.73590982286634
2016-01-01,52.374655647382916
2016-02-01,49.688986461763626
2016-03-01,51.95441595441595
2016-04-01,49.814992025518336
2016-05-01,46.242905788876264
2016-06-01,42.81981981981982
2016-07-01,49.36386768447837
2016-08-01,46.82758620689655
2016-09-01,51.85680190930786
2016-10-01,50.41299303944315
2016-11-01,42.45191980971797
2016-12-01,48.109500805152976
2017-01-01,45.827823691460054
2017-02-01,43.72630808635199
2017-03-01,42.005698005698
2017-04-01,44.400318979266345
2017-05-01,41.1048051456678
2017-06-01,43.83933933933934
2017-07-01,44.42748091603053
2017-08-01,42.92528735632184
2017-09-01,43.21400159108989
2017-10-01,46.211910286156225
2017-11-01,63.67787971457695
2017-12-01,50.73365539452496
2018-01-01,58.921487603305785
2018-02-01,43.72630808635199
2018-03-01,48.63817663817663
2018-04-01,42.23444976076555
2018-05-01,46.242905788876264
2018-06-01,45.87837837837838
2018-07-01,52.32569974554707
2018-08-01,47.803160919540225
2018-09-01,45.374701670644384
2018-10-01,44.111368909512755
2018-11-01,45.22052327556914
2018-12-01,45.48534621578099
2019-01-01,43.02203856749311
2019-02-01,47.701427003293084
2019-03-01,59.692307692307686
2019-04-01,41.15151515151515
2019-05-01,38.02194475974271
2019-06-01,42.81981981981982
2019-07-01,43.44020356234096
2019-08-01,40.974137931034484
2019-09-01,43.21400159108989
2019-10-01,38.8600154679041
2019-11-01,40.60618416581719
2019-12-01,41.111755233494364
2020-01-01,38.34573002754821
2020-02-01,38.75740944017563
2020-03-01,30.95156695156695
2020-04-01,31.40510366826156
2020-05-01,31.85622398789254
2020-06-01,36.7027027027027
2020-07-01,41.46564885496183
2020-08-01,39.9985632183908
2020-09-01,42.13365155131264
2020-10-01,48.31245166279969
2020-11-01,42.45191980971797
2020-12-01,46.36006441223832
2021-01-01,42.08677685950413
2021-02-01,45.71386754482254
2021-03-01,42.005698005698
2021-04-01,43.317384370015944
2021-05-01,39.0495648883844
2021-06-01,37.72222222222222
2021-07-01,38.50381679389313
2021-08-01,39.02298850574712
2021-09-01,43.21400159108989
2021-10-01,43.061098221191024
2021-11-01,42.45191980971797
2021-12-01,42.86119162640902
2022-01-01,56.11570247933884
2022-02-01,44.72008781558726
2022-03-01,43.11111111111111
2022-04-01,56.31259968102073
2022-05-01,40.077185017026096
2022-06-01,37.72222222222222
2022-07-01,40.478371501272264
2022-08-01,38.047413793103445
2022-09-01,39.972951471758144
2022-10-01,38.8600154679041
2022-11-01,35.06897723411485
2022-12-01,35.8634460547504
2023-01-01,37.41046831955923
2023-02-01,38.75740944017563
2023-03-01,36.47863247863248
2023-04-01,38.985645933014354
2023-05-01,36.994324631101016
2023-06-01,34.66366366366366
2023-07-01,37.51653944020356
2023-08-01,46.82758620689655
2023-09-01,38.8926014319809
2023-10-01,36.75947409126063
2023-11-01,39.6833163438668
2023-12-01,40.237037037037034
2024-01-01,40.21625344352617
2024-02-01,38.75740944017563
2024-03-01,39.794871794871796
2024-04-01,38.985645933014354
2024-05-01,36.994324631101016
2024-06-01,43.83933933933934
2024-07-01,38.50381679389313
2024-08-01,39.02298850574712
2024-09-01,42.13365155131264
2024-10-01,38.8600154679041
2024-11-01,39.6833163438668
2024-12-01,45.48534621578099
2025-01-01,50.50413223140496
2025-02-01,44.72008781558726
2025-03-01,47.53276353276353
2025-04-01,42.23444976076555
2025-05-01,42.13242527430949
2025-06-01,46.8978978978979
2025-07-01,47.38931297709924
2025-08-01,83.89942528735632
2025-09-01,50.77645186953062
2025-10-01,50.41299303944315
2025-11-01,47.066258919469924
2025-12-01,50.73365539452496
