date,new car
2004-01-01,59.44326893590924
2004-02-01,56.24105197634609
2004-03-01,59.845173041894355
2004-04-01,59.06291895185863
2004-05-01,60.40954922894424
2004-06-01,56.891774891774894
2004-07-01,53.533416183374754
2004-08-01,60.26712525078819
2004-09-01,59.53108403623868
2004-10-01,56.217834814083574
2004-11-01,56.552797087057264
2004-12-01,53.92866161616161
2005-01-01,52.39067770622509
2005-02-01,52.15079365079365
2005-03-01,53.860655737704924
2005-04-01,51.05438756855576
2005-05-01,51.64042111506524
2005-06-01,56.891774891774894
2005-07-01,54.4407622203811
2005-08-01,54.6170822585268
2005-09-01,51.31990003124024
2005-10-01,47.56893715037841
2005-11-01,43.502151605428665
2005-12-01,47.70612373737374
2006-01-01,49.36813860778903
2006-02-01,44.992841581076874
2006-03-01,43.88646023072253
2006-04-01,53.05652041438148
2006-05-01,49.69172597864768
2006-06-01,52.15079365079365
2006-07-01,51.71872410936205
2006-08-01,50.850386930352535
2006-09-01,49.267104029990634
2006-10-01,47.56893715037841
2006-11-01,45.677259185700095
2006-12-01,44.59485479797979
2007-01-01,45.338086476540944
2007-02-01,43.970276999688764
2007-03-01,42.88904068002429
2007-04-01,47.05012187690433
2007-05-01,45.79433570581257
2007-06-01,46.46161616161616
2007-07-01,47.18199392433029
2007-08-01,47.08369160217828
2007-09-01,48.240706029365825
2007-10-01,45.40671273445212
2007-11-01,46.76481297583582
2007-12-01,44.59485479797979
2008-01-01,47.353112542164986
2008-02-01,44.992841581076874
2008-03-01,46.878718882817246
2008-04-01,44.04692260816576
2008-05-01,48.717378410438904
2008-06-01,43.61702741702742
2008-07-01,43.552609776304884
2008-08-01,41.43364860991688
2008-09-01,37.97672602311778
2008-10-01,40.00115169463639
2008-11-01,40.23949023502151
2008-12-01,41.483585858585855
2009-01-01,41.30803434529286
2009-02-01,48.060535325241204
2009-03-01,48.873557984213726
2009-04-01,50.053321145642904
2009-05-01,46.76868327402135
2009-06-01,53.0989898989899
2009-07-01,52.6260701463684
2009-08-01,52.73373459443967
