date,new car
2009-09-01,41.05592002499219
2009-10-01,40.00115169463639
2009-11-01,40.23949023502151
2009-12-01,42.520675505050505
2010-01-01,44.33057344372892
2010-02-01,40.90258325552443
2010-03-01,43.88646023072253
2010-04-01,42.04478976234004
2010-05-01,41.89694543297746
2010-06-01,44.56522366522367
2010-07-01,40.83057166528583
2010-08-01,39.55030094582975
2010-09-01,35.923930021868166
2010-10-01,40.00115169463639
2010-11-01,40.23949023502151
2010-12-01,38.37231691919192
2011-01-01,45.338086476540944
2011-02-01,43.970276999688764
2011-03-01,44.88387978142077
2011-04-01,44.04692260816576
2011-05-01,43.845640569395016
2011-06-01,43.61702741702742
2011-07-01,42.645263739298535
2011-08-01,40.49197477787332
2011-09-01,44.1351140268666
2011-10-01,45.40671273445212
2011-11-01,42.41459781529295
2011-12-01,44.59485479797979
2012-01-01,43.3230604109169
2012-02-01,47.037970743853094
2012-03-01,42.88904068002429
2012-04-01,45.047989031078615
2012-05-01,41.89694543297746
2012-06-01,42.66883116883117
2012-07-01,44.45995581331123
2012-08-01,43.31699627400401
2012-09-01,44.1351140268666
2012-10-01,42.16337611056268
2012-11-01,40.23949023502151
2012-12-01,41.483585858585855
2013-01-01,44.33057344372892
2013-02-01,41.925147836912544
2013-03-01,43.88646023072253
2013-04-01,44.04692260816576
2013-05-01,42.87129300118624
2013-06-01,43.61702741702742
2013-07-01,42.645263739298535
2013-08-01,45.200343938091144
2013-09-01,44.1351140268666
2013-10-01,44.32560052648897
2013-11-01,44.58970539556438
2013-12-01,45.63194444444444
2014-01-01,46.345599509352965
2014-02-01,48.060535325241204
2014-03-01,44.88387978142077
2014-04-01,46.04905545399147
2014-05-01,44.819988137603794
2014-06-01,45.513419913419916
2014-07-01,45.36730185031759
2014-08-01,44.258670106047575
2014-09-01,43.1087160262418
2014-10-01,44.32560052648897
2014-11-01,44.58970539556438
2014-12-01,42.520675505050505
2015-01-01,44.33057344372892
2015-02-01,43.970276999688764
2015-03-01,47.876138433515486
2015-04-01,46.04905545399147
2015-05-01,44.819988137603794
2015-06-01,45.513419913419916
2015-07-01,48.08933996133664
2015-08-01,49.90871309830897
2015-09-01,50.293502030615436
2015-10-01,48.650049358341555
2015-11-01,50.02747434624297
2015-12-01,48.74321338383838
2016-01-01,49.36813860778903
2016-02-01,51.12822906940554
2016-03-01,50.868397085610205
2016-04-01,50.053321145642904
2016-05-01,48.717378410438904
2016-06-01,46.46161616161616
2016-07-01,45.36730185031759
2016-08-01,44.258670106047575
2016-09-01,45.16151202749141
2016-10-01,46.487824942415266
2016-11-01,47.85236676597153
2016-12-01,47.70612373737374
2017-01-01,48.36062557497701
2017-02-01,50.10566448801743
2017-03-01,47.876138433515486
2017-04-01,51.05438756855576
2017-05-01,50.66607354685646
2017-06-01,47.40981240981241
2017-07-01,48.996685998343
2017-08-01,46.14201777013471
2017-09-01,49.267104029990634
2017-10-01,50.812273774267844
2017-11-01,51.11502813637868
2017-12-01,47.70612373737374
2018-01-01,48.36062557497701
2018-02-01,47.037970743853094
2018-03-01,49.870977534911965
2018-04-01,48.051188299817184
2018-05-01,47.74303084223013
2018-06-01,47.40981240981241
2018-07-01,46.27464788732394
2018-08-01,47.08369160217828
2018-09-01,48.240706029365825
2018-10-01,47.56893715037841
2018-11-01,48.939920556107246
2018-12-01,47.70612373737374
2019-01-01,49.36813860778903
2019-02-01,49.083099906629315
2019-03-01,47.876138433515486
2019-04-01,47.05012187690433
2019-05-01,45.79433570581257
2019-06-01,45.513419913419916
2019-07-01,46.27464788732394
2019-08-01,46.14201777013471
2019-09-01,50.293502030615436
2019-10-01,46.487824942415266
2019-11-01,48.939920556107246
2019-12-01,46.669034090909086
2020-01-01,51.38316467341307
2020-02-01,48.060535325241204
2020-03-01,37.901942926533096
2020-04-01,36.03839122486289
2020-05-01,45.79433570581257
2020-06-01,46.46161616161616
2020-07-01,44.45995581331123
2020-08-01,46.14201777013471
2020-09-01,48.240706029365825
2020-10-01,48.650049358341555
2020-11-01,43.502151605428665
2020-12-01,44.59485479797979
2021-01-01,46.345599509352965
2021-02-01,49.083099906629315
2021-03-01,50.868397085610205
2021-04-01,53.05652041438148
2021-05-01,54.56346381969158
2021-06-01,54.04718614718615
2021-07-01,51.71872410936205
2021-08-01,53.67540842648323
2021-09-01,52.34629803186505
2021-10-01,54.055610398157285
2021-11-01,56.552797087057264
2021-12-01,51.85448232323232
2022-01-01,55.413216804661154
2022-02-01,61.35387488328665
2022-03-01,61.840012143290835
2022-04-01,60.063985374771484
2022-05-01,56.51215895610913
2022-06-01,54.04718614718615
2022-07-01,54.4407622203811
2022-08-01,56.500429922613925
2022-09-01,59.53108403623868
2022-10-01,60.54228364593616
2022-11-01,53.29013571665011
2022-12-01,51.85448232323232
2023-01-01,57.428242870285196
2023-02-01,57.2636165577342
2023-03-01,59.845173041894355
2023-04-01,57.06078610603291
2023-05-01,59.435201660735466
2023-06-01,57.83997113997114
2023-07-01,54.4407622203811
2023-08-01,55.55875609057036
2023-09-01,57.47828803498907
2023-10-01,59.461171437973015
2023-11-01,56.552797087057264
2023-12-01,58.0770202020202
2024-01-01,58.43575590309722
2024-02-01,60.33131030189854
2024-03-01,58.847753491196116
2024-04-01,58.06185252894577
2024-05-01,59.435201660735466
2024-06-01,55.94357864357865
2024-07-01,51.71872410936205
2024-08-01,54.6170822585268
2024-09-01,60.55748203686348
2024-10-01,61.623395853899304
2024-11-01,61.990566037735846
2024-12-01,59.114109848484844
2025-01-01,67.5033731984054
2025-02-01,65.44413320883909
2025-03-01,64.83227079538555
2025-04-01,63.06718464351006
2025-05-01,63.332591933570576
2025-06-01,65.42554112554113
2025-07-01,84.38318144159071
2025-08-01,75.33390656348524
2025-09-01,74.92705404561075
2025-10-01,77.8400789733465
2025-11-01,91.35451837140019
2025-12-01,103.70896464646464
