date,modern art
2013-06-01,23.437397708674304
2013-07-01,24.314694759589408
2013-08-01,22.39463601532567
2013-09-01,25.062787136294027
2013-10-01,23.799822964087
2013-11-01,24.454942528735632
2013-12-01,22.480769230769226
2014-01-01,22.51169188445667
2014-02-01,20.721224677716393
2014-03-01,21.99731182795699
2014-04-01,23.449679046309033
2014-05-01,22.730555555555558
2014-06-01,22.321331151118386
2014-07-01,23.209481361426253
2014-08-01,21.27490421455939
2014-09-01,20.885655946911687
2014-10-01,21.730273141122915
2014-11-01,20.69264367816092
2014-12-01,21.54407051282051
2015-01-01,20.63571756075195
2015-02-01,20.721224677716393
2015-03-01,21.99731182795699
2015-04-01,21.57370472260431
2015-05-01,21.742270531400965
2015-06-01,21.205264593562465
2015-07-01,20.999054565099943
2015-08-01,21.27490421455939
2015-09-01,21.92993874425727
2015-10-01,22.765048052604957
2015-11-01,19.752068965517243
2015-12-01,21.54407051282051
2016-01-01,22.51169188445667
2016-02-01,24.488720073664826
2016-03-01,23.910121552127166
2016-04-01,24.387666208161395
2016-05-01,24.707125603864736
2016-06-01,22.321331151118386
2016-07-01,22.104267963263098
2016-08-01,21.27490421455939
2016-09-01,22.974221541602855
2016-10-01,23.799822964087
2016-11-01,23.514367816091955
2016-12-01,22.480769230769226
2017-01-01,23.449679046309033
2017-02-01,23.54684622467772
2017-03-01,24.866526414212252
2017-04-01,24.387666208161395
2017-05-01,23.718840579710147
2017-06-01,22.321331151118386
2017-07-01,24.314694759589408
2017-08-01,22.39463601532567
2017-09-01,22.974221541602855
2017-10-01,23.799822964087
2017-11-01,23.514367816091955
2017-12-01,21.54407051282051
2018-01-01,22.51169188445667
2018-02-01,21.6630985267035
2018-03-01,22.95371669004208
2018-04-01,22.51169188445667
2018-05-01,23.718840579710147
2018-06-01,24.553464266230222
2018-07-01,25.419908157752563
2018-08-01,25.75383141762452
2018-09-01,22.974221541602855
2018-10-01,22.765048052604957
2018-11-01,21.633218390804597
2018-12-01,22.480769230769226
2019-01-01,21.57370472260431
2019-02-01,21.6630985267035
2019-03-01,21.040906965871905
2019-04-01,20.63571756075195
2019-05-01,21.742270531400965
2019-06-01,22.321331151118386
2019-07-01,22.104267963263098
2019-08-01,21.27490421455939
2019-09-01,21.92993874425727
2019-10-01,23.799822964087
2019-11-01,20.69264367816092
2019-12-01,20.607371794871792
2020-01-01,20.63571756075195
2020-02-01,20.721224677716393
2020-03-01,16.25888265544647
2020-04-01,19.697730398899587
2020-05-01,18.7774154589372
2020-06-01,17.857064920894707
2020-07-01,18.788627768773633
2020-08-01,20.155172413793103
2020-09-01,21.92993874425727
2020-10-01,19.660723318158826
2020-11-01,16.930344827586207
2020-12-01,15.923878205128203
2021-01-01,15.945781751490141
2021-02-01,16.953729281767956
2021-03-01,18.171692379616644
2021-04-01,20.63571756075195
2021-05-01,17.78913043478261
2021-06-01,17.857064920894707
2021-07-01,19.893841166936788
2021-08-01,20.155172413793103
2021-09-01,19.841373149566103
2021-10-01,19.660723318158826
2021-11-01,18.811494252873565
2021-12-01,17.79727564102564
2022-01-01,20.63571756075195
2022-02-01,23.54684622467772
2022-03-01,25.822931276297336
2022-04-01,26.263640531866116
2022-05-01,24.707125603864736
2022-06-01,22.321331151118386
2022-07-01,24.314694759589408
2022-08-01,24.634099616858236
2022-09-01,24.01850433894844
2022-10-01,23.799822964087
2022-11-01,21.633218390804597
2022-12-01,21.54407051282051
2023-01-01,23.449679046309033
2023-02-01,23.54684622467772
2023-03-01,23.910121552127166
2023-04-01,22.51169188445667
2023-05-01,22.730555555555558
2023-06-01,23.437397708674304
2023-07-01,23.209481361426253
2023-08-01,23.514367816091955
2023-09-01,24.01850433894844
2023-10-01,23.799822964087
2023-11-01,22.573793103448278
2023-12-01,23.417467948717945
2024-01-01,22.51169188445667
2024-02-01,24.488720073664826
2024-03-01,22.95371669004208
2024-04-01,23.449679046309033
2024-05-01,23.718840579710147
2024-06-01,22.321331151118386
2024-07-01,22.104267963263098
2024-08-01,24.634099616858236
2024-09-01,26.10706993363961
2024-10-01,24.834597875569045
2024-11-01,24.454942528735632
2024-12-01,24.354166666666664
2025-01-01,22.51169188445667
2025-02-01,25.430593922651934
2025-03-01,24.866526414212252
2025-04-01,25.325653370013754
2025-05-01,23.718840579710147
2025-06-01,25.669530823786143
2025-07-01,27.630334954078872
2025-08-01,27.993295019157088
2025-09-01,26.10706993363961
2025-10-01,26.90414769853313
2025-11-01,26.33609195402299
2025-12-01,28.100961538461537
