date,sculpture for sale
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,71.45021645021644
2004-11-01,0.0
2004-12-01,81.38030992631123
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,48.85359744990892
2005-06-01,51.25776397515528
2005-07-01,0.0
2005-08-01,47.56204422488826
2005-09-01,44.021159317211946
2005-10-01,44.13101604278074
2005-11-01,46.54037676985841
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,45.06045241809672
2006-04-01,46.60673945783132
2006-05-01,0.0
2006-06-01,43.664021164021165
2006-07-01,0.0
2006-08-01,37.85550458715596
2006-09-01,39.12991939307729
2006-10-01,0.0
2006-11-01,31.687065034797218
2006-12-01,38.45443216298223
2007-01-01,34.72742922723795
2007-02-01,49.66182626896912
2007-03-01,42.91471658866355
2007-04-01,35.21398092369477
2007-05-01,31.942736794171218
2007-06-01,45.562456866804695
2007-07-01,47.14542970690512
2007-08-01,24.266349094330746
2007-09-01,29.347439544807965
2007-10-01,29.42067736185383
2007-11-01,50.501259899208065
2007-12-01,40.243010403120934
2008-01-01,45.25089262943127
2008-02-01,26.99012297226583
2008-03-01,42.91471658866355
2008-04-01,41.42821285140562
2008-05-01,42.27715163934426
2008-06-01,41.765585461237634
2008-07-01,47.14542970690512
2008-08-01,35.9141966596095
2008-09-01,44.99940730203888
2008-10-01,32.572892793481024
2008-11-01,38.61861051115911
2008-12-01,45.60874512353706
2009-01-01,45.25089262943127
2009-02-01,22.671703296703296
2009-03-01,39.696112844513785
2009-04-01,47.64244477911646
2009-05-01,53.55105874316939
2009-06-01,43.664021164021165
2009-07-01,46.12052906110283
2009-08-01,43.67942836979534
2009-09-01,62.60787102892366
2009-10-01,56.73987776928953
2009-11-01,39.60883129349652
2009-12-01,61.70594928478543
2010-01-01,52.61731701096659
2010-02-01,60.45787545787546
2010-03-01,59.00773530941238
2010-04-01,50.74956074297188
2010-05-01,65.76445810564663
2010-06-01,73.08977455716585
2010-07-01,70.71814456035767
2010-08-01,56.29792989884733
2010-09-01,52.825391180654336
2010-10-01,45.18175451998981
2010-11-01,50.501259899208065
2010-12-01,63.494527524924145
2011-01-01,70.50720479469523
2011-02-01,76.65194924123496
2011-03-01,70.80928237129486
2011-04-01,66.28514056224898
2011-05-01,67.64344262295081
2011-06-01,73.08977455716585
2011-07-01,63.54384003974168
2011-08-01,72.79904728299223
2011-09-01,75.32509483167378
2011-10-01,76.70390883626177
2011-11-01,68.3252339812815
2011-12-01,64.3888166449935
2012-01-01,69.4548584544759
2012-02-01,74.49273940345368
2012-03-01,81.53796151846075
2012-04-01,78.71360441767067
2012-05-01,76.09887295081967
2012-06-01,71.19133885438232
2012-07-01,75.8426477893691
2012-08-01,71.828393319219
2012-09-01,72.39035087719299
2012-10-01,56.73987776928953
2012-11-01,64.36435085193185
2012-12-01,62.60023840485479
2013-01-01,74.71659015557256
2013-02-01,84.20918367346938
2013-03-01,91.19377275091004
2013-04-01,74.57078313253011
2013-05-01,81.73582650273224
2013-06-01,84.48038877386703
2013-07-01,88.14145553899652
2013-08-01,85.41754881204422
2013-09-01,72.39035087719299
2013-10-01,76.70390883626177
2013-11-01,83.1785457163427
2013-12-01,76.90886432596446
2014-01-01,78.92597551644988
2014-02-01,88.52760334903192
2014-03-01,82.61082943317733
2014-04-01,83.89213102409637
2014-05-01,81.73582650273224
2014-06-01,84.48038877386703
2014-07-01,80.96715101838052
2014-08-01,87.35885673959068
2014-09-01,74.34684684684684
2014-10-01,68.29800101858925
2014-11-01,78.22744180465563
2014-12-01,73.33170784568703
2015-01-01,84.18770721754655
2015-02-01,84.20918367346938
2015-03-01,68.66354654186168
2015-04-01,83.89213102409637
2015-05-01,81.73582650273224
2015-06-01,66.44524959742351
2015-07-01,76.86754843517139
2015-08-01,82.50558692072453
2015-09-01,83.15107871028924
2015-10-01,79.85612426788896
2015-11-01,73.27633789296857
2015-12-01,70.64884048547897
2016-01-01,96.81586330017853
2016-02-01,97.16444270015698
2016-03-01,85.8294331773271
2016-04-01,92.1777735943775
2016-05-01,91.13074908925317
2016-06-01,83.53117092247527
2016-07-01,90.19125683060109
2016-08-01,86.38820277581745
2016-09-01,87.06407064959697
2016-10-01,80.90686274509802
2016-11-01,76.2470002399808
2016-12-01,81.38030992631123
2017-01-01,99.97290232083652
2017-02-01,96.08483778126634
2017-03-01,84.75656526261051
2017-04-01,89.07065763052208
2017-05-01,76.09887295081967
2017-06-01,68.34368530020704
2017-07-01,80.96715101838052
2017-08-01,74.7403552105387
2017-09-01,68.47735893788526
2017-10-01,76.70390883626177
2017-11-01,70.30567554595633
2017-12-01,74.2259969657564
2018-01-01,79.97832185666923
2018-02-01,79.89076399790686
2018-03-01,79.39222568902757
2018-04-01,76.64219377510038
2018-05-01,83.61481102003643
2018-06-01,78.78508166551644
2018-07-01,96.3406607054148
2018-08-01,79.59362502940485
2018-09-01,75.32509483167378
2018-10-01,71.45021645021644
2018-11-01,76.2470002399808
2018-12-01,76.0145752058951
2019-01-01,85.24005355776588
2019-02-01,64.77629513343798
2019-03-01,74.02788611544462
2019-04-01,70.42796184738954
2019-05-01,77.97785746812386
2019-06-01,73.08977455716585
2019-07-01,65.59364133134625
2019-08-01,66.00446953657962
2019-09-01,66.52086296823138
2019-10-01,63.04430863254392
2019-11-01,64.36435085193185
2019-12-01,67.07168400520156
2020-01-01,73.66424381535323
2020-02-01,79.89076399790686
2020-03-01,50.42479199167967
2020-04-01,63.17802459839356
2020-05-01,70.4619193989071
2020-06-01,63.59759604324822
2020-07-01,84.04185295578738
2020-08-01,77.65231710185839
2020-09-01,77.28159080132764
2020-10-01,83.00833969951616
2020-11-01,77.23722102231822
2020-12-01,76.0145752058951
2021-01-01,83.13536087732722
2021-02-01,83.12957875457876
2021-03-01,78.31935777431097
2021-04-01,81.82072038152609
2021-05-01,78.91734972677595
2021-06-01,71.19133885438232
2021-07-01,65.59364133134625
2021-08-01,70.85773935544577
2021-09-01,79.23808677098151
2021-10-01,81.95760122230709
2021-11-01,79.21766258699304
2021-12-01,62.60023840485479
2022-01-01,72.6118974751339
2022-02-01,80.97036891679748
2022-03-01,79.39222568902757
2022-04-01,91.14206827309235
2022-05-01,72.34090391621129
2022-06-01,65.49603174603175
2022-07-01,77.89244908097368
2022-08-01,75.71100917431193
2022-09-01,66.52086296823138
2022-10-01,78.80538579067989
2022-11-01,67.33501319894408
2022-12-01,59.02308192457737
2023-01-01,82.08301453710789
2023-02-01,82.04997383568812
2023-03-01,74.02788611544462
2023-04-01,69.3922565261044
2023-05-01,63.885473588342435
2023-06-01,67.39446744881528
2023-07-01,75.8426477893691
2023-08-01,67.94577746412608
2023-09-01,67.49911095305832
2023-10-01,67.24726254138018
2023-11-01,72.28611711063115
2023-12-01,51.868768964022536
2024-01-01,73.66424381535323
2024-02-01,66.93550497121926
2024-03-01,74.02788611544462
2024-04-01,65.24943524096385
2024-05-01,56.36953551912568
2024-06-01,61.69916034046469
2024-07-01,60.469138102334824
2024-08-01,60.180545753940244
2024-09-01,71.41210289236605
2024-10-01,65.14578558696205
2024-11-01,69.31545476361892
2024-12-01,59.02308192457737
2025-01-01,72.6118974751339
2025-02-01,76.65194924123496
2025-03-01,70.80928237129486
2025-04-01,67.32084588353412
2025-05-01,73.28039617486338
2025-06-01,63.59759604324822
2025-07-01,81.99205166418281
2025-08-01,70.85773935544577
2025-09-01,65.54261498340446
2025-10-01,69.34873949579831
2025-11-01,98.0318574514039
2025-12-01,89.4289120069354
