date,Hermes bag
2011-10-01,19.084821428571427
2011-11-01,18.860294117647058
2011-12-01,17.65055467511886
2012-01-01,18.713521400778212
2012-02-01,19.914596273291927
2012-03-01,19.14390756302521
2012-04-01,21.54255319148936
2012-05-01,22.10239085239085
2012-06-01,24.207380457380456
2012-07-01,17.973372781065088
2012-08-01,16.116573033707866
2012-09-01,23.011363636363637
2012-10-01,16.07142857142857
2012-11-01,17.86764705882353
2012-12-01,16.84825673534073
2013-01-01,24.623054474708173
2013-02-01,17.81832298136646
2013-03-01,22.334558823529413
2013-04-01,20.465425531914892
2013-05-01,19.997401247401246
2013-06-01,19.997401247401246
2013-07-01,16.974852071005916
2013-08-01,23.700842696629213
2013-09-01,20.91942148760331
2013-10-01,20.08928571428571
2013-11-01,19.852941176470587
2013-12-01,18.452852614896987
2014-01-01,18.713521400778212
2014-02-01,20.962732919254663
2014-03-01,21.271008403361343
2014-04-01,18.31117021276596
2014-05-01,18.944906444906444
2014-06-01,17.89241164241164
2014-07-01,16.974852071005916
2014-08-01,17.064606741573034
2014-09-01,17.78150826446281
2014-10-01,19.084821428571427
2014-11-01,19.852941176470587
2014-12-01,13.639064976228209
2015-01-01,15.75875486381323
2015-02-01,15.722049689440995
2015-03-01,14.889705882352942
2015-04-01,16.15691489361702
2015-05-01,21.04989604989605
2015-06-01,21.04989604989605
2015-07-01,20.968934911242602
2015-08-01,19.908707865168537
2015-09-01,17.78150826446281
2015-10-01,17.075892857142854
2015-11-01,18.860294117647058
2015-12-01,19.25515055467512
2016-01-01,24.623054474708173
2016-02-01,22.010869565217394
2016-03-01,21.271008403361343
2016-04-01,23.6968085106383
2016-05-01,23.154885654885653
2016-06-01,23.154885654885653
2016-07-01,20.968934911242602
2016-08-01,18.0126404494382
2016-09-01,21.96539256198347
2016-10-01,20.08928571428571
2016-11-01,19.852941176470587
2016-12-01,18.452852614896987
2017-01-01,18.713521400778212
2017-02-01,20.962732919254663
2017-03-01,19.14390756302521
2017-04-01,20.465425531914892
2017-05-01,21.04989604989605
2017-06-01,21.04989604989605
2017-07-01,20.968934911242602
2017-08-01,20.856741573033705
2017-09-01,21.96539256198347
2017-10-01,19.084821428571427
2017-11-01,22.830882352941174
2017-12-01,20.057448494453247
2018-01-01,21.66828793774319
2018-02-01,24.10714285714286
2018-03-01,23.39810924369748
2018-04-01,21.54255319148936
2018-05-01,21.04989604989605
2018-06-01,24.207380457380456
2018-07-01,22.965976331360945
2018-08-01,23.700842696629213
2018-09-01,21.96539256198347
2018-10-01,20.08928571428571
2018-11-01,20.845588235294116
2018-12-01,18.452852614896987
2019-01-01,21.66828793774319
2019-02-01,20.962732919254663
2019-03-01,24.461659663865547
2019-04-01,23.6968085106383
2019-05-01,28.417359667359666
2019-06-01,25.25987525987526
2019-07-01,24.96301775147929
2019-08-01,21.804775280898877
2019-09-01,24.057334710743802
2019-10-01,24.107142857142854
2019-11-01,26.801470588235293
2019-12-01,21.662044374009508
2020-01-01,24.623054474708173
2020-02-01,24.10714285714286
2020-03-01,17.016806722689076
2020-04-01,17.23404255319149
2020-05-01,19.997401247401246
2020-06-01,23.154885654885653
2020-07-01,25.96153846153846
2020-08-01,31.28511235955056
2020-09-01,26.149276859504134
2020-10-01,31.138392857142854
2020-11-01,24.816176470588232
2020-12-01,23.266640253565768
2021-01-01,26.592898832684828
2021-02-01,32.49223602484472
2021-03-01,25.525210084033613
2021-04-01,28.00531914893617
2021-05-01,30.52234927234927
2021-06-01,31.574844074844073
2021-07-01,30.954142011834318
2021-08-01,28.441011235955056
2021-09-01,32.42510330578513
2021-10-01,32.14285714285714
2021-11-01,39.705882352941174
2021-12-01,29.685023771790807
2022-01-01,37.427042801556425
2022-02-01,38.78105590062112
2022-03-01,41.47846638655462
2022-04-01,39.85372340425532
2022-05-01,34.732328482328484
2022-06-01,33.67983367983368
2022-07-01,38.94230769230769
2022-08-01,35.07724719101123
2022-09-01,35.56301652892562
2022-10-01,38.169642857142854
2022-11-01,32.75735294117647
2022-12-01,32.894215530903324
2023-01-01,38.41196498054475
2023-02-01,37.73291925465839
2023-03-01,41.47846638655462
2023-04-01,43.08510638297872
2023-05-01,42.0997920997921
2023-06-01,41.04729729729729
2023-07-01,45.93195266272189
2023-08-01,36.973314606741575
2023-09-01,40.79287190082645
2023-10-01,34.15178571428571
2023-11-01,38.713235294117645
2023-12-01,44.126386687797144
2024-01-01,44.32149805447471
2024-02-01,49.26242236024845
2024-03-01,55.304621848739494
2024-04-01,52.77925531914894
2024-05-01,51.57224532224532
2024-06-01,53.67723492723492
2024-07-01,47.928994082840234
2024-08-01,58.77808988764045
2024-09-01,51.2525826446281
2024-10-01,49.21874999999999
2024-11-01,60.55147058823529
2024-12-01,80.22979397781299
2025-01-01,74.85408560311285
2025-02-01,58.69565217391305
2025-03-01,65.94012605042016
2025-04-01,63.55053191489362
2025-05-01,51.57224532224532
2025-06-01,49.46725571725571
2025-07-01,59.91124260355029
2025-08-01,52.14185393258427
2025-09-01,48.114669421487605
2025-10-01,43.19196428571428
2025-11-01,50.62499999999999
2025-12-01,57.765451664025356
