date,Michelin star restaurant
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,6.829766536964981
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,7.52720450281426
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,5.946640316205534
2006-10-01,7.866666666666666
2006-11-01,3.76360225140713
2006-12-01,5.45108695652174
2007-01-01,3.9027237354085607
2007-02-01,0.0
2007-03-01,3.5567375886524824
2007-04-01,0.0
2007-05-01,7.485074626865673
2007-06-01,6.829766536964981
2007-07-01,5.278947368421053
2007-08-01,4.74905303030303
2007-09-01,4.955533596837945
2007-10-01,6.883333333333333
2007-11-01,7.52720450281426
2007-12-01,6.359601449275363
2008-01-01,5.854085603112841
2008-02-01,7.598484848484849
2008-03-01,5.927895981087471
2008-04-01,8.033180778032037
2008-05-01,5.346481876332624
2008-06-01,4.878404669260701
2008-07-01,4.3991228070175445
2008-08-01,5.698863636363637
2008-09-01,5.946640316205534
2008-10-01,5.8999999999999995
2008-11-01,5.645403377110695
2008-12-01,5.45108695652174
2009-01-01,6.829766536964981
2009-02-01,6.512987012987013
2009-03-01,8.29905437352246
2009-04-01,5.737986270022883
2009-05-01,6.415778251599148
2009-06-01,5.854085603112841
2009-07-01,6.158771929824562
2009-08-01,9.49810606060606
2009-09-01,7.928853754940712
2009-10-01,10.816666666666666
2009-11-01,9.409005628517825
2009-12-01,9.085144927536232
2010-01-01,9.756809338521402
2010-02-01,10.854978354978355
2010-03-01,9.484633569739954
2010-04-01,9.180778032036613
2010-05-01,10.692963752665248
2010-06-01,10.732490272373543
2010-07-01,10.557894736842107
2010-08-01,9.49810606060606
2010-09-01,8.9199604743083
2010-10-01,10.816666666666666
2010-11-01,9.409005628517825
2010-12-01,8.17663043478261
2011-01-01,11.708171206225682
2011-02-01,9.76948051948052
2011-03-01,10.670212765957448
2011-04-01,12.623569794050344
2011-05-01,8.554371002132198
2011-06-01,10.732490272373543
2011-07-01,13.197368421052632
2011-08-01,16.146780303030305
2011-09-01,9.91106719367589
2011-10-01,12.783333333333333
2011-11-01,10.349906191369607
2011-12-01,9.993659420289855
2012-01-01,11.708171206225682
2012-02-01,10.854978354978355
2012-03-01,11.855791962174942
2012-04-01,14.918764302059497
2012-05-01,11.762260127931773
2012-06-01,11.708171206225682
2012-07-01,12.317543859649124
2012-08-01,17.09659090909091
2012-09-01,13.875494071146246
2012-10-01,12.783333333333333
2012-11-01,11.29080675422139
2012-12-01,11.810688405797103
2013-01-01,12.683852140077821
2013-02-01,13.025974025974026
2013-03-01,13.041371158392437
2013-04-01,12.623569794050344
2013-05-01,13.900852878464821
2013-06-01,12.683852140077821
2013-07-01,14.077192982456141
2013-08-01,13.297348484848484
2013-09-01,12.884387351778656
2013-10-01,12.783333333333333
2013-11-01,13.172607879924955
2013-12-01,11.810688405797103
2014-01-01,13.659533073929962
2014-02-01,13.025974025974026
2014-03-01,11.855791962174942
2014-04-01,13.77116704805492
2014-05-01,13.900852878464821
2014-06-01,13.659533073929962
2014-07-01,14.077192982456141
2014-08-01,14.247159090909092
2014-09-01,14.866600790513834
2014-10-01,15.733333333333333
2014-11-01,14.113508442776737
2014-12-01,14.536231884057973
2015-01-01,17.56225680933852
2015-02-01,17.36796536796537
2015-03-01,17.783687943262414
2015-04-01,17.21395881006865
2015-05-01,18.17803837953092
2015-06-01,13.659533073929962
2015-07-01,14.957017543859651
2015-08-01,16.146780303030305
2015-09-01,15.857707509881424
2015-10-01,18.683333333333334
2015-11-01,15.995309568480302
2015-12-01,16.35326086956522
2016-01-01,21.464980544747085
2016-02-01,23.88095238095238
2016-03-01,21.340425531914896
2016-04-01,20.65675057208238
2016-05-01,23.524520255863546
2016-06-01,22.440661478599225
2016-07-01,20.235964912280703
2016-08-01,20.895833333333332
2016-09-01,20.813241106719367
2016-10-01,21.633333333333333
2016-11-01,19.75891181988743
2016-12-01,19.98731884057971
2017-01-01,26.343385214007785
2017-02-01,24.966450216450216
2017-03-01,27.268321513002366
2017-04-01,26.394736842105264
2017-05-01,25.663113006396593
2017-06-01,22.440661478599225
2017-07-01,22.87543859649123
2017-08-01,21.84564393939394
2017-09-01,24.777667984189726
2017-10-01,22.616666666666667
2017-11-01,21.640712945590998
2017-12-01,21.80434782608696
2018-01-01,28.294747081712064
2018-02-01,27.13744588744589
2018-03-01,30.825059101654848
2018-04-01,30.98512585812357
2018-05-01,28.871002132196168
2018-06-01,29.270428015564207
2018-07-01,27.274561403508773
2018-08-01,28.494318181818183
2018-09-01,34.68873517786562
2018-10-01,26.549999999999997
2018-11-01,29.167917448405255
2018-12-01,37.249094202898554
2019-01-01,38.05155642023347
2019-02-01,36.90692640692641
2019-03-01,34.38179669030733
2019-04-01,32.13272311212815
2019-05-01,34.21748400852879
2019-06-01,35.12451361867704
2019-07-01,30.79385964912281
2019-08-01,34.19318181818182
2019-09-01,33.69762845849802
2019-10-01,29.5
2019-11-01,27.28611632270169
2019-12-01,27.2554347826087
2020-01-01,34.1488326848249
2020-02-01,30.393939393939394
2020-03-01,17.783687943262414
2020-04-01,16.066361556064074
2020-05-01,14.970149253731346
2020-06-01,14.635214007782103
2020-07-01,15.836842105263159
2020-08-01,16.146780303030305
2020-09-01,19.82213438735178
2020-10-01,19.666666666666664
2020-11-01,16.936210131332086
2020-12-01,15.444746376811596
2021-01-01,18.537937743190664
2021-02-01,21.70995670995671
2021-03-01,23.711583924349885
2021-04-01,28.689931350114417
2021-05-01,33.14818763326227
2021-06-01,33.173151750972764
2021-07-01,32.55350877192983
2021-08-01,32.29356060606061
2021-09-01,36.67094861660079
2021-10-01,33.43333333333333
2021-11-01,30.10881801125704
2021-12-01,32.70652173913044
2022-01-01,43.90564202334631
2022-02-01,53.18939393939394
2022-03-01,53.351063829787236
2022-04-01,56.23226544622426
2022-05-01,54.53411513859276
2022-06-01,53.66245136186771
2022-07-01,52.78947368421053
2022-08-01,52.239583333333336
2022-09-01,46.58201581027668
2022-10-01,48.18333333333333
2022-11-01,44.22232645403378
2022-12-01,58.14492753623189
2023-01-01,67.32198443579767
2023-02-01,62.95887445887446
2023-03-01,64.02127659574468
2023-04-01,64.2654462242563
2023-05-01,60.94989339019191
2023-06-01,63.41926070038911
2023-07-01,65.10701754385966
2023-08-01,56.03882575757576
2023-09-01,58.47529644268775
2023-10-01,53.099999999999994
2023-11-01,49.86772983114447
2023-12-01,53.60235507246377
2024-01-01,67.32198443579767
2024-02-01,66.21536796536796
2024-03-01,64.02127659574468
2024-04-01,63.117848970251714
2024-05-01,60.94989339019191
2024-06-01,61.46789883268483
2024-07-01,63.347368421052636
2024-08-01,62.6875
2024-09-01,63.430830039525695
2024-10-01,62.93333333333333
2024-11-01,60.21763602251408
2024-12-01,59.96195652173914
2025-01-01,62.44357976653697
2025-02-01,65.12987012987013
2025-03-01,72.32033096926715
2025-04-01,68.8558352402746
2025-05-01,68.43496801705759
2025-06-01,68.2976653696498
2025-07-01,75.66491228070176
2025-08-01,70.28598484848484
2025-09-01,61.448616600790515
2025-10-01,68.83333333333333
2025-11-01,94.09005628517825
2025-12-01,76.31521739130436
