date,SimplyHired
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,17.653721682847898
2005-11-01,20.54003170828379
2005-12-01,16.44487510766581
2006-01-01,16.583512160228896
2006-02-01,23.952844597174494
2006-03-01,25.424123788217752
2006-04-01,30.4455350269438
2006-05-01,19.45289039039039
2006-06-01,21.250846883468835
2006-07-01,21.68986083499006
2006-08-01,15.643556005398112
2006-09-01,29.108858057630737
2006-10-01,17.653721682847898
2006-11-01,18.37792310741181
2006-12-01,18.794142980189495
2007-01-01,18.53451359084406
2007-02-01,17.704276441389844
2007-03-01,22.37322893363162
2007-04-01,17.847382602001538
2007-05-01,28.66741741741742
2007-06-01,23.098746612466126
2007-07-01,24.40109343936382
2007-08-01,22.085020242914982
2007-09-01,28.138562789043046
2007-10-01,34.32668104998203
2007-11-01,29.188466111771703
2007-12-01,32.88975021533162
2008-01-01,41.94653075822603
2008-02-01,45.82283314242077
2008-03-01,50.848247576435504
2008-04-01,59.84122401847575
2008-05-01,59.382507507507505
2008-06-01,60.05674119241193
2008-07-01,65.06958250497019
2008-08-01,63.49443319838058
2008-09-01,58.217716115261474
2008-10-01,68.65336209996406
2008-11-01,72.43063812921126
2008-12-01,72.8273040482343
2009-01-01,79.01555793991416
2009-02-01,88.52138220694921
2009-03-01,95.59470544369874
2009-04-01,93.43629715165513
2009-05-01,84.97841591591592
2009-06-01,84.0794376693767
2009-07-01,82.24072233267064
2009-08-01,67.17526990553307
2009-09-01,68.89096406972608
2009-10-01,63.74955052139519
2009-11-01,70.26852952833929
2009-12-01,63.430232558139544
2010-01-01,66.33404864091558
2010-02-01,67.69282168766705
2010-03-01,73.22147651006712
2010-04-01,69.28983833718245
2010-05-01,68.59703453453453
2010-06-01,69.29623983739837
2010-07-01,61.454605699138504
2010-08-01,63.49443319838058
2010-09-01,66.9503735325507
2010-10-01,65.71107515282273
2010-11-01,67.02536662703132
2010-12-01,70.4780361757106
2011-01-01,79.99105865522174
2011-02-01,79.14852997327225
2011-03-01,82.37416107382552
2011-04-01,85.03752886836028
2011-05-01,88.04992492492492
2011-06-01,85.927337398374
2011-07-01,84.0482107355865
2011-08-01,92.02091767881242
2011-09-01,87.32657417289221
2011-10-01,87.28784609852572
2011-11-01,85.40328973444312
2011-12-01,83.39900947459088
2012-01-01,78.04005722460657
2012-02-01,58.31996945399007
2012-03-01,66.10272184936615
2012-04-01,69.28983833718245
2012-05-01,67.5731981981982
2012-06-01,66.52439024390245
2012-07-01,62.35834990059643
2012-08-01,61.65401484480433
2012-09-01,60.158306652436856
2012-10-01,54.92268967997124
2012-11-01,51.89060642092747
2012-12-01,50.50925925925927
2013-01-01,53.65253934191702
2013-02-01,49.988545246277205
2013-03-01,45.76342281879195
2013-04-01,47.243071593533486
2013-05-01,47.09647147147147
2013-06-01,41.577743902439025
2013-07-01,37.053512259774685
2013-08-01,38.648785425101224
2013-09-01,37.84151547491996
2013-10-01,49.03811578568861
2013-11-01,38.9179548156956
2013-12-01,42.28682170542636
2014-01-01,44.87303290414878
2014-02-01,51.029973272241314
2014-03-01,54.916107382550344
2014-04-01,57.74153194765204
2014-05-01,50.16798048048048
2014-06-01,49.893292682926834
2014-07-01,51.513419483101394
2014-08-01,51.53171390013496
2014-09-01,55.3068303094984
2014-10-01,47.07659115426107
2014-11-01,39.99900911613159
2014-12-01,36.41365202411715
2015-01-01,41.94653075822603
2015-02-01,34.36712485681558
2015-03-01,36.61073825503356
2015-04-01,36.74461123941494
2015-05-01,37.88194444444444
2015-06-01,29.56639566395664
2015-07-01,32.53479125248509
2015-08-01,28.526484480431854
2015-09-01,31.04944859480612
2015-10-01,26.48058252427185
2015-11-01,27.02635751089972
2015-12-01,25.841946597760554
2016-01-01,26.33851931330472
2016-02-01,27.07712867506682
2016-03-01,26.441088739746462
2016-04-01,24.146458814472673
2016-05-01,24.57207207207207
2016-06-01,23.098746612466126
2016-07-01,15.363651424784626
2016-08-01,16.563765182186238
2016-09-01,13.584133760227678
2016-10-01,12.749910104279039
2016-11-01,15.134760206103845
2016-12-01,11.746339362618434
2017-01-01,14.632510729613733
2017-02-01,16.662848415425735
2017-03-01,18.30536912751678
2017-04-01,17.847382602001538
2017-05-01,18.429054054054053
2017-06-01,17.555047425474257
2017-07-01,18.978628230616305
2017-08-01,19.324392712550612
2017-09-01,18.435610103166134
2017-10-01,20.596008629989214
2017-11-01,21.62108600871978
2017-12-01,21.14341085271318
2018-01-01,21.461015736766807
2018-02-01,24.994272623138603
2018-03-01,24.407158836689042
2018-04-01,24.146458814472673
2018-05-01,27.64358108108108
2018-06-01,24.02269647696477
2018-07-01,22.59360503644798
2018-08-01,21.16481106612686
2018-09-01,19.405905371753825
2018-10-01,22.557533261416758
2018-11-01,20.54003170828379
2018-12-01,22.318044788975026
2019-01-01,21.461015736766807
2019-02-01,23.952844597174494
2019-03-01,20.3392990305742
2019-04-01,24.146458814472673
2019-05-01,24.57207207207207
2019-06-01,32.33824525745258
2019-07-01,60.550861497680586
2019-08-01,69.93589743589745
2019-09-01,65.00978299537532
2019-10-01,68.65336209996406
2019-11-01,67.02536662703132
2019-12-01,65.77950043066323
2020-01-01,53.65253934191702
2020-02-01,43.73997709049255
2020-03-01,28.47501864280388
2020-04-01,22.04676674364896
2020-05-01,23.548235735735734
2020-06-01,44.34959349593496
2020-07-01,47.89844267726972
2020-08-01,47.850877192982466
2020-09-01,49.48505869797225
2020-10-01,46.09582883854729
2020-11-01,43.24217201743956
2020-12-01,38.76291989664083
2021-01-01,40.97103004291845
2021-02-01,36.4499809087438
2021-03-01,36.61073825503356
2021-04-01,31.49538106235566
2021-05-01,40.95345345345345
2021-06-01,42.50169376693767
2021-07-01,37.95725646123261
2021-08-01,38.648785425101224
2021-09-01,41.72269654927072
2021-10-01,39.230492628550884
2021-11-01,34.593737613951646
2021-12-01,34.06438415159346
2022-01-01,36.09352646638054
2022-02-01,47.90568919434899
2022-03-01,39.66163310961969
2022-04-01,40.94399538106236
2022-05-01,36.858108108108105
2022-06-01,37.88194444444444
2022-07-01,36.149768058316766
2022-08-01,38.648785425101224
2022-09-01,36.87122020633227
2022-10-01,35.307443365695796
2022-11-01,38.9179548156956
2022-12-01,41.11218776916452
2023-01-01,45.84853361945636
2023-02-01,52.07140129820542
2023-03-01,48.814317673378085
2023-04-01,45.14337952270978
2023-05-01,55.28716216216216
2023-06-01,47.1214430894309
2023-07-01,38.86100066269053
2023-08-01,48.771086369770586
2023-09-01,47.54446816079687
2023-10-01,49.03811578568861
2023-11-01,49.728497820055495
2023-12-01,59.90633074935401
2024-01-01,79.01555793991416
2024-02-01,71.85853379152348
2024-03-01,56.95003728560776
2024-04-01,60.8910700538876
2024-05-01,55.28716216216216
2024-06-01,54.513042005420054
2024-07-01,62.35834990059643
2024-08-01,57.97317813765183
2024-09-01,46.57417289220918
2024-10-01,41.19201725997843
2024-11-01,42.16111771700357
2024-12-01,46.985357450473735
2025-01-01,48.77503576537911
2025-02-01,47.90568919434899
2025-03-01,55.93307233407905
2025-04-01,51.44245573518091
2025-05-01,50.16798048048048
2025-06-01,54.513042005420054
2025-07-01,46.090954274353884
2025-08-01,46.01045883940621
2025-09-01,47.54446816079687
2025-10-01,41.19201725997843
2025-11-01,55.13376932223544
2025-12-01,54.0331610680448
