date,consulting work
2014-12-01,29.032590759075905
2015-01-01,30.101401179941004
2015-02-01,27.67038007863696
2015-03-01,30.85749646393211
2015-04-01,31.033072546230443
2015-05-01,29.36823802163833
2015-06-01,29.542728635682163
2015-07-01,32.70802098950525
2015-08-01,31.584852734922862
2015-09-01,25.97172619047619
2015-10-01,29.659961685823752
2015-11-01,27.269001490312966
2015-12-01,26.709983498349832
2016-01-01,29.063421828908556
2016-02-01,27.67038007863696
2016-03-01,27.871287128712872
2016-04-01,31.033072546230443
2016-05-01,28.280525502318394
2016-06-01,27.432533733133436
2016-07-01,26.377436281859072
2016-08-01,24.675666199158485
2016-09-01,26.80952380952381
2016-10-01,26.064814814814813
2016-11-01,29.36661698956781
2016-12-01,26.709983498349832
2017-01-01,32.1773598820059
2017-02-01,31.35976408912189
2017-03-01,32.8483026874116
2017-04-01,33.03520625889047
2017-05-01,32.63137557959814
2017-06-01,29.542728635682163
2017-07-01,30.597826086956527
2017-08-01,29.610799438990185
2017-09-01,27.64732142857143
2017-10-01,29.659961685823752
2017-11-01,31.464232488822653
2017-12-01,31.35519801980198
2018-01-01,31.139380530973455
2018-02-01,29.515072083879424
2018-03-01,30.85749646393211
2018-04-01,32.034139402560456
2018-05-01,30.45595054095827
2018-06-01,30.597826086956527
2018-07-01,27.432533733133436
2018-08-01,28.623772791023843
2018-09-01,28.485119047619047
2018-10-01,31.457535121328224
2018-11-01,28.317809239940388
2018-12-01,27.87128712871287
2019-01-01,29.063421828908556
2019-02-01,31.35976408912189
2019-03-01,28.86669024045262
2019-04-01,29.030938833570413
2019-05-01,29.36823802163833
2019-06-01,29.542728635682163
2019-07-01,27.432533733133436
2019-08-01,24.675666199158485
2019-09-01,29.322916666666668
2019-10-01,26.963601532567047
2019-11-01,27.269001490312966
2019-12-01,25.548679867986795
2020-01-01,29.063421828908556
2020-02-01,27.67038007863696
2020-03-01,24.885077793493636
2020-04-01,22.023470839260312
2020-05-01,26.105100463678518
2020-06-01,25.322338830584712
2020-07-01,25.322338830584712
2020-08-01,24.675666199158485
2020-09-01,29.322916666666668
2020-10-01,24.267241379310345
2020-11-01,22.024962742175855
2020-12-01,22.06476897689769
2021-01-01,19.72160766961652
2021-02-01,23.98099606815203
2021-03-01,24.885077793493636
2021-04-01,23.02453769559033
2021-05-01,23.92967542503864
2021-06-01,24.26724137931035
2021-07-01,21.101949025487258
2021-08-01,21.71458625525947
2021-09-01,25.97172619047619
2021-10-01,26.064814814814813
2021-11-01,25.171385991058123
2021-12-01,23.226072607260726
2022-01-01,37.36725663716814
2022-02-01,41.50557011795544
2022-03-01,40.811527581329564
2022-04-01,38.04054054054054
2022-05-01,33.719088098918085
2022-06-01,35.87331334332834
2022-07-01,33.763118440779614
2022-08-01,32.5718793828892
2022-09-01,36.86309523809524
2022-10-01,37.74904214559387
2022-11-01,34.61065573770492
2022-12-01,34.839108910891085
2023-01-01,39.44321533923304
2023-02-01,45.194954128440365
2023-03-01,39.81612446958982
2023-04-01,40.04267425320057
2023-05-01,34.80680061823802
2023-06-01,35.87331334332834
2023-07-01,34.81821589205398
2023-08-01,36.51998597475456
2023-09-01,41.889880952380956
2023-10-01,39.54661558109834
2023-11-01,37.75707898658718
2023-12-01,34.839108910891085
2024-01-01,44.63311209439528
2024-02-01,47.03964613368283
2024-03-01,43.7977369165488
2024-04-01,45.04800853485064
2024-05-01,39.15765069551777
2024-06-01,37.98350824587707
2024-07-01,35.87331334332834
2024-08-01,37.5070126227209
2024-09-01,45.24107142857143
2024-10-01,42.24297573435504
2024-11-01,43.00111773472429
2024-12-01,40.64562706270627
2025-01-01,45.671091445427734
2025-02-01,53.496068152031455
2025-03-01,48.77475247524753
2025-04-01,53.056543385490755
2025-05-01,51.12248840803709
2025-06-01,68.58133433283359
2025-07-01,78.07721139430286
2025-08-01,73.03997194950912
2025-09-01,83.77976190476191
2025-10-01,76.39687100893997
2025-11-01,90.19746646795826
2025-12-01,97.54950495049503
