date,temporary work
2012-11-01,26.710937500000007
2012-12-01,27.395833333333336
2013-01-01,28.142675159235676
2013-02-01,29.485824742268047
2013-03-01,28.494396014943963
2013-04-01,26.863808322824717
2013-05-01,28.656174334140438
2013-06-01,30.092967818831948
2013-07-01,29.258343634116194
2013-08-01,30.386454183266938
2013-09-01,28.03553299492386
2013-10-01,28.318069306930695
2013-11-01,26.710937500000007
2013-12-01,29.587500000000002
2014-01-01,29.14777070063695
2014-02-01,27.45231958762887
2014-03-01,27.511830635118308
2014-04-01,29.848675914249686
2014-05-01,27.700968523002423
2014-06-01,28.21215733015495
2014-07-01,29.258343634116194
2014-08-01,29.3386454183267
2014-09-01,27.034263959390863
2014-10-01,28.318069306930695
2014-11-01,25.683593750000007
2014-12-01,27.395833333333336
2015-01-01,28.142675159235676
2015-02-01,27.45231958762887
2015-03-01,28.494396014943963
2015-04-01,29.848675914249686
2015-05-01,27.700968523002423
2015-06-01,30.092967818831948
2015-07-01,26.332509270704573
2015-08-01,29.3386454183267
2015-09-01,28.03553299492386
2015-10-01,30.2710396039604
2015-11-01,29.792968750000007
2015-12-01,27.395833333333336
2016-01-01,28.142675159235676
2016-02-01,28.469072164948457
2016-03-01,30.45952677459527
2016-04-01,28.853720050441364
2016-05-01,27.700968523002423
2016-06-01,29.152562574493448
2016-07-01,27.30778739184178
2016-08-01,28.29083665338646
2016-09-01,28.03553299492386
2016-10-01,27.341584158415845
2016-11-01,27.738281250000007
2016-12-01,27.395833333333336
2017-01-01,31.157961783439497
2017-02-01,33.552835051546396
2017-03-01,33.40722291407223
2017-04-01,32.833543505674655
2017-05-01,30.566585956416468
2017-06-01,26.331346841477956
2017-07-01,28.283065512978986
2017-08-01,27.24302788844622
2017-09-01,31.039340101522843
2017-10-01,31.24752475247525
2017-11-01,30.820312500000007
2017-12-01,28.49166666666667
2018-01-01,29.14777070063695
2018-02-01,31.519329896907223
2018-03-01,30.45952677459527
2018-04-01,32.833543505674655
2018-05-01,29.611380145278453
2018-06-01,31.033373063170448
2018-07-01,31.208899876390607
2018-08-01,31.434262948207177
2018-09-01,29.036802030456855
2018-10-01,32.224009900990104
2018-11-01,29.792968750000007
2018-12-01,27.395833333333336
2019-01-01,31.157961783439497
2019-02-01,30.502577319587633
2019-03-01,29.476961394769614
2019-04-01,29.848675914249686
2019-05-01,30.566585956416468
2019-06-01,28.21215733015495
2019-07-01,29.258343634116194
2019-08-01,28.29083665338646
2019-09-01,30.038071065989847
2019-10-01,32.224009900990104
2019-11-01,28.765625000000007
2019-12-01,29.587500000000002
2020-01-01,29.14777070063695
2020-02-01,31.519329896907223
2020-03-01,47.163138231631386
2020-04-01,40.793190416141236
2020-05-01,32.4769975786925
2020-06-01,29.152562574493448
2020-07-01,28.283065512978986
2020-08-01,28.29083665338646
2020-09-01,32.04060913705584
2020-10-01,31.24752475247525
2020-11-01,27.738281250000007
2020-12-01,29.587500000000002
2021-01-01,28.142675159235676
2021-02-01,29.485824742268047
2021-03-01,29.476961394769614
2021-04-01,29.848675914249686
2021-05-01,27.700968523002423
2021-06-01,28.21215733015495
2021-07-01,27.30778739184178
2021-08-01,24.0996015936255
2021-09-01,31.039340101522843
2021-10-01,31.24752475247525
2021-11-01,33.90234375000001
2021-12-01,31.77916666666667
2022-01-01,37.188535031847145
2022-02-01,42.703608247422686
2022-03-01,42.25031133250312
2022-04-01,45.76796973518285
2022-05-01,38.208232445520586
2022-06-01,35.735399284862936
2022-07-01,34.13473423980223
2022-08-01,36.673306772908376
2022-09-01,40.0507614213198
2022-10-01,44.91831683168317
2022-11-01,42.12109375000001
2022-12-01,40.545833333333334
2023-01-01,38.19363057324841
2023-02-01,44.737113402061865
2023-03-01,45.19800747198008
2023-04-01,42.78310214375789
2023-05-01,42.029055690072646
2023-06-01,38.556615017878435
2023-07-01,38.03584672435105
2023-08-01,39.81673306772909
2023-09-01,44.055837563451774
2023-10-01,49.80074257425743
2023-11-01,48.28515625000001
2023-12-01,43.833333333333336
2024-01-01,44.22420382165606
2024-02-01,52.87113402061856
2024-03-01,48.14570361145704
2024-04-01,53.727616645649434
2024-05-01,45.8498789346247
2024-06-01,41.37783075089393
2024-07-01,41.93695920889988
2024-08-01,42.96015936254981
2024-09-01,54.068527918781726
2024-10-01,57.612623762376245
2024-11-01,55.476562500000014
2024-12-01,49.31250000000001
2025-01-01,53.27006369426753
2025-02-01,66.08891752577321
2025-03-01,57.971357409713576
2025-04-01,59.69735182849937
2025-05-01,55.401937046004846
2025-06-01,56.4243146603099
2025-07-01,69.24474660074166
2025-08-01,66.01195219123507
2025-09-01,71.09010152284264
2025-10-01,71.28341584158416
2025-11-01,92.46093750000001
2025-12-01,109.58333333333334
