date,contract work
2012-11-01,30.500629722921914
2012-12-01,29.374326145552562
2013-01-01,34.91382699868939
2013-02-01,31.789081145584724
2013-03-01,31.979891956782712
2013-04-01,33.47600710900474
2013-05-01,33.892175572519086
2013-06-01,33.216022443890274
2013-07-01,33.203084832904885
2013-08-01,34.963694267515926
2013-09-01,31.951688009313152
2013-10-01,29.93279258400927
2013-11-01,31.517317380352644
2013-12-01,31.550202156334233
2014-01-01,35.97182175622543
2014-02-01,33.71569212410501
2014-03-01,31.979891956782712
2014-04-01,32.519549763033176
2014-05-01,34.91921119592876
2014-06-01,34.22256857855362
2014-07-01,35.27827763496144
2014-08-01,33.935350318471336
2014-09-01,35.71071012805588
2014-10-01,32.73899188876014
2014-11-01,35.58406801007556
2014-12-01,33.7260781671159
2015-01-01,32.7978374836173
2015-02-01,32.75238663484487
2015-03-01,32.94897959183673
2015-04-01,32.519549763033176
2015-05-01,32.86513994910942
2015-06-01,33.216022443890274
2015-07-01,34.24068123393316
2015-08-01,34.963694267515926
2015-09-01,33.83119906868451
2015-10-01,32.73899188876014
2015-11-01,31.517317380352644
2015-12-01,30.462264150943398
2016-01-01,32.7978374836173
2016-02-01,34.678997613365155
2016-03-01,33.918067226890756
2016-04-01,34.432464454976305
2016-05-01,32.86513994910942
2016-06-01,31.202930174563594
2016-07-01,31.12789203084833
2016-08-01,29.821974522292994
2016-09-01,31.011932479627472
2016-10-01,30.86819235225956
2016-11-01,30.500629722921914
2016-12-01,29.374326145552562
2017-01-01,33.855832241153344
2017-02-01,35.6423031026253
2017-03-01,35.8562424969988
2017-04-01,33.47600710900474
2017-05-01,34.91921119592876
2017-06-01,31.202930174563594
2017-07-01,32.16548843187661
2017-08-01,32.90700636942675
2017-09-01,33.83119906868451
2017-10-01,31.80359212050985
2017-11-01,34.56738035264483
2017-12-01,32.63814016172507
2018-01-01,34.91382699868939
2018-02-01,35.6423031026253
2018-03-01,35.8562424969988
2018-04-01,35.38892180094787
2018-05-01,33.892175572519086
2018-06-01,33.216022443890274
2018-07-01,35.27827763496144
2018-08-01,32.90700636942675
2018-09-01,32.891443538998836
2018-10-01,34.60979142526072
2018-11-01,35.58406801007556
2018-12-01,32.63814016172507
2019-01-01,35.97182175622543
2019-02-01,35.6423031026253
2019-03-01,34.88715486194478
2019-04-01,36.34537914691943
2019-05-01,35.94624681933843
2019-06-01,33.216022443890274
2019-07-01,33.203084832904885
2019-08-01,33.935350318471336
2019-09-01,32.891443538998836
2019-10-01,34.60979142526072
2019-11-01,30.500629722921914
2019-12-01,29.374326145552562
2020-01-01,33.855832241153344
2020-02-01,34.678997613365155
2020-03-01,33.918067226890756
2020-04-01,35.38892180094787
2020-05-01,34.91921119592876
2020-06-01,33.216022443890274
2020-07-01,35.27827763496144
2020-08-01,34.963694267515926
2020-09-01,38.52997671711292
2020-10-01,37.415990730011586
2020-11-01,33.5506926952141
2020-12-01,32.63814016172507
2021-01-01,33.855832241153344
2021-02-01,33.71569212410501
2021-03-01,35.8562424969988
2021-04-01,35.38892180094787
2021-05-01,34.91921119592876
2021-06-01,31.202930174563594
2021-07-01,32.16548843187661
2021-08-01,32.90700636942675
2021-09-01,33.83119906868451
2021-10-01,36.4805909617613
2021-11-01,37.61744332493703
2021-12-01,34.81401617250674
2022-01-01,44.435779816513765
2022-02-01,47.201968973747015
2022-03-01,51.361644657863145
2022-04-01,48.77932464454976
2022-05-01,46.21660305343512
2022-06-01,45.29457605985038
2022-07-01,42.54145244215938
2022-08-01,46.275477707006374
2022-09-01,44.168509895227004
2022-10-01,46.769988412514486
2022-11-01,45.75094458438287
2022-12-01,48.95721024258761
2023-01-01,51.841743119266056
2023-02-01,54.908412887828156
2023-03-01,52.33073229291717
2023-04-01,52.60515402843602
2023-05-01,52.37881679389314
2023-06-01,49.320760598503746
2023-07-01,49.804627249357324
2023-08-01,48.33216560509555
2023-09-01,48.86728754365541
2023-10-01,57.99478563151796
2023-11-01,56.9345088161209
2023-12-01,53.30896226415095
2024-01-01,56.07372214941022
2024-02-01,58.76163484486873
2024-03-01,58.1452581032413
2024-04-01,63.12618483412322
2024-05-01,53.40585241730281
2024-06-01,53.346945137157114
2024-07-01,49.804627249357324
2024-08-01,53.473885350318476
2024-09-01,52.626309662398135
2024-10-01,62.67178447276941
2024-11-01,57.95119647355163
2024-12-01,56.57277628032345
2025-01-01,60.3057011795544
2025-02-01,73.21121718377088
2025-03-01,64.92887154861945
2025-04-01,64.08264218009478
2025-05-01,60.59510178117049
2025-06-01,70.45822942643392
2025-07-01,72.63174807197943
2025-08-01,66.84235668789809
2025-09-01,77.99970896391152
2025-10-01,82.3151796060255
2025-11-01,96.58532745591938
2025-12-01,108.79380053908356
