date,career change
2021-11-01,42.70221254987305
2021-12-01,42.125612052730695
2022-01-01,46.190364092906464
2022-02-01,51.58375463431075
2022-03-01,50.76252072968491
2022-04-01,53.0867152271939
2022-05-01,49.70027017899358
2022-06-01,48.34907597535934
2022-07-01,48.55867003367003
2022-08-01,47.244791666666664
2022-09-01,50.43396378920142
2022-10-01,50.337273641851105
2022-11-01,48.03998911860718
2022-12-01,48.777024482109226
2023-01-01,48.96178593848085
2023-02-01,51.58375463431075
2023-03-01,58.57213930348259
2023-04-01,53.0867152271939
2023-05-01,47.71225937183384
2023-06-01,42.30544147843942
2023-07-01,42.61271043771044
2023-08-01,46.23958333333333
2023-09-01,47.57921112188813
2023-10-01,48.36326291079812
2023-11-01,50.17509974610084
2023-12-01,49.88559322033898
2024-01-01,49.88559322033898
2024-02-01,54.55974047859791
2024-03-01,53.691127694859034
2024-04-01,57.170308706208814
2024-05-01,50.69427558257345
2024-06-01,45.32725872689938
2024-07-01,43.6037037037037
2024-08-01,48.25
2024-09-01,49.482379566763655
2024-10-01,51.3242790073776
2024-11-01,54.445321001088146
2024-12-01,54.319868173258
2025-01-01,48.96178593848085
2025-02-01,68.44767441860465
2025-03-01,57.59593698175787
2025-04-01,60.23300381547
2025-05-01,58.646318811212424
2025-06-01,69.50179671457904
2025-07-01,79.27946127946127
2025-08-01,66.34375
2025-09-01,71.3688166828322
2025-10-01,69.09037558685446
2025-11-01,83.26931447225246
2025-12-01,110.85687382297552
