date,part time work
2010-02-01,26.451744820065432
2010-03-01,25.22860238353196
2010-04-01,24.408805031446537
2010-05-01,27.892197125256672
2010-06-01,30.771060455896926
2010-07-01,27.276104417670684
2010-08-01,26.82292659675882
2010-09-01,26.197685631629703
2010-10-01,22.941871921182265
2010-11-01,23.969656283566053
2010-12-01,23.722493887530565
2011-01-01,27.585539215686275
2011-02-01,26.451744820065432
2011-03-01,28.382177681473454
2011-04-01,27.459905660377355
2011-05-01,27.892197125256672
2011-06-01,29.80946481665015
2011-07-01,27.276104417670684
2011-08-01,27.74785510009533
2011-09-01,27.133317261330763
2011-10-01,24.853694581280788
2011-11-01,26.053974221267453
2011-12-01,23.722493887530565
2012-01-01,28.53676470588235
2012-02-01,27.50981461286805
2012-03-01,26.27979414951246
2012-04-01,27.459905660377355
2012-05-01,28.88834702258727
2012-06-01,25.963082259663032
2012-07-01,29.224397590361445
2012-08-01,29.597712106768352
2012-09-01,29.940212150433947
2012-10-01,27.72142857142857
2012-11-01,27.09613319011815
2012-12-01,26.094743276283623
2013-01-01,31.39044117647059
2013-02-01,29.625954198473284
2013-03-01,28.382177681473454
2013-04-01,29.49397274633123
2013-05-01,31.876796714579054
2013-06-01,30.771060455896926
2013-07-01,32.14683734939759
2013-08-01,33.297426120114395
2013-09-01,30.875843780135007
2013-10-01,30.589162561576355
2013-11-01,31.26476906552094
2013-12-01,30.839242053789732
2014-01-01,34.24411764705882
2014-02-01,32.80016357688113
2014-03-01,32.58694474539545
2014-04-01,32.54507337526205
2014-05-01,33.869096509240244
2014-06-01,33.655847373637265
2014-07-01,35.06927710843374
2014-08-01,33.297426120114395
2014-09-01,35.55400192864031
2014-10-01,33.456896551724135
2014-11-01,31.26476906552094
2014-12-01,29.653117359413205
2015-01-01,34.24411764705882
2015-02-01,32.80016357688113
2015-03-01,33.63813651137595
2015-04-01,31.52803983228511
2015-05-01,33.869096509240244
2015-06-01,34.61744301288404
2015-07-01,36.043423694779115
2015-08-01,38.84699714013346
2015-09-01,33.68273866923819
2015-10-01,32.500985221674874
2015-11-01,34.39124597207304
2015-12-01,32.02536674816626
2016-01-01,34.24411764705882
2016-02-01,34.91630316248637
2016-03-01,34.689328277356445
2016-04-01,33.56210691823899
2016-05-01,35.86139630390144
2016-06-01,33.655847373637265
2016-07-01,34.095130522088354
2016-08-01,33.297426120114395
2016-09-01,32.74710703953713
2016-10-01,33.456896551724135
2016-11-01,34.39124597207304
2016-12-01,35.58374083129585
2017-01-01,38.049019607843135
2017-02-01,39.14858233369684
2017-03-01,40.99647887323943
2017-04-01,41.6983752620545
2017-05-01,38.849845995893226
2017-06-01,38.463825569871155
2017-07-01,46.75903614457832
2017-08-01,39.77192564346997
2017-09-01,39.29652844744456
2017-10-01,41.104187192118225
2017-11-01,40.64419978517722
2017-12-01,40.32823960880196
2018-01-01,43.7563725490196
2018-02-01,44.43893129770993
2018-03-01,40.99647887323943
2018-04-01,41.6983752620545
2018-05-01,42.834445585215605
2018-06-01,40.387016848364716
2018-07-01,43.83659638554217
2018-08-01,50.8710676835081
2018-09-01,45.84594985535198
2018-10-01,46.83965517241379
2018-11-01,43.77067669172932
2018-12-01,43.886613691931544
2019-01-01,57.0735294117647
2019-02-01,49.72928026172301
2019-03-01,40.99647887323943
2019-04-01,46.783542976939195
2019-05-01,44.8267453798768
2019-06-01,48.07978196233895
2019-07-01,47.733182730923694
2019-08-01,44.396568160152526
2019-09-01,44.91031822565092
2019-10-01,46.83965517241379
2019-11-01,44.81283566058001
2019-12-01,46.2588630806846
2020-01-01,56.12230392156862
2020-02-01,53.96155943293348
2020-03-01,64.1226977248104
2020-04-01,72.20938155136267
2020-05-01,72.71894250513347
2020-06-01,72.11967294350842
2020-07-01,61.371234939759034
2020-08-01,52.72092469018113
2020-09-01,60.81605593056896
2020-10-01,56.398768472906404
2020-11-01,48.981471535982806
2020-12-01,54.5617359413203
2021-01-01,52.31740196078431
2021-02-01,57.13576881134133
2021-03-01,58.86673889490791
2021-04-01,51.86871069182389
2021-05-01,56.78054414784394
2021-06-01,56.734142715559955
2021-07-01,52.6039156626506
2021-08-01,54.57078169685415
2021-09-01,57.07352941176471
2021-10-01,62.13423645320197
2021-11-01,61.48737916219118
2021-12-01,58.120110024449886
2022-01-01,74.19558823529411
2022-02-01,78.29716466739367
2022-03-01,84.09534127843986
2022-04-01,80.34564989517818
2022-05-01,76.70354209445586
2022-06-01,77.88924677898909
2022-07-01,75.00928714859438
2022-08-01,81.39370829361297
2022-09-01,76.72179363548699
2022-10-01,79.34064039408867
2022-11-01,81.28839957035444
2022-12-01,86.58710268948656
2023-01-01,88.46397058823528
2023-02-01,89.93593238822247
2023-03-01,88.30010834236187
2023-04-01,85.43081761006287
2023-05-01,85.66889117043121
2023-06-01,84.62041625371654
2023-07-01,83.77660642570281
2023-08-01,86.94327931363203
2023-09-01,87.94937319189972
2023-10-01,90.8115763546798
2023-11-01,92.75214822771213
2023-12-01,90.14547677261615
2024-01-01,89.41519607843136
2024-02-01,98.40049073064341
2024-03-01,91.45368364030335
2024-04-01,98.65225366876308
2024-05-01,94.63424024640656
2024-06-01,91.351585728444
2024-07-01,81.82831325301206
2024-08-01,88.79313632030505
2024-09-01,91.69189971070396
2024-10-01,92.72339901477832
2024-11-01,92.75214822771213
2024-12-01,92.5177261613692
2025-01-01,94.17132352941177
2025-02-01,100.51663031624864
2025-03-01,99.86321776814734
2025-04-01,101.7033542976939
2025-05-01,88.657340862423
2025-06-01,80.77403369672943
2025-07-01,90.59563253012048
2025-08-01,86.01835081029552
2025-09-01,88.88500482160077
2025-10-01,92.72339901477832
2025-11-01,100.04726100966701
2025-12-01,111.49572127139365
