date,Indeed
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.9248737373737373
2005-08-01,0.9153389565760699
2005-09-01,0.9935571380128857
2005-10-01,0.981574539363484
2005-11-01,1.0888145670754366
2005-12-01,1.1436377829820452
2006-01-01,0.974717232202262
2006-02-01,1.0313269975360788
2006-03-01,1.033509700176367
2006-04-01,1.0401135960241392
2006-05-01,0.9976166155941436
2006-06-01,0.9248737373737373
2006-07-01,0.9248737373737373
2006-08-01,1.8306779131521398
2006-09-01,1.9871142760257714
2006-10-01,1.963149078726968
2006-11-01,2.177629134150873
2006-12-01,2.2872755659640904
2007-01-01,1.949434464404524
2007-02-01,2.0626539950721576
2007-03-01,2.067019400352734
2007-04-01,3.1203407880724177
2007-05-01,2.992849846782431
2007-06-01,2.774621212121212
2007-07-01,2.774621212121212
2007-08-01,3.6613558263042796
2007-09-01,3.974228552051543
2007-10-01,3.926298157453936
2007-11-01,4.355258268301746
2007-12-01,4.574551131928181
2008-01-01,3.898868928809048
2008-02-01,5.156634987680394
2008-03-01,6.201058201058201
2008-04-01,6.240681576144835
2008-05-01,6.983316309159005
2008-06-01,7.398989898989899
2008-07-01,7.398989898989899
2008-08-01,7.322711652608559
2008-09-01,7.948457104103086
2008-10-01,7.852596314907872
2008-11-01,8.710516536603492
2008-12-01,9.149102263856362
2009-01-01,8.772455089820358
2009-02-01,10.313269975360788
2009-03-01,10.33509700176367
2009-04-01,10.401135960241392
2009-05-01,9.976166155941437
2009-06-01,10.17361111111111
2009-07-01,10.17361111111111
2009-08-01,10.984067478912838
2009-09-01,10.929128518141743
2009-10-01,11.77889447236181
2009-11-01,11.976960237829802
2009-12-01,11.436377829820453
2010-01-01,12.671324018629406
2010-02-01,13.407250967969025
2010-03-01,14.469135802469136
2010-04-01,13.521476748313809
2010-05-01,13.96663261831801
2010-06-01,14.797979797979798
2010-07-01,17.57260101010101
2010-08-01,17.391440174945327
2010-09-01,21.858257036283486
2010-10-01,19.63149078726968
2010-11-01,20.687476774433293
2010-12-01,21.729117876658858
2011-01-01,25.34264803725881
2011-02-01,26.81450193593805
2011-03-01,31.005291005291006
2011-04-01,29.123180688675898
2011-05-01,30.926115083418452
2011-06-01,31.44570707070707
2011-07-01,31.44570707070707
2011-08-01,31.121524523586377
2011-09-01,31.793828416412342
2011-10-01,32.391959798994975
2011-11-01,34.84206614641397
2011-12-01,34.30913348946136
2012-01-01,37.03925482368596
2012-02-01,37.12777191129884
2012-03-01,35.139329805996475
2012-04-01,37.44408945686901
2012-05-01,37.90943139257746
2012-06-01,36.994949494949495
2012-07-01,38.84469696969697
2012-08-01,38.444236176194934
2012-09-01,38.74872838250254
2012-10-01,41.22613065326633
2012-11-01,42.463768115942024
2012-12-01,42.314597970335676
2013-01-01,47.76114437791084
2013-02-01,45.378387891587465
2013-03-01,49.60846560846561
2013-04-01,48.88533901313454
2013-05-01,50.87844739530132
2013-06-01,49.94318181818182
2013-07-01,53.64267676767677
2013-08-01,49.428303655107776
2013-09-01,50.67141403865717
2013-10-01,47.11557788944724
2013-11-01,48.99665551839465
2013-12-01,46.88914910226385
2014-01-01,48.735861610113105
2014-02-01,49.50369588173179
2014-03-01,50.641975308641975
2014-04-01,55.12602058927938
2014-05-01,48.883214164113035
2014-06-01,50.86805555555556
2014-07-01,50.86805555555556
2014-08-01,48.512964698531704
2014-09-01,51.66497117667006
2014-10-01,50.06030150753769
2014-11-01,48.99665551839465
2014-12-01,48.0327868852459
2015-01-01,49.710578842315364
2015-02-01,50.53502287926786
2015-03-01,54.77601410934744
2015-04-01,53.0457933972311
2015-05-01,51.87606401089547
2015-06-01,50.86805555555556
2015-07-01,52.71780303030303
2015-08-01,53.089659481412056
2015-09-01,50.67141403865717
2015-10-01,53.00502512562814
2015-11-01,52.263099219620955
2015-12-01,53.75097580015613
2016-01-01,53.60944777112441
2016-02-01,56.72298486448433
2016-03-01,58.91005291005291
2016-04-01,59.28647497337594
2016-05-01,57.86176370446033
2016-06-01,59.19191919191919
2016-07-01,58.26704545454545
2016-08-01,61.32771009059668
2016-09-01,59.61342828077314
2016-10-01,54.96817420435511
2016-11-01,59.88480118914901
2016-12-01,58.32552693208431
2017-01-01,63.35662009314703
2017-02-01,63.94227384723688
2017-03-01,66.14462081128748
2017-04-01,69.68761093361732
2017-05-01,72.82601293837249
2017-06-01,73.06502525252525
2017-07-01,69.3655303030303
2017-08-01,75.9731333958138
2017-09-01,67.56188538487623
2017-10-01,73.6180904522613
2017-11-01,72.95057599405425
2017-12-01,70.9055425448868
2018-01-01,77.0026613439787
2018-02-01,72.19288982752552
2018-03-01,78.54673721340389
2018-04-01,80.08874689385873
2018-05-01,79.8093292475315
2018-06-01,80.46401515151516
2018-07-01,82.31376262626263
2018-08-01,80.54982817869416
2018-09-01,71.53611393692778
2018-10-01,76.56281407035175
2018-11-01,79.48346339650686
2018-12-01,80.05464480874316
2019-01-01,88.69926813040584
2019-02-01,84.56881379795847
2019-03-01,79.58024691358025
2019-04-01,87.36954206602769
2019-05-01,90.78311201906706
2019-06-01,86.01325757575758
2019-07-01,86.01325757575758
2019-08-01,85.1265229615745
2019-09-01,87.43302814513395
2019-10-01,88.34170854271356
2019-11-01,84.92753623188405
2019-12-01,84.62919594067135
2020-01-01,86.74983366600132
2020-02-01,85.60014079549454
2020-03-01,67.17813051146385
2020-04-01,50.965566205182824
2020-05-01,55.86653047327204
2020-06-01,61.041666666666664
2020-07-01,64.74116161616162
2020-08-01,63.158388003748826
2020-09-01,66.56832824686335
2020-10-01,67.7286432160804
2020-11-01,62.062430323299886
2020-12-01,67.47462919594066
2021-01-01,66.28077178975381
2021-02-01,70.13023583245337
2021-03-01,66.14462081128748
2021-04-01,65.52715654952077
2021-05-01,65.84269662921348
2021-06-01,72.14015151515152
2021-07-01,69.3655303030303
2021-08-01,73.2271165260856
2021-09-01,77.49745676500508
2021-10-01,70.67336683417085
2021-11-01,72.95057599405425
2021-12-01,74.33645589383293
2022-01-01,76.02794411177643
2022-02-01,80.44350580781415
2022-03-01,82.68077601410936
2022-04-01,81.12886048988285
2022-05-01,77.8140960163432
2022-06-01,79.53914141414141
2022-07-01,78.61426767676767
2022-08-01,80.54982817869416
2022-09-01,78.49101390301797
2022-10-01,81.47068676716917
2022-11-01,79.48346339650686
2022-12-01,81.19828259172522
2023-01-01,88.69926813040584
2023-02-01,88.69412178810278
2023-03-01,89.91534391534393
2023-04-01,92.57011004614839
2023-05-01,94.77357848144364
2023-06-01,92.48737373737373
2023-07-01,82.31376262626263
2023-08-01,82.38050609184629
2023-09-01,83.4587995930824
2023-10-01,85.39698492462311
2023-11-01,81.66109253065774
2023-12-01,82.34192037470726
2024-01-01,78.95209580838322
2024-02-01,70.13023583245337
2024-03-01,71.31216931216932
2024-04-01,71.7678381256656
2024-05-01,69.83316309159005
2024-06-01,65.66603535353535
2024-07-01,65.66603535353535
2024-08-01,61.32771009059668
2024-09-01,61.60054255679891
2024-10-01,58.89447236180904
2024-11-01,59.88480118914901
2024-12-01,56.038251366120214
2025-01-01,60.432468396540244
2025-02-01,62.91094684970081
2025-03-01,60.977072310405646
2025-04-01,60.32658856940007
2025-05-01,55.86653047327204
2025-06-01,50.86805555555556
2025-07-01,52.71780303030303
2025-08-01,50.34364261168385
2025-09-01,51.66497117667006
2025-10-01,49.0787269681742
2025-11-01,46.81902638424377
2025-12-01,45.74551131928181
