date,full time work
2021-11-01,45.35419790104948
2021-12-01,42.75039745627981
2022-01-01,54.36547433903578
2022-02-01,53.497372372372375
2022-03-01,54.70579029733959
2022-04-01,50.24289985052317
2022-05-01,50.225574712643684
2022-06-01,53.93409742120345
2022-07-01,60.127932551319645
2022-08-01,52.917638483965014
2022-09-01,49.472943722943725
2022-10-01,49.048283261802574
2022-11-01,52.409295352323845
2022-12-01,50.23171701112878
2023-01-01,56.456454121306386
2023-02-01,62.581831831831835
2023-03-01,61.01799687010954
2023-04-01,64.31091180866966
2023-05-01,58.91846264367817
2023-06-01,59.71275071633239
2023-07-01,55.199413489736074
2023-08-01,52.917638483965014
2023-09-01,59.173520923520925
2023-10-01,58.665593705293276
2023-11-01,56.44077961019491
2023-12-01,55.575516693163756
2024-01-01,64.82037325038881
2024-02-01,68.63813813813813
2024-03-01,66.2781690140845
2024-04-01,65.31576980568012
2024-05-01,63.74784482758621
2024-06-01,62.60207736389685
2024-07-01,58.15652492668622
2024-08-01,63.69715743440233
2024-09-01,68.87409812409813
2024-10-01,65.39771101573676
2024-11-01,66.51949025487257
2024-12-01,68.4006359300477
2025-01-01,79.45723172628306
2025-02-01,83.77890390390391
2025-03-01,76.79851330203442
2025-04-01,78.37892376681614
2025-05-01,73.40660919540231
2025-06-01,70.30694842406878
2025-07-01,80.82771260997067
2025-08-01,76.4365889212828
2025-09-01,80.51479076479076
2025-10-01,88.47925608011445
2025-11-01,100.78710644677662
2025-12-01,103.66971383147855
