keyword,intercept,slope,r_squared,p_value,std_error,n_obs
free_credit_report,-0.005380908445927196,-8.059393805609362e-06,3.1326972636752456e-08,0.9977338548641697,0.0028348710150699727,260
collections,-0.005656062842106208,0.0018632957173777371,0.0002842378231327979,0.7867307845291085,0.006879696321707731,260
credit_monitoring,-0.005410657222606504,3.110971839000903e-06,1.1382073725502576e-07,0.9956804582535175,0.0005740840818425978,260
title_loan,-0.008351962294350482,0.002540157197188714,0.0016097651981688708,0.5195183356349319,0.0039383983059078425,260
refinance_loan,-0.01085731198651366,0.003669287496345242,0.007313279776288716,0.16919118649696974,0.0026614719905367215,260
mortgage_refinance,-0.007849262516094588,0.0005904019343854984,0.0011888449153104488,0.5799531984261228,0.0010654105879846837,260
payday_loan,-0.008218557207477748,0.002099085907521161,0.0019087497319006288,0.48304815111033983,0.002988346754179949,260
good_credit_score,-0.004428548957964865,-0.0005504073835495088,0.0001288079935610216,0.8554830304650161,0.0030190827618900764,260
improve_credit_score,-0.005398040009590343,8.749939363237997e-07,8.172044068538816e-08,0.9963399002356917,0.00019055915690737227,260
credit_card_approval,-0.00482055255073317,-0.0004105370875883051,6.310695156318243e-05,0.8985622611606809,0.00321729022359384,260
student_loan,-0.005997650643555288,0.00021024897635067962,7.326955686866826e-05,0.8907466255714432,0.0015291368125900367,260
credit_repair,-0.006547500249909892,0.002774535827270076,0.0017683552873337977,0.4996143260145954,0.004104038140207384,260
credit_karma,-0.0014722279028470493,-0.002007138215858785,0.001940338826065239,0.47944577082484374,0.002834045976414131,260
secured_loan,-0.004998447622228821,-5.081649179183953e-05,5.2924833175836534e-05,0.9070650617834264,0.0004348641286691868,260
bad_credit_score,-0.008451175094226146,0.0022321030236741816,0.0015799410488281324,0.5234158250421076,0.0034933378566657384,260
credit_report,-0.0053495792465120635,-8.271454757739947e-05,2.3012745159191183e-06,0.9805790414709067,0.003394590033931935,260
chapter_7_bankruptcy,-0.0038701837533739337,-0.002479364263604889,0.0013619274782599468,0.5535837082054869,0.0041798197401887015,260
credit_card_interest,-0.005718670085851324,0.0003449930021397927,2.6969084655729762e-05,0.933585534420091,0.004135818517000483,260
home_equity_loan,-0.0067790988321117475,0.002011657716763847,0.001305210139236797,0.5619658724376451,0.00346433919363055,260
bankruptcy,-0.004390042839773126,-0.0029756122374525666,0.0020451113481654726,0.4678047556213581,0.004092262263247456,260
cash_advance,-0.010667626679897981,0.0040975979900897165,0.00472720673053838,0.26933216266815574,0.0037015895774181345,260
HELOC,-0.006169507893434439,0.0005213133190629963,9.285443771771193e-05,0.8771111405829624,0.003367964240015733,260
late_fee,-0.007178614690015367,0.0004086162006110448,0.0005419142712939033,0.7086978867810527,0.001092503223643728,260
home_equity_line_of_credit,-0.006144658422036172,0.0013449460801062058,0.0006553458293914723,0.6811740636218554,0.0032697714491744514,260
personal_loan,-0.010026930830506988,0.004545217257780607,0.003572283046332161,0.3370782613905596,0.004726011374157221,260
prequalified_credit_card,-0.005361129609700585,-3.9990033754933594e-07,4.784152720016753e-08,0.997199531329844,0.0001138254536753456,260
car_loan_refinance,-0.005126810941812899,-1.4860319848655472e-05,1.0194534879745455e-05,0.9591375949740123,0.00028975596308832377,260
auto_loan,-0.006181699696445384,0.0015110659043562743,0.0002707755100854238,0.7917240761237418,0.005716234751394266,260
minimum_payment,-0.004320474829472409,-0.00027439134916071236,0.0001973366031150204,0.8216437365452959,0.001215944864125956,260
credit_counseling,-0.005355205555791644,0.0011400585600370684,0.0003522839399845036,0.7632520753998115,0.0037808928823540016,260
fico_score,-0.004860020920246948,-0.00047522819087473584,0.00012970227500710746,0.8549877349935641,0.0025977082833651775,260
interest_rate,-0.003980265253319575,-0.0010122460119298515,0.0004479549486151118,0.7341064318088643,0.002976882946160141,260
installment_loan,-0.0055243303707648685,2.0188231459945086e-05,7.3273860687431615e-06,0.9653528221226111,0.00046431455088331175,260
