date,child care assistance
2021-10-01,64.88547271329746
2021-11-01,76.16272965879266
2021-12-01,70.22749273959342
2022-01-01,62.3981077147016
2022-02-01,72.32114882506528
2022-03-01,74.53253424657534
2022-04-01,65.31789137380193
2022-05-01,66.54593373493975
2022-06-01,64.74754558204769
2022-07-01,66.71984435797665
2022-08-01,67.918080748976
2022-09-01,64.8688524590164
2022-10-01,60.83013066871637
2022-11-01,63.468941382327216
2022-12-01,60.01258470474347
2023-01-01,64.31804949053857
2023-02-01,74.61705831157528
2023-03-01,67.75684931506848
2023-04-01,58.99680511182109
2023-05-01,65.55271084337349
2023-06-01,62.8976157082749
2023-07-01,60.73216601815823
2023-08-01,61.74370977179636
2023-09-01,63.928724162508914
2023-10-01,60.83013066871637
2023-11-01,60.00699912510937
2023-12-01,61.28944820909971
2024-01-01,60.47816593886463
2024-02-01,65.43342036553524
2024-03-01,57.59332191780821
2024-04-01,61.1038338658147
2024-05-01,56.6137048192771
2024-06-01,55.497896213183736
2024-07-01,57.310635538262
2024-08-01,56.34113516676418
2024-09-01,55.467569493941554
2024-10-01,58.802459646425824
2024-11-01,54.23709536307962
2024-12-01,58.735721200387225
2025-01-01,56.638282387190685
2025-02-01,60.84160139251523
2025-03-01,57.59332191780821
2025-04-01,58.99680511182109
2025-05-01,54.62725903614457
2025-06-01,52.723001402524545
2025-07-01,62.442931258106356
2025-08-01,50.938560561732004
2025-09-01,53.587312900926584
2025-10-01,55.76095311299
2025-11-01,56.54505686789152
2025-12-01,74.05808325266214
