date,GI bill
2021-09-01,20.646232057416267
2021-10-01,20.72929802437999
2021-11-01,23.120018752930143
2021-12-01,22.926545792654576
2022-01-01,27.24585635359116
2022-02-01,27.61944766319042
2022-03-01,31.18655650754794
2022-04-01,34.45159680638722
2022-05-01,29.424224343675416
2022-06-01,26.616472366148532
2022-07-01,24.66736694677871
2022-08-01,29.634323082361256
2022-09-01,24.57884768740032
2022-10-01,23.83869272803699
2022-11-01,25.43202062822316
2022-12-01,25.21920037192003
2023-01-01,26.33766114180479
2023-02-01,28.571842410196986
2023-03-01,31.18655650754794
2023-04-01,29.52994011976048
2023-05-01,30.40503182179793
2023-06-01,27.681131260794473
2023-07-01,26.640756302521005
2023-08-01,27.019529869211734
2023-09-01,26.545155502392344
2023-10-01,26.948087431693985
2023-11-01,27.744022503516174
2023-12-01,27.51185495118549
2024-01-01,29.062246777163907
2024-02-01,28.571842410196986
2024-03-01,29.17452060383517
2024-04-01,34.45159680638722
2024-05-01,31.385839299920445
2024-06-01,26.616472366148532
2024-07-01,27.627450980392155
2024-08-01,28.762725344644746
2024-09-01,27.528309409888358
2024-10-01,27.984552332912987
2024-11-01,30.056024378809187
2024-12-01,28.65818224081822
2025-01-01,39.052394106814
2025-02-01,31.429026651216684
2025-03-01,35.210628314973484
2025-04-01,36.420259481037924
2025-05-01,32.366646778042956
2025-06-01,29.810449050086355
2025-07-01,32.560924369747895
2025-08-01,27.89112760692824
2025-09-01,27.528309409888358
2025-10-01,32.130411937788985
2025-11-01,34.68002812939522
2025-12-01,36.68247326824732
