date,LIHEAP
2021-10-01,38.051540913921365
2021-11-01,37.2107482367372
2021-12-01,38.450986193293886
2022-01-01,49.26684937068615
2022-02-01,54.924071285140556
2022-03-01,56.38463718820862
2022-04-01,68.9913294797688
2022-05-01,76.14354066985646
2022-06-01,65.39583333333334
2022-07-01,70.14654025282768
2022-08-01,67.74132285527178
2022-09-01,70.74296709129511
2022-10-01,58.48662770102728
2022-11-01,61.001226617601965
2022-12-01,57.284122287968444
2023-01-01,62.99695493300852
2023-02-01,56.92131024096385
2023-03-01,58.640022675736965
2023-04-01,63.88086062941555
2023-05-01,76.14354066985646
2023-06-01,68.4375
2023-07-01,62.205422488356625
2023-08-01,58.622298624754414
2023-09-01,53.84912420382166
2023-10-01,53.55402054551895
2023-11-01,51.24103035878565
2023-12-01,44.728698224852074
2024-01-01,58.1510353227771
2024-02-01,48.93235441767068
2024-03-01,51.87386621315193
2024-04-01,52.38230571612075
2024-05-01,53.93500797448166
2024-06-01,57.79166666666667
2024-07-01,56.91134397870925
2024-08-01,53.41142763588736
2024-09-01,52.793259023354565
2024-10-01,47.91675522493801
2024-11-01,41.480834099969336
2024-12-01,40.805128205128206
2025-01-01,54.92042224928948
2025-02-01,53.92545180722891
2025-03-01,48.49078798185941
2025-04-01,75.37941554271035
2025-05-01,69.79824561403508
2025-06-01,69.95833333333334
2025-07-01,79.41117764471058
2025-08-01,66.438605108055
2025-09-01,54.90498938428875
2025-10-01,61.30526036131775
2025-11-01,50.021005826433615
2025-12-01,72.19368836291913
