date,pell grant
2021-09-01,8.737442922374429
2021-10-01,9.484510532837671
2021-11-01,9.459392655367232
2021-12-01,8.073839662447256
2022-01-01,8.527183600713013
2022-02-01,8.491863905325443
2022-03-01,9.410655737704918
2022-04-01,11.996865203761756
2022-05-01,11.616169977924946
2022-06-01,8.737442922374429
2022-07-01,9.771819870009287
2022-08-01,63.2771164021164
2022-09-01,26.21232876712329
2022-10-01,24.896840148698885
2022-11-01,13.513418079096047
2022-12-01,12.110759493670885
2023-01-01,11.085338680926915
2023-02-01,10.378944773175542
2023-03-01,11.501912568306011
2023-04-01,11.996865203761756
2023-05-01,12.672185430463577
2023-06-01,13.106164383561644
2023-07-01,11.548514391829157
2023-08-01,10.757109788359788
2023-09-01,13.106164383561644
2023-10-01,11.85563816604709
2023-11-01,12.162076271186443
2023-12-01,12.110759493670885
2024-01-01,12.790775401069517
2024-02-01,10.378944773175542
2024-03-01,10.456284153005464
2024-04-01,14.996081504702195
2024-05-01,14.78421633554084
2024-06-01,13.106164383561644
2024-07-01,13.325208913649027
2024-08-01,12.022652116402115
2024-09-01,13.106164383561644
2024-10-01,11.85563816604709
2024-11-01,13.513418079096047
2024-12-01,14.802039381153303
2025-01-01,17.054367201426025
2025-02-01,14.153106508875739
2025-03-01,13.593169398907103
2025-04-01,13.996342737722049
2025-05-01,14.78421633554084
2025-06-01,14.198344748858448
2025-07-01,18.65529247910864
2025-08-01,12.655423280423278
2025-09-01,15.290525114155251
2025-10-01,17.783457249070633
2025-11-01,13.513418079096047
2025-12-01,14.802039381153303
