date,reduced lunch program
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,32.592271818787474
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,67.50194300518135
2005-07-01,51.65571428571429
2005-08-01,21.610093271152564
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,20.193037974683545
2006-09-01,0.0
2006-10-01,40.21638655462185
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,32.82407407407407
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,33.06217616580311
2007-07-01,23.548928571428572
2007-08-01,23.38141239173884
2007-09-01,27.504310344827587
2007-10-01,23.236134453781514
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,30.042372881355934
2008-02-01,0.0
2008-03-01,34.13703703703703
2008-04-01,36.05084745762712
2008-05-01,0.0
2008-06-01,37.1949481865285
2008-07-01,30.385714285714286
2008-08-01,23.38141239173884
2008-09-01,31.03050397877984
2008-10-01,31.279411764705884
2008-11-01,31.041243654822335
2008-12-01,46.68034351145038
2009-01-01,48.067796610169495
2009-02-01,26.432017543859654
2009-03-01,44.64074074074074
2009-04-01,42.05932203389831
2009-05-01,46.16991017964072
2009-06-01,0.0
2009-07-01,32.66464285714286
2009-08-01,34.0093271152565
2009-09-01,39.49336870026525
2009-10-01,33.06680672268908
2009-11-01,47.236675126903556
2009-12-01,0.0
2010-01-01,30.042372881355934
2010-02-01,48.19956140350878
2010-03-01,44.64074074074074
2010-04-01,19.527542372881356
2010-05-01,33.433383233532936
2010-06-01,31.68458549222798
2010-07-01,29.62607142857143
2010-08-01,35.42638241172551
2010-09-01,41.60908488063661
2010-10-01,33.06680672268908
2010-11-01,25.64276649746193
2010-12-01,38.56202290076336
2011-01-01,27.03813559322034
2011-02-01,29.54166666666667
2011-03-01,35.449999999999996
2011-04-01,36.05084745762712
2011-05-01,39.80164670658683
2011-06-01,20.663860103626945
2011-07-01,26.587500000000002
2011-08-01,26.924050632911392
2011-09-01,35.26193633952255
2011-10-01,36.641596638655464
2011-11-01,40.48857868020305
2011-12-01,34.50286259541985
2012-01-01,28.54025423728814
2012-02-01,46.64473684210527
2012-03-01,19.694444444444443
2012-04-01,33.04661016949153
2012-05-01,35.02544910179641
2012-06-01,26.174222797927463
2012-07-01,30.385714285714286
2012-08-01,32.94653564290473
2012-09-01,37.3776525198939
2012-10-01,38.42899159663866
2012-11-01,33.74048223350254
2012-12-01,36.532442748091604
2013-01-01,37.55296610169492
2013-02-01,40.42543859649123
2013-03-01,31.51111111111111
2013-04-01,42.05932203389831
2013-05-01,33.433383233532936
2013-06-01,34.43976683937824
2013-07-01,34.183928571428574
2013-08-01,34.0093271152565
2013-09-01,38.7881299734748
2013-10-01,34.85420168067227
2013-11-01,36.43972081218274
2013-12-01,36.532442748091604
2014-01-01,37.55296610169492
2014-02-01,41.98026315789474
2014-03-01,30.198148148148146
2014-04-01,39.05508474576271
2014-05-01,35.02544910179641
2014-06-01,22.041450777202073
2014-07-01,31.145357142857144
2014-08-01,28.69536975349767
2014-09-01,30.325265251989393
2014-10-01,24.12983193277311
2014-11-01,26.992385786802032
2014-12-01,28.414122137404583
2015-01-01,28.54025423728814
2015-02-01,31.096491228070178
2015-03-01,28.885185185185183
2015-04-01,31.54449152542373
2015-05-01,33.433383233532936
2015-06-01,22.041450777202073
2015-07-01,28.86642857142857
2015-08-01,27.986842105263158
2015-09-01,30.325265251989393
2015-10-01,29.49201680672269
2015-11-01,29.691624365482234
2015-12-01,36.532442748091604
2016-01-01,33.04661016949153
2016-02-01,29.54166666666667
2016-03-01,24.946296296296296
2016-04-01,36.05084745762712
2016-05-01,22.288922155688624
2016-06-01,19.286269430051814
2016-07-01,20.510357142857142
2016-08-01,25.861259160559626
2016-09-01,24.683355437665785
2016-10-01,18.76764705882353
2016-11-01,20.244289340101524
2016-12-01,32.47328244274809
2017-01-01,25.536016949152543
2017-02-01,37.31578947368422
2017-03-01,30.198148148148146
2017-04-01,19.527542372881356
2017-05-01,23.8809880239521
2017-06-01,26.174222797927463
2017-07-01,15.9525
2017-08-01,23.38141239173884
2017-09-01,20.451923076923077
2017-10-01,20.555042016806723
2017-11-01,37.789340101522846
2017-12-01,32.47328244274809
2018-01-01,25.536016949152543
2018-02-01,29.54166666666667
2018-03-01,24.946296296296296
2018-04-01,27.03813559322034
2018-05-01,27.065119760479043
2018-06-01,17.908678756476682
2018-07-01,22.789285714285715
2018-08-01,24.08994003997335
2018-09-01,26.799071618037136
2018-10-01,25.917226890756304
2018-11-01,22.943527918781726
2018-12-01,28.414122137404583
2019-01-01,30.042372881355934
2019-02-01,32.65131578947369
2019-03-01,26.25925925925926
2019-04-01,33.04661016949153
2019-05-01,23.8809880239521
2019-06-01,20.663860103626945
2019-07-01,21.27
2019-08-01,21.96435709526982
2019-09-01,26.799071618037136
2019-10-01,28.598319327731094
2019-11-01,33.74048223350254
2019-12-01,30.443702290076338
2020-01-01,22.53177966101695
2020-02-01,32.65131578947369
2020-03-01,22.32037037037037
2020-04-01,22.53177966101695
2020-05-01,71.6429640718563
2020-06-01,48.215673575129536
2020-07-01,25.827857142857145
2020-08-01,14.524816788807462
2020-09-01,21.157161803713528
2020-10-01,16.08655462184874
2020-11-01,16.195431472081218
2020-12-01,14.207061068702291
2021-01-01,19.527542372881356
2021-02-01,15.548245614035089
2021-03-01,17.068518518518516
2021-04-01,15.021186440677967
2021-05-01,15.920658682634732
2021-06-01,19.286269430051814
2021-07-01,13.67357142857143
2021-08-01,14.524816788807462
2021-09-01,12.694297082228118
2021-10-01,10.72436974789916
2021-11-01,13.496192893401016
2021-12-01,22.325381679389313
2022-01-01,18.02542372881356
2022-02-01,15.548245614035089
2022-03-01,21.007407407407406
2022-04-01,25.536016949152543
2022-05-01,28.657185628742518
2022-06-01,27.55181347150259
2022-07-01,28.86642857142857
2022-08-01,24.08994003997335
2022-09-01,26.799071618037136
2022-10-01,21.44873949579832
2022-11-01,26.992385786802032
2022-12-01,30.443702290076338
2023-01-01,27.03813559322034
2023-02-01,27.98684210526316
2023-03-01,23.633333333333333
2023-04-01,21.029661016949156
2023-05-01,22.288922155688624
2023-06-01,23.4190414507772
2023-07-01,19.750714285714288
2023-08-01,15.941872085276483
2023-09-01,21.157161803713528
2023-10-01,20.555042016806723
2023-11-01,29.691624365482234
2023-12-01,20.295801526717558
2024-01-01,30.042372881355934
2024-02-01,21.767543859649127
2024-03-01,15.755555555555555
2024-04-01,25.536016949152543
2024-05-01,22.288922155688624
2024-06-01,19.286269430051814
2024-07-01,20.510357142857142
2024-08-01,13.10776149233844
2024-09-01,20.451923076923077
2024-10-01,19.661344537815125
2024-11-01,26.992385786802032
2024-12-01,30.443702290076338
2025-01-01,33.04661016949153
2025-02-01,24.877192982456144
2025-03-01,23.633333333333333
2025-04-01,27.03813559322034
2025-05-01,17.512724550898206
2025-06-01,15.153497409326425
2025-07-01,23.548928571428572
2025-08-01,13.10776149233844
2025-09-01,19.041445623342177
2025-10-01,25.023529411764706
2025-11-01,32.390862944162436
2025-12-01,32.47328244274809
