date,free school lunch
2016-09-01,27.571014492753623
2016-10-01,28.33694344163658
2016-11-01,25.973063973063972
2016-12-01,24.68621064060803
2017-01-01,27.138082673702726
2017-02-01,32.23821339950372
2017-03-01,32.80808080808081
2017-04-01,25.655608214849916
2017-05-01,29.604166666666668
2017-06-01,26.677618069815196
2017-07-01,25.5748031496063
2017-08-01,30.93333333333333
2017-09-01,28.915942028985505
2017-10-01,29.31407942238267
2017-11-01,28.707070707070706
2017-12-01,26.449511400651463
2018-01-01,25.70976253298153
2018-02-01,25.521918941273782
2018-03-01,22.713286713286713
2018-04-01,24.37282780410742
2018-05-01,22.555555555555557
2018-06-01,25.56605065023956
2018-07-01,28.984776902887138
2018-08-01,31.769369369369365
2018-09-01,27.571014492753623
2018-10-01,29.31407942238267
2018-11-01,24.606060606060606
2018-12-01,26.449511400651463
2019-01-01,31.423043095866312
2019-02-01,25.521918941273782
2019-03-01,21.45143745143745
2019-04-01,23.090047393364927
2019-05-01,29.604166666666668
2019-06-01,25.56605065023956
2019-07-01,32.39475065616798
2019-08-01,31.351351351351347
2019-09-01,28.243478260869566
2019-10-01,34.19975932611312
2019-11-01,27.34006734006734
2019-12-01,24.68621064060803
2020-01-01,28.56640281442392
2020-02-01,28.208436724565757
2020-03-01,78.23465423465423
2020-04-01,66.70458135860979
2020-05-01,60.61805555555556
2020-06-01,42.23956194387406
2020-07-01,28.132283464566928
2020-08-01,19.228828828828828
2020-09-01,36.98550724637681
2020-10-01,30.29121540312876
2020-11-01,25.973063973063972
2020-12-01,28.212812160694895
2021-01-01,27.138082673702726
2021-02-01,21.492142266335815
2021-03-01,18.92773892773893
2021-04-01,21.80726698262243
2021-05-01,23.96527777777778
2021-06-01,25.56605065023956
2021-07-01,29.837270341207347
2021-08-01,30.515315315315313
2021-09-01,23.53623188405797
2021-10-01,16.611311672683513
2021-11-01,20.505050505050505
2021-12-01,21.15960912052117
2022-01-01,25.70976253298153
2022-02-01,22.835401157981803
2022-03-01,25.236985236985237
2022-04-01,26.938388625592413
2022-05-01,31.013888888888893
2022-06-01,42.23956194387406
2022-07-01,49.44461942257218
2022-08-01,41.801801801801794
2022-09-01,34.29565217391304
2022-10-01,30.29121540312876
2022-11-01,35.54208754208754
2022-12-01,35.26601520086862
2023-01-01,38.56464379947229
2023-02-01,41.64102564102564
2023-03-01,41.64102564102564
2023-04-01,34.63507109004739
2023-05-01,35.24305555555556
2023-06-01,35.57015742642026
2023-07-01,37.509711286089235
2023-08-01,34.277477477477476
2023-09-01,30.93333333333333
2023-10-01,29.31407942238267
2023-11-01,32.80808080808081
2023-12-01,35.26601520086862
2024-01-01,34.27968337730871
2024-02-01,33.58147229114971
2024-03-01,29.022533022533022
2024-04-01,30.7867298578199
2024-05-01,33.833333333333336
2024-06-01,33.347022587268995
2024-07-01,35.804724409448816
2024-08-01,33.85945945945946
2024-09-01,28.243478260869566
2024-10-01,29.31407942238267
2024-11-01,35.54208754208754
2024-12-01,37.02931596091205
2025-01-01,49.99120492524186
2025-02-01,48.35732009925558
2025-03-01,39.117327117327115
2025-04-01,37.200631911532376
2025-05-01,36.65277777777778
2025-06-01,34.458590006844624
2025-07-01,49.44461942257218
2025-08-01,35.949549549549545
2025-09-01,35.64057971014493
2025-10-01,42.993983152827916
2025-11-01,47.84511784511785
2025-12-01,49.37242128121606
