date,head start program
2004-01-01,47.61913357400722
2004-02-01,41.721131639722856
2004-03-01,53.101851851851855
2004-04-01,50.658124318429664
2004-05-01,46.71959858323494
2004-06-01,53.69850187265918
2004-07-01,40.79536082474227
2004-08-01,36.34859154929577
2004-09-01,35.01567656765677
2004-10-01,43.446969696969695
2004-11-01,56.129787234042546
2004-12-01,45.43057921635434
2005-01-01,31.055956678700362
2005-02-01,48.674653579676665
2005-03-01,47.30892255892256
2005-04-01,38.462649945474375
2005-05-01,36.56316410861865
2005-06-01,41.88483146067416
2005-07-01,33.700515463917526
2005-08-01,39.19946147473073
2005-09-01,40.693894389438945
2005-10-01,46.70549242424242
2005-11-01,42.70744680851063
2005-12-01,43.965076660988075
2006-01-01,38.30234657039711
2006-02-01,37.747690531177824
2006-03-01,37.6540404040404
2006-04-01,38.462649945474375
2006-05-01,38.594451003541906
2006-06-01,37.588951310861425
2006-07-01,39.90850515463917
2006-08-01,33.497721623860805
2006-09-01,34.06930693069307
2006-10-01,38.016098484848484
2006-11-01,43.92765957446808
2006-12-01,42.499574105621804
2007-01-01,42.44314079422383
2007-02-01,33.77424942263279
2007-03-01,42.48148148148148
2007-04-01,39.400763358778626
2007-05-01,38.594451003541906
2007-06-01,45.10674157303371
2007-07-01,40.79536082474227
2007-08-01,41.33761391880695
2007-09-01,42.586633663366335
2007-10-01,53.22253787878788
2007-11-01,47.58829787234042
2007-12-01,45.43057921635434
2008-01-01,46.583935018050546
2008-02-01,44.70121247113163
2008-03-01,43.446969696969695
2008-04-01,45.029443838604145
2008-05-01,43.67266824085005
2008-06-01,37.588951310861425
2008-07-01,38.13479381443299
2008-08-01,36.34859154929577
2008-09-01,47.31848184818482
2008-10-01,53.22253787878788
2008-11-01,46.36808510638297
2008-12-01,43.965076660988075
2009-01-01,43.478339350180505
2009-02-01,46.68793302540415
2009-03-01,45.37794612794613
2009-04-01,45.967557251908396
2009-05-01,46.71959858323494
2009-06-01,53.69850187265918
2009-07-01,51.43762886597938
2009-08-01,47.752071251035616
2009-09-01,51.103960396039604
2009-10-01,56.48106060606061
2009-11-01,52.46914893617021
2009-12-01,52.75809199318569
2010-01-01,48.654332129963905
2010-02-01,48.674653579676665
2010-03-01,55.032828282828284
2010-04-01,45.967557251908396
2010-05-01,39.61009445100354
2010-06-01,44.03277153558052
2010-07-01,38.13479381443299
2010-08-01,37.06130903065451
2010-09-01,38.80115511551155
2010-10-01,33.671401515151516
2010-11-01,42.70744680851063
2010-12-01,38.103066439523
2011-01-01,47.61913357400722
2011-02-01,51.65473441108544
2011-03-01,52.13636363636364
2011-04-01,47.843784078516904
2011-05-01,53.82910271546635
2011-06-01,55.846441947565545
2011-07-01,49.66391752577319
2011-08-01,53.45381110190554
2011-09-01,55.835808580858085
2011-10-01,46.70549242424242
2011-11-01,46.36808510638297
2011-12-01,48.36158432708688
2012-01-01,56.93592057761733
2012-02-01,50.66137413394918
2012-03-01,52.13636363636364
2012-04-01,50.658124318429664
2012-05-01,58.90731995277449
2012-06-01,62.29026217228464
2012-07-01,63.85360824742268
2012-08-01,71.27174813587406
2012-09-01,64.35313531353135
2012-10-01,49.96401515151515
2012-11-01,48.80851063829787
2012-12-01,54.22359454855196
2013-01-01,51.75992779783394
2013-02-01,63.575057736720545
2013-03-01,51.17087542087542
2013-04-01,57.224918211559434
2013-05-01,59.92296340023612
2013-06-01,40.81086142322098
2013-07-01,63.85360824742268
2013-08-01,67.70816072908036
2013-09-01,52.0503300330033
2013-10-01,57.56723484848485
2013-11-01,52.46914893617021
2013-12-01,49.827086882453145
2014-01-01,52.795126353790614
2014-02-01,40.7277713625866
2014-03-01,39.58501683501684
2014-04-01,40.33887677208288
2014-05-01,36.56316410861865
2014-06-01,38.662921348314605
2014-07-01,41.682216494845356
2014-08-01,35.63587406793703
2014-09-01,39.74752475247525
2014-10-01,33.671401515151516
2014-11-01,35.386170212765954
2014-12-01,36.63756388415673
2015-01-01,31.055956678700362
2015-02-01,31.787528868360273
2015-03-01,34.75757575757576
2015-04-01,35.648309705561616
2015-05-01,35.54752066115702
2015-06-01,35.44101123595506
2015-07-01,40.79536082474227
2015-08-01,39.19946147473073
2015-09-01,35.01567656765677
2015-10-01,32.58522727272727
2015-11-01,30.505319148936167
2015-12-01,30.77555366269165
2016-01-01,30.020758122743683
2016-02-01,30.794168591224015
2016-03-01,32.82659932659933
2016-04-01,32.833969465648856
2016-05-01,32.50059031877213
2016-06-01,33.29307116104869
2016-07-01,32.81365979381443
2016-08-01,36.34859154929577
2016-09-01,28.39108910891089
2016-10-01,28.240530303030305
2016-11-01,28.064893617021273
2016-12-01,27.84454855195911
2017-01-01,27.950361010830328
2017-02-01,28.8074480369515
2017-03-01,30.895622895622896
2017-04-01,30.95774263904035
2017-05-01,32.50059031877213
2017-06-01,31.14513108614232
2017-07-01,31.039948453608247
2017-08-01,32.78500414250207
2017-09-01,29.33745874587459
2017-10-01,26.06818181818182
2017-11-01,28.064893617021273
2017-12-01,29.310051107325382
2018-01-01,31.055956678700362
2018-02-01,30.794168591224015
2018-03-01,27.99915824915825
2018-04-01,27.205288985823337
2018-05-01,28.438016528925615
2018-06-01,27.923220973782772
2018-07-01,30.15309278350515
2018-08-01,30.646851698425845
2018-09-01,27.444719471947195
2018-10-01,30.41287878787879
2018-11-01,28.064893617021273
2018-12-01,27.84454855195911
2019-01-01,26.91516245487365
2019-02-01,25.82736720554272
2019-03-01,27.033670033670035
2019-04-01,30.95774263904035
2019-05-01,34.53187721369539
2019-06-01,28.997191011235955
2019-07-01,31.92680412371134
2019-08-01,30.646851698425845
2019-09-01,32.17656765676568
2019-10-01,32.58522727272727
2019-11-01,32.94574468085106
2019-12-01,42.499574105621804
2020-01-01,42.44314079422383
2020-02-01,36.75433025404156
2020-03-01,25.102693602693602
2020-04-01,19.700381679389313
2020-05-01,25.39108618654073
2020-06-01,32.21910112359551
2020-07-01,23.05824742268041
2020-08-01,19.243371996685994
2020-09-01,27.444719471947195
2020-10-01,27.154356060606062
2020-11-01,21.96382978723404
2020-12-01,21.982538330494037
2021-01-01,22.77436823104693
2021-02-01,24.834006928406463
2021-03-01,30.895622895622896
2021-04-01,30.019629225736097
2021-05-01,30.469303423848874
2021-06-01,33.29307116104869
2021-07-01,34.587371134020614
2021-08-01,37.77402651201325
2021-09-01,41.64026402640264
2021-10-01,39.10227272727273
2021-11-01,39.04680851063829
2021-12-01,36.63756388415673
2022-01-01,36.231949458483754
2022-02-01,38.741050808314085
2022-03-01,37.6540404040404
2022-04-01,40.33887677208288
2022-05-01,40.62573789846517
2022-06-01,36.51498127340824
2022-07-01,37.24793814432989
2022-08-01,42.76304888152443
2022-09-01,38.80115511551155
2022-10-01,33.671401515151516
2022-11-01,32.94574468085106
2022-12-01,38.103066439523
2023-01-01,37.26714801444044
2023-02-01,37.747690531177824
2023-03-01,35.72306397306397
2023-04-01,37.52453653217012
2023-05-01,40.62573789846517
2023-06-01,37.588951310861425
2023-07-01,36.361082474226805
2023-08-01,38.48674399337199
2023-09-01,41.64026402640264
2023-10-01,35.84375
2023-11-01,36.6063829787234
2023-12-01,32.24105621805792
2024-01-01,30.020758122743683
2024-02-01,28.8074480369515
2024-03-01,24.137205387205388
2024-04-01,29.081515812431842
2024-05-01,26.406729634002357
