date,EBT balance
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,3.4959165154264973
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,1.8857072931962802
2006-07-01,0.0
2006-08-01,1.8503842459173871
2006-09-01,1.8746958637469586
2006-10-01,0.0
2006-11-01,0.9030707923112986
2006-12-01,0.0
2007-01-01,2.1367165834719914
2007-02-01,2.3306110102843314
2007-03-01,3.6072097378277155
2007-04-01,2.2728613569321534
2007-05-01,2.191410693970421
2007-06-01,2.8285609397944205
2007-07-01,2.624318801089918
2007-08-01,1.8503842459173871
2007-09-01,1.8746958637469586
2007-10-01,1.818932955618508
2007-11-01,2.7092123769338956
2007-12-01,1.9545915778792493
2008-01-01,4.273433166943983
2008-02-01,3.4959165154264973
2008-03-01,2.4048064918851435
2008-04-01,3.40929203539823
2008-05-01,3.2871160409556315
2008-06-01,3.7714145863925603
2008-07-01,2.624318801089918
2008-08-01,2.775576368876081
2008-09-01,3.7493917274939172
2008-10-01,3.637865911237016
2008-11-01,2.7092123769338956
2008-12-01,4.886478944698124
2009-01-01,5.341791458679978
2009-02-01,4.661222020568663
2009-03-01,4.809612983770287
2009-04-01,5.682153392330384
2009-05-01,5.478526734926053
2009-06-01,5.657121879588841
2009-07-01,5.248637602179836
2009-08-01,7.401536983669549
2009-09-01,7.4987834549878345
2009-10-01,8.185198300283286
2009-11-01,8.127637130801688
2009-12-01,9.772957889396247
2010-01-01,8.546866333887966
2010-02-01,10.487749546279492
2010-03-01,12.024032459425717
2010-04-01,9.091445427728614
2010-05-01,9.861348122866895
2010-06-01,10.37139011257954
2010-07-01,9.622502270663032
2010-08-01,10.177113352545629
2010-09-01,10.310827250608272
2010-10-01,10.004131255901795
2010-11-01,9.030707923112987
2010-12-01,10.750253678335872
2011-01-01,13.888657792567944
2011-02-01,13.98366606170599
2011-03-01,14.428838951310862
2011-04-01,14.773598820058996
2011-05-01,14.244169510807737
2011-06-01,13.199951052373962
2011-07-01,13.99636693914623
2011-08-01,14.803073967339097
2011-09-01,15.934914841849148
2011-10-01,13.641997167138811
2011-11-01,14.449132676980778
2011-12-01,14.65943683409437
2012-01-01,17.09373266777593
2012-02-01,16.31427707199032
2012-03-01,16.833645443196005
2012-04-01,19.319321533923304
2012-05-01,21.91410693970421
2012-06-01,19.799926578560942
2012-07-01,23.61886920980926
2012-08-01,21.279418828049952
2012-09-01,22.496350364963504
2012-10-01,25.465061378659115
2012-11-01,29.801336146272853
2012-12-01,22.477803145611368
2013-01-01,24.5722407099279
2013-02-01,26.80202661826981
2013-03-01,30.060081148564294
2013-04-01,30.68362831858407
2013-05-01,28.488339021615474
2013-06-01,26.399902104747923
2013-07-01,29.74227974568574
2013-08-01,30.53134005763689
2013-09-01,32.807177615571774
2013-10-01,38.19759206798867
2013-11-01,32.51054852320675
2013-12-01,34.20535261288686
2014-01-01,32.05074875207987
2014-02-01,37.2897761645493
2014-03-01,43.28651685393258
2014-04-01,42.04793510324484
2014-05-01,36.15827645051195
2014-06-01,28.285609397944203
2014-07-01,31.491825613079016
2014-08-01,30.53134005763689
2014-09-01,29.05778588807786
2014-10-01,29.10292728989613
2014-11-01,28.898265353961555
2014-12-01,31.27346524606799
2015-01-01,35.25582362728786
2015-02-01,33.79385964912281
2015-03-01,32.46488764044944
2015-04-01,30.68362831858407
2015-05-01,31.775455062571105
2015-06-01,29.22846304454234
2015-07-01,28.8675068119891
2015-08-01,29.606147934678194
2015-09-01,29.995133819951338
2015-10-01,28.193460812086876
2015-11-01,27.092123769338958
2015-12-01,29.31887366818874
2016-01-01,33.119107043815866
2016-02-01,34.95916515426497
2016-03-01,34.86969413233458
2016-04-01,34.0929203539823
2016-05-01,31.775455062571105
2016-06-01,31.114170337738624
2016-07-01,31.491825613079016
2016-08-01,32.38172430355427
2016-09-01,35.619221411192214
2016-10-01,37.28812559017942
2016-11-01,29.801336146272853
2016-12-01,34.20535261288686
2017-01-01,42.734331669439825
2017-02-01,43.11630369026013
2017-03-01,36.07209737827715
2017-04-01,35.22935103244838
2017-05-01,35.062571103526736
2017-06-01,39.599853157121885
2017-07-01,35.865690281562216
2017-08-01,30.53134005763689
2017-09-01,33.74452554744526
2017-10-01,35.469192634560905
2017-11-01,31.60747773089545
2017-12-01,38.11453576864536
2018-01-01,38.460898502495844
2018-02-01,39.62038717483363
2018-03-01,39.679307116104866
2018-04-01,40.91150442477876
2018-05-01,37.253981797497154
2018-06-01,33.94273127753304
2018-07-01,34.116144414168936
2018-08-01,30.53134005763689
2018-09-01,29.995133819951338
2018-10-01,30.012393767705383
2018-11-01,25.28598218471636
2018-12-01,26.386986301369866
2019-01-01,40.59761508596784
2019-02-01,27.96733212341198
2019-03-01,30.060081148564294
2019-04-01,28.410766961651916
2019-05-01,28.488339021615474
2019-06-01,34.88558492413118
2019-07-01,30.617052679382375
2019-08-01,25.90537944284342
2019-09-01,23.433698296836983
2019-10-01,21.827195467422097
2019-11-01,21.673699015471165
2019-12-01,22.477803145611368
2020-01-01,23.503882418191907
2020-02-01,24.47141560798548
2020-03-01,31.262484394506867
2020-04-01,52.27581120943953
2020-05-01,48.21103526734926
2020-06-01,50.91409691629956
2020-07-01,42.86387375113533
2020-08-01,35.15730067243035
2020-09-01,36.556569343065696
2020-10-01,40.92599150141643
2020-11-01,37.92897327707454
2020-12-01,41.04642313546424
2021-01-01,45.93940654464782
2021-02-01,43.11630369026013
2021-03-01,44.48892009987515
2021-04-01,47.730088495575224
2021-05-01,49.30674061433447
2021-06-01,47.142682329907004
2021-07-01,55.98546775658492
2021-08-01,57.361911623439
2021-09-01,58.11557177615572
2021-10-01,59.11532105760151
2021-11-01,58.69960150023441
2021-12-01,61.56963470319635
2022-01-01,68.37493067110373
2022-02-01,72.24894131881427
2022-03-01,63.7273720349563
2022-04-01,61.36725663716814
2022-05-01,67.93373151308305
2022-06-01,69.77116984826236
2022-07-01,69.1070617620345
2022-08-01,74.94056195965418
2022-09-01,81.5492700729927
2022-10-01,81.85198300283287
2022-11-01,81.27637130801688
2022-12-01,88.93391679350584
2023-01-01,90.81045479755964
2023-02-01,90.89382940108892
2023-03-01,88.9778401997503
2023-04-01,77.27728613569322
2023-05-01,83.273606370876
2023-06-01,75.4282917278512
2023-07-01,79.60433696639419
2023-08-01,77.71613832853026
2023-09-01,77.79987834549878
2023-10-01,69.1194523135033
2023-11-01,62.3118846694796
2023-12-01,66.45611364789448
2024-01-01,63.03313921242375
2024-02-01,57.09996975196612
2024-03-01,61.32256554307116
2024-04-01,55.685103244837755
2024-05-01,53.689562002275316
2024-06-01,58.45692608908468
2024-07-01,58.60978655767484
2024-08-01,61.06268011527378
2024-09-01,53.42883211678832
2024-10-01,50.93012275731823
2024-11-01,46.959681200187525
2024-12-01,52.77397260273973
2025-01-01,52.34955629506379
2025-02-01,55.93466424682396
2025-03-01,51.703339575530585
2025-04-01,51.139380530973455
2025-05-01,53.689562002275316
2025-06-01,59.39977973568283
2025-07-01,55.98546775658492
2025-08-01,65.68864073006725
2025-09-01,56.24087591240876
2025-10-01,57.296388101983005
2025-11-01,90.30707923112986
2025-12-01,50.81938102486048
