date,small business grant
2004-01-01,17.496098104793756
2004-02-01,20.431095406360424
2004-03-01,22.421281216069488
2004-04-01,19.940575673166204
2004-05-01,16.623899371069182
2004-06-01,14.802867383512545
2004-07-01,21.111821086261983
2004-08-01,20.470879801734824
2004-09-01,22.944444444444443
2004-10-01,25.7758865248227
2004-11-01,26.64516129032258
2004-12-01,18.27433628318584
2005-01-01,21.17948717948718
2005-02-01,18.48527679623086
2005-03-01,17.93702497285559
2005-04-01,13.805013927576603
2005-05-01,20.77987421383648
2005-06-01,16.77658303464755
2005-07-01,14.074547390841321
2005-08-01,17.400247831474598
2005-09-01,17.48148148148148
2005-10-01,17.574468085106385
2005-11-01,16.49462365591398
2005-12-01,15.837758112094395
2006-01-01,14.73355629877369
2006-02-01,15.566548881036514
2006-03-01,11.659066232356134
2006-04-01,9.970287836583102
2006-05-01,12.467924528301886
2006-06-01,13.816009557945042
2006-07-01,14.074547390841321
2006-08-01,15.353159851301116
2006-09-01,15.296296296296296
2006-10-01,16.402836879432627
2006-11-01,11.419354838709678
2006-12-01,14.619469026548671
2007-01-01,11.050167224080267
2007-02-01,11.674911660777386
2007-03-01,10.762214983713354
2007-04-01,9.203342618384402
2007-05-01,13.50691823899371
2007-06-01,10.855436081242534
2007-07-01,11.435569755058573
2007-08-01,14.329615861214375
2007-09-01,12.018518518518519
2007-10-01,14.059574468085108
2007-11-01,13.956989247311828
2007-12-01,13.40117994100295
2008-01-01,11.971014492753623
2008-02-01,14.593639575971732
2008-03-01,10.762214983713354
2008-04-01,9.203342618384402
2008-05-01,11.428930817610063
2008-06-01,10.855436081242534
2008-07-01,10.555910543130992
2008-08-01,12.282527881040894
2008-09-01,13.11111111111111
2008-10-01,11.71631205673759
2008-11-01,12.688172043010752
2008-12-01,9.746312684365781
2009-01-01,12.891861761426979
2009-02-01,19.45818610129564
2009-03-01,16.14332247557003
2009-04-01,10.737233054781804
2009-05-01,13.50691823899371
2009-06-01,14.802867383512545
2009-07-01,11.435569755058573
2009-08-01,12.282527881040894
2009-09-01,12.018518518518519
2009-10-01,11.71631205673759
2009-11-01,11.419354838709678
2009-12-01,9.746312684365781
2010-01-01,10.129319955406912
2010-02-01,11.674911660777386
2010-03-01,8.968512486427795
2010-04-01,6.902506963788301
2010-05-01,9.350943396226414
2010-06-01,9.86857825567503
2010-07-01,7.916932907348243
2010-08-01,9.21189591078067
2010-09-01,9.833333333333332
2010-10-01,10.54468085106383
2010-11-01,8.881720430107526
2010-12-01,7.309734513274336
2011-01-01,8.2876254180602
2011-02-01,7.783274440518257
2011-03-01,6.277958740499457
2011-04-01,5.368616527390902
2011-05-01,7.272955974842767
2011-06-01,7.894862604540024
2011-07-01,7.0372736954206605
2011-08-01,7.1648079306071875
2011-09-01,7.648148148148148
2011-10-01,9.373049645390072
2011-11-01,8.881720430107526
2011-12-01,7.309734513274336
2012-01-01,7.366778149386845
2012-02-01,6.810365135453475
2012-03-01,5.381107491856677
2012-04-01,5.368616527390902
2012-05-01,8.311949685534591
2012-06-01,12.82915173237754
2012-07-01,7.916932907348243
2012-08-01,7.1648079306071875
2012-09-01,7.648148148148148
2012-10-01,9.373049645390072
2012-11-01,8.881720430107526
2012-12-01,6.091445427728614
2013-01-01,5.525083612040134
2013-02-01,5.837455830388693
2013-03-01,5.381107491856677
2013-04-01,3.834726090993501
2013-05-01,5.19496855345912
2013-06-01,4.934289127837515
2013-07-01,4.398296059637913
2013-08-01,5.117719950433706
2013-09-01,5.462962962962963
2013-10-01,7.029787234042554
2013-11-01,6.344086021505376
2013-12-01,4.873156342182891
2014-01-01,7.366778149386845
2014-02-01,10.702002355712603
2014-03-01,4.484256243213897
2014-04-01,3.834726090993501
2014-05-01,5.19496855345912
2014-06-01,4.934289127837515
2014-07-01,4.398296059637913
2014-08-01,4.0941759603469645
2014-09-01,5.462962962962963
2014-10-01,4.686524822695036
2014-11-01,5.075268817204301
2014-12-01,4.873156342182891
2015-01-01,4.604236343366778
2015-02-01,5.837455830388693
2015-03-01,4.484256243213897
2015-04-01,3.834726090993501
2015-05-01,5.19496855345912
2015-06-01,4.934289127837515
2015-07-01,3.5186368477103303
2015-08-01,4.0941759603469645
2015-09-01,4.37037037037037
2015-10-01,3.514893617021277
2015-11-01,3.806451612903226
2015-12-01,3.654867256637168
2016-01-01,3.6833890746934226
2016-02-01,3.8916372202591285
2016-03-01,3.587404994571118
2016-04-01,3.834726090993501
2016-05-01,6.233962264150943
2016-06-01,4.934289127837515
2016-07-01,3.5186368477103303
2016-08-01,4.0941759603469645
2016-09-01,4.37037037037037
2016-10-01,4.686524822695036
2016-11-01,5.075268817204301
2016-12-01,4.873156342182891
2017-01-01,3.6833890746934226
2017-02-01,3.8916372202591285
2017-03-01,7.174809989142236
2017-04-01,4.601671309192201
2017-05-01,4.155974842767296
2017-06-01,3.947431302270012
2017-07-01,3.5186368477103303
2017-08-01,4.0941759603469645
2017-09-01,3.2777777777777777
2017-10-01,4.686524822695036
2017-11-01,3.806451612903226
2017-12-01,4.873156342182891
2018-01-01,4.604236343366778
2018-02-01,3.8916372202591285
2018-03-01,6.277958740499457
2018-04-01,3.067780872794801
2018-05-01,4.155974842767296
2018-06-01,3.947431302270012
2018-07-01,3.5186368477103303
2018-08-01,5.117719950433706
2018-09-01,3.2777777777777777
2018-10-01,3.514893617021277
2018-11-01,5.075268817204301
2018-12-01,4.873156342182891
2019-01-01,3.6833890746934226
2019-02-01,4.86454652532391
2019-03-01,8.071661237785015
2019-04-01,3.834726090993501
2019-05-01,4.155974842767296
2019-06-01,3.947431302270012
2019-07-01,3.5186368477103303
2019-08-01,4.0941759603469645
2019-09-01,4.37037037037037
2019-10-01,4.686524822695036
2019-11-01,3.806451612903226
2019-12-01,4.873156342182891
2020-01-01,4.604236343366778
2020-02-01,5.837455830388693
2020-03-01,40.35830618892508
2020-04-01,76.69452181987002
2020-05-01,30.13081761006289
2020-06-01,40.46117084826762
2020-07-01,67.73375931842386
2020-08-01,41.965303593556385
2020-09-01,30.59259259259259
2020-10-01,31.63404255319149
2020-11-01,38.064516129032256
2020-12-01,48.73156342182891
2021-01-01,62.617614269788184
2021-02-01,35.024734982332156
2021-03-01,26.905537459283387
2021-04-01,18.406685236768805
2021-05-01,24.93584905660377
2021-06-01,26.64516129032258
2021-07-01,19.352502662406817
2021-08-01,22.517967781908304
2021-09-01,32.77777777777778
2021-10-01,21.08936170212766
2021-11-01,20.301075268817204
2021-12-01,20.710914454277287
2022-01-01,17.496098104793756
2022-02-01,21.404004711425205
2022-03-01,17.04017372421281
2022-04-01,27.610027855153206
2022-05-01,19.740880503144655
2022-06-01,17.763440860215056
2022-07-01,14.954206602768904
2022-08-01,19.44733581164808
2022-09-01,22.944444444444443
2022-10-01,18.746099290780144
2022-11-01,16.49462365591398
2022-12-01,15.837758112094395
2023-01-01,17.496098104793756
2023-02-01,21.404004711425205
2023-03-01,17.04017372421281
2023-04-01,16.105849582172706
2023-05-01,25.9748427672956
2023-06-01,19.73715651135006
2023-07-01,16.71352502662407
2023-08-01,20.470879801734824
2023-09-01,14.203703703703702
2023-10-01,15.231205673758867
2023-11-01,13.956989247311828
2023-12-01,17.05604719764012
2024-01-01,12.891861761426979
2024-02-01,13.62073027090695
2024-03-01,12.555917480998914
2024-04-01,10.737233054781804
2024-05-01,14.545911949685534
2024-06-01,13.816009557945042
2024-07-01,12.315228966986156
2024-08-01,11.258983890954152
2024-09-01,13.11111111111111
2024-10-01,14.059574468085108
2024-11-01,12.688172043010752
2024-12-01,14.619469026548671
2025-01-01,11.971014492753623
2025-02-01,12.647820965842168
2025-03-01,11.659066232356134
2025-04-01,8.436397400185703
2025-05-01,12.467924528301886
2025-06-01,12.82915173237754
2025-07-01,12.315228966986156
2025-08-01,13.306071871127635
2025-09-01,13.11111111111111
2025-10-01,15.231205673758867
2025-11-01,21.56989247311828
2025-12-01,23.14749262536873
