date,food stamps
2004-01-01,7.5841059602649
2004-02-01,7.684432515337423
2004-03-01,7.915086887835702
2004-04-01,8.43298969072165
2004-05-01,7.614361702127659
2004-06-01,8.099009900990099
2004-07-01,8.635053619302948
2004-08-01,8.143805309734512
2004-09-01,8.174809644670049
2004-10-01,7.74248798076923
2004-11-01,8.824315068493151
2004-12-01,8.107200647249192
2005-01-01,7.5841059602649
2005-02-01,8.782208588957054
2005-03-01,7.915086887835702
2005-04-01,8.43298969072165
2005-05-01,8.702127659574467
2005-06-01,8.099009900990099
2005-07-01,8.635053619302948
2005-08-01,9.04867256637168
2005-09-01,16.349619289340097
2005-10-01,11.183593749999998
2005-11-01,12.746232876712329
2005-12-01,9.26537216828479
2006-01-01,8.532119205298013
2006-02-01,8.782208588957054
2006-03-01,10.17654028436019
2006-04-01,9.487113402061857
2006-05-01,9.789893617021276
2006-06-01,9.111386138613861
2006-07-01,9.59450402144772
2006-08-01,10.858407079646017
2006-09-01,9.991434010152282
2006-10-01,9.463040865384613
2006-11-01,9.804794520547945
2006-12-01,10.423543689320388
2007-01-01,10.428145695364236
2007-02-01,9.879984662576685
2007-03-01,10.17654028436019
2007-04-01,11.595360824742269
2007-05-01,11.965425531914892
2007-06-01,11.136138613861386
2007-07-01,11.513404825737265
2007-08-01,11.763274336283185
2007-09-01,11.808058375634516
2007-10-01,10.323317307692307
2007-11-01,11.765753424657534
2007-12-01,11.581715210355988
2008-01-01,14.220198675496686
2008-02-01,13.173312883435582
2008-03-01,14.699447077409163
2008-04-01,14.757731958762887
2008-05-01,15.228723404255318
2008-06-01,15.185643564356436
2008-07-01,15.351206434316353
2008-08-01,16.287610619469024
2008-09-01,26.34105329949238
2008-10-01,22.367187499999996
2008-11-01,21.57054794520548
2008-12-01,25.47977346278317
2009-01-01,24.648344370860926
2009-02-01,31.83550613496932
2009-03-01,30.52962085308057
2009-04-01,25.29896907216495
2009-05-01,27.19414893617021
2009-06-01,30.371287128712872
2009-07-01,29.742962466487935
2009-08-01,32.57522123893805
2009-09-01,29.06598984771573
2009-10-01,28.389122596153843
2009-11-01,31.375342465753423
2009-12-01,32.42880258899677
2010-01-01,32.232450331125825
2010-02-01,30.73773006134969
2010-03-01,32.79107424960505
2010-04-01,29.515463917525775
2010-05-01,31.545212765957444
2010-06-01,34.42079207920792
2010-07-01,32.62131367292225
2010-08-01,33.48008849557522
2010-09-01,30.882614213197964
2010-10-01,32.6905048076923
2010-11-01,32.35582191780822
2010-12-01,34.74514563106796
2011-01-01,38.86854304635761
2011-02-01,39.51993865030674
2011-03-01,40.70616113744076
2011-04-01,37.948453608247426
2011-05-01,45.68617021276595
2011-06-01,46.56930693069307
2011-07-01,44.13471849865952
2011-08-01,47.05309734513274
2011-09-01,46.323921319796945
2011-10-01,36.99188701923077
2011-11-01,40.199657534246576
2011-12-01,41.69417475728155
2012-01-01,40.764569536423835
2012-02-01,41.71549079754601
2012-03-01,41.836887835703
2012-04-01,41.11082474226804
2012-05-01,43.51063829787233
2012-06-01,43.53217821782178
2012-07-01,47.013069705093834
2012-08-01,46.14823008849557
2012-09-01,50.865482233502526
2012-10-01,41.293269230769226
2012-11-01,50.00445205479452
2012-12-01,40.53600323624595
2013-01-01,41.712582781456945
2013-02-01,41.71549079754601
2013-03-01,41.836887835703
2013-04-01,41.11082474226804
2013-05-01,42.42287234042553
2013-06-01,39.48267326732673
2013-07-01,44.13471849865952
2013-08-01,43.43362831858407
2013-09-01,45.41560913705583
2013-10-01,61.93990384615384
2013-11-01,42.160616438356165
2013-12-01,40.53600323624595
2014-01-01,43.60860927152317
2014-02-01,41.71549079754601
2014-03-01,40.70616113744076
2014-04-01,36.894329896907216
2014-05-01,38.07180851063829
2014-06-01,37.45792079207921
2014-07-01,39.33746648793566
2014-08-01,36.19469026548672
