date,SBA loan
2017-01-01,2.346296296296296
2017-02-01,2.5138888888888884
2017-03-01,1.7597222222222222
2017-04-01,0.5769581056466302
2017-05-01,0.9427083333333333
2017-06-01,0.894774011299435
2017-07-01,0.7706812652068126
2017-08-01,2.0501618122977345
2017-09-01,3.599431818181818
2017-10-01,3.8162650602409633
2017-11-01,4.280405405405405
2017-12-01,2.815555555555555
2018-01-01,2.346296296296296
2018-02-01,2.5138888888888884
2018-03-01,1.7597222222222222
2018-04-01,1.1539162112932604
2018-05-01,1.8854166666666665
2018-06-01,1.78954802259887
2018-07-01,1.5413625304136251
2018-08-01,2.0501618122977345
2018-09-01,2.399621212121212
2018-10-01,2.544176706827309
2018-11-01,2.853603603603603
2018-12-01,2.815555555555555
2019-01-01,2.346296296296296
2019-02-01,2.5138888888888884
2019-03-01,1.7597222222222222
2019-04-01,1.1539162112932604
2019-05-01,1.8854166666666665
2019-06-01,1.78954802259887
2019-07-01,1.5413625304136251
2019-08-01,2.0501618122977345
2019-09-01,2.399621212121212
2019-10-01,2.544176706827309
2019-11-01,2.853603603603603
2019-12-01,1.4077777777777776
2020-01-01,2.346296296296296
2020-02-01,2.5138888888888884
2020-03-01,31.675
2020-04-01,57.69581056466302
2020-05-01,30.166666666666664
2020-06-01,37.58050847457627
2020-07-01,47.78223844282238
2020-08-01,28.702265372168284
2020-09-01,19.196969696969695
2020-10-01,19.081325301204817
2020-11-01,14.268018018018015
2020-12-01,21.116666666666664
2021-01-01,32.84814814814815
2021-02-01,23.88194444444444
2021-03-01,17.59722222222222
2021-04-01,14.423952641165755
2021-05-01,22.625
2021-06-01,17.8954802259887
2021-07-01,13.101581508515814
2021-08-01,16.401294498381876
2021-09-01,20.3967803030303
2021-10-01,15.265060240963853
2021-11-01,17.12162162162162
2021-12-01,16.89333333333333
2022-01-01,11.731481481481481
2022-02-01,12.569444444444443
2022-03-01,8.79861111111111
2022-04-01,6.346539162112932
2022-05-01,8.484375
2022-06-01,5.36864406779661
2022-07-01,4.624087591240875
2022-08-01,7.175566343042071
2022-09-01,7.198863636363636
2022-10-01,8.904618473895582
2022-11-01,8.56081081081081
2022-12-01,8.446666666666665
2023-01-01,9.385185185185184
2023-02-01,11.312499999999998
2023-03-01,7.91875
2023-04-01,4.6156648451730415
2023-05-01,7.541666666666666
2023-06-01,8.052966101694915
2023-07-01,6.165450121654501
2023-08-01,8.200647249190938
2023-09-01,8.398674242424242
2023-10-01,8.904618473895582
2023-11-01,8.56081081081081
2023-12-01,8.446666666666665
2024-01-01,8.212037037037037
2024-02-01,10.055555555555554
2024-03-01,7.038888888888889
2024-04-01,4.038706739526411
2024-05-01,6.598958333333333
2024-06-01,7.15819209039548
2024-07-01,6.936131386861313
2024-08-01,10.250809061488672
2024-09-01,8.398674242424242
2024-10-01,11.44879518072289
2024-11-01,9.987612612612612
2024-12-01,9.854444444444443
2025-01-01,10.558333333333332
2025-02-01,11.312499999999998
2025-03-01,7.91875
2025-04-01,4.038706739526411
2025-05-01,6.598958333333333
2025-06-01,6.263418079096045
2025-07-01,7.706812652068126
2025-08-01,8.200647249190938
2025-09-01,8.398674242424242
2025-10-01,8.904618473895582
2025-11-01,8.56081081081081
2025-12-01,9.854444444444443
