date,SSI benefits
2021-10-01,70.4866785079929
2021-11-01,71.8913043478261
2021-12-01,69.97332106715733
2022-01-01,71.0266323024055
2022-02-01,76.16121212121213
2022-03-01,75.50228310502283
2022-04-01,72.573546856465
2022-05-01,74.73446327683617
2022-06-01,78.66696778078892
2022-07-01,81.91017606684572
2022-08-01,91.77887197851388
2022-09-01,86.45751633986929
2022-10-01,93.00325636471285
2022-11-01,88.56175173282924
2022-12-01,79.10027598896045
2023-01-01,74.8147193585338
2023-02-01,85.18030303030304
2023-03-01,81.54246575342466
2023-04-01,82.38078291814946
2023-05-01,91.34212178279975
2023-06-01,78.66696778078892
2023-07-01,82.89704565801254
2023-08-01,89.80513279618025
2023-09-01,88.5160286336757
2023-10-01,80.27649496743636
2023-11-01,91.68746061751733
2023-12-01,86.19901870591845
2024-01-01,84.28493699885453
2024-02-01,86.18242424242425
2024-03-01,79.52907153729072
2024-04-01,74.5349940688019
2024-05-01,82.00031387319524
2024-06-01,71.69647696476964
2024-07-01,71.05461056401074
2024-08-01,74.0152193375112
2024-09-01,75.13569872393403
2024-10-01,96.91918294849025
2024-11-01,79.18462507876497
2024-12-01,74.02974547684761
2025-01-01,77.65578465063001
2025-02-01,91.19303030303031
2025-03-01,82.54916286149162
2025-04-01,76.49644128113879
2025-05-01,72.65850596359071
2025-06-01,79.66275218307739
2025-07-01,87.83139361384661
2025-08-01,77.96269770217846
2025-09-01,78.22346716464364
2025-10-01,97.89816459443459
2025-11-01,92.72936357908003
2025-12-01,95.32597362772157
