date,home insurance
2004-01-01,32.39004975124378
2004-02-01,30.96651445966514
2004-03-01,28.173095944609294
2004-04-01,29.442836468885673
2004-05-01,32.61338991041961
2004-06-01,33.67448275862069
2004-07-01,32.972623740692065
2004-08-01,33.95549374130737
2004-09-01,33.611758989310005
2004-10-01,26.715656565656566
2004-11-01,26.991708126036478
2004-12-01,27.822222222222223
2005-01-01,28.341293532338305
2005-02-01,27.869863013698627
2005-03-01,32.19782393669634
2005-04-01,28.46140858658948
2005-05-01,29.735737859500237
2005-06-01,30.868275862068966
2005-07-01,29.408015768725356
2005-08-01,29.23945294390357
2005-09-01,29.65743440233236
2005-10-01,27.743181818181817
2005-11-01,25.86705362078496
2005-12-01,24.344444444444445
2006-01-01,26.31691542288557
2006-02-01,26.83764586504312
2006-03-01,27.166913946587535
2006-04-01,27.479980704293293
2006-05-01,28.776520509193777
2006-06-01,28.997471264367814
2006-07-01,26.734559789750325
2006-08-01,29.23945294390357
2006-09-01,26.691690962099123
2006-10-01,29.798232323232323
2006-11-01,29.24101713653952
2006-12-01,26.66296296296296
2007-01-01,27.32910447761194
2007-02-01,27.869863013698627
2007-03-01,28.173095944609294
2007-04-01,29.442836468885673
2007-05-01,27.81730315888732
2007-06-01,27.126666666666665
2007-07-01,26.734559789750325
2007-08-01,24.52341214649977
2007-09-01,22.737366375121475
2007-10-01,24.66060606060606
2007-11-01,23.61774461028192
2007-12-01,22.025925925925925
2008-01-01,22.268159203980098
2008-02-01,22.708777270421105
2008-03-01,23.142185954500494
2008-04-01,23.554269175108537
2008-05-01,22.061999057048563
2008-06-01,23.385057471264368
2008-07-01,20.49649583880858
2008-08-01,20.750579508576728
2008-09-01,21.748785228377063
2008-10-01,21.578030303030303
2008-11-01,20.24378109452736
2008-12-01,22.025925925925925
2009-01-01,23.280348258706468
2009-02-01,24.773211567732112
2009-03-01,23.142185954500494
2009-04-01,22.57284129281235
2009-05-01,22.061999057048563
2009-06-01,23.385057471264368
2009-07-01,22.278799824791935
2009-08-01,23.580203987019008
2009-09-01,23.725947521865887
2009-10-01,24.66060606060606
2009-11-01,22.4930901050304
2009-12-01,22.025925925925925
2010-01-01,23.280348258706468
2010-02-01,24.773211567732112
2010-03-01,28.173095944609294
2010-04-01,26.498552821997105
2010-05-01,23.980433757661483
2010-06-01,24.32045977011494
2010-07-01,19.605343845816904
2010-08-01,21.69378766805749
2010-09-01,21.748785228377063
2010-10-01,19.522979797979797
2010-11-01,20.24378109452736
2010-12-01,18.548148148148147
2011-01-01,22.268159203980098
2011-02-01,24.773211567732112
2011-03-01,23.142185954500494
2011-04-01,23.554269175108537
2011-05-01,23.980433757661483
2011-06-01,23.385057471264368
2011-07-01,22.278799824791935
2011-08-01,24.52341214649977
2011-09-01,23.725947521865887
2011-10-01,22.605555555555554
2011-11-01,23.61774461028192
2011-12-01,22.025925925925925
2012-01-01,23.280348258706468
2012-02-01,23.74099441907661
2012-03-01,22.13600395647873
2012-04-01,23.554269175108537
2012-05-01,23.021216407355023
2012-06-01,22.44965517241379
2012-07-01,22.278799824791935
2012-08-01,22.636995827538247
2012-09-01,20.76020408163265
2012-10-01,22.605555555555554
2012-11-01,22.4930901050304
2012-12-01,20.866666666666667
2013-01-01,22.268159203980098
2013-02-01,22.708777270421105
2013-03-01,24.148367952522253
2013-04-01,24.535697057404725
2013-05-01,24.93965110796794
2013-06-01,24.32045977011494
2013-07-01,24.061103810775293
2013-08-01,22.636995827538247
2013-09-01,22.737366375121475
2013-10-01,23.63308080808081
2013-11-01,22.4930901050304
2013-12-01,22.025925925925925
2014-01-01,24.292537313432835
2014-02-01,24.773211567732112
2014-03-01,23.142185954500494
2014-04-01,24.535697057404725
2014-05-01,24.93965110796794
2014-06-01,26.191264367816093
2014-07-01,24.95225580376697
2014-08-01,23.580203987019008
2014-09-01,23.725947521865887
2014-10-01,23.63308080808081
2014-11-01,23.61774461028192
2014-12-01,25.503703703703703
2015-01-01,27.32910447761194
2015-02-01,24.773211567732112
2015-03-01,27.166913946587535
2015-04-01,25.517124939700913
2015-05-01,27.81730315888732
2015-06-01,27.126666666666665
2015-07-01,24.95225580376697
2015-08-01,25.466620305980527
2015-09-01,23.725947521865887
2015-10-01,23.63308080808081
2015-11-01,22.4930901050304
2015-12-01,23.185185185185183
2016-01-01,25.3047263681592
2016-02-01,26.83764586504312
2016-03-01,26.160731948565775
2016-04-01,26.498552821997105
2016-05-01,25.8988684582744
2016-06-01,26.191264367816093
2016-07-01,22.278799824791935
2016-08-01,24.52341214649977
2016-09-01,24.7145286686103
2016-10-01,26.715656565656566
2016-11-01,28.116362631288
2016-12-01,26.66296296296296
2017-01-01,27.32910447761194
2017-02-01,29.934297311009637
2017-03-01,31.19164193867458
2017-04-01,31.40569223347805
2017-05-01,31.654172560113157
2017-06-01,30.868275862068966
2017-07-01,30.299167761717033
2017-08-01,31.12586926286509
2017-09-01,34.60034013605442
2017-10-01,33.90833333333333
2017-11-01,30.36567164179104
2017-12-01,28.98148148148148
2018-01-01,28.341293532338305
2018-02-01,29.934297311009637
2018-03-01,30.185459940652816
2018-04-01,29.442836468885673
2018-05-01,30.694955209806697
2018-06-01,29.93287356321839
2018-07-01,28.51686377573368
2018-08-01,27.35303662494205
2018-09-01,28.668853255587948
2018-10-01,28.77070707070707
2018-11-01,29.24101713653952
2018-12-01,27.822222222222223
2019-01-01,28.341293532338305
2019-02-01,28.90208016235413
2019-03-01,28.173095944609294
2019-04-01,30.42426435118186
2019-05-01,31.654172560113157
2019-06-01,29.93287356321839
2019-07-01,28.51686377573368
2019-08-01,29.23945294390357
2019-09-01,29.65743440233236
2019-10-01,29.798232323232323
2019-11-01,29.24101713653952
2019-12-01,30.14074074074074
2020-01-01,35.42661691542288
2020-02-01,35.09538305428716
2020-03-01,32.19782393669634
2020-04-01,32.38712011577424
2020-05-01,33.57260726072607
2020-06-01,35.545287356321836
2020-07-01,35.6460797196671
2020-08-01,36.785118219749656
2020-09-01,35.58892128279883
2020-10-01,36.99090909090909
2020-11-01,35.98894416804864
2020-12-01,37.096296296296295
2021-01-01,36.438805970149254
