date,open enrollment
2004-01-01,4.731313131313131
2004-02-01,3.122666666666667
2004-03-01,0.0
2004-04-01,5.421296296296296
2004-05-01,9.162754303599375
2004-06-01,5.944162436548223
2004-07-01,4.899581589958159
2004-08-01,5.119125683060109
2004-09-01,3.942760942760943
2004-10-01,3.0219354838709678
2004-11-01,3.40159767610748
2004-12-01,3.0929741151611196
2005-01-01,4.731313131313131
2005-02-01,6.245333333333334
2005-03-01,7.29595015576324
2005-04-01,7.228395061728395
2005-05-01,5.497652582159624
2005-06-01,5.944162436548223
2005-07-01,4.899581589958159
2005-08-01,5.119125683060109
2005-09-01,3.942760942760943
2005-10-01,3.525591397849462
2005-11-01,3.40159767610748
2005-12-01,1.8557844690966716
2006-01-01,4.731313131313131
2006-02-01,6.245333333333334
2006-03-01,5.47196261682243
2006-04-01,5.421296296296296
2006-05-01,7.330203442879499
2006-06-01,5.944162436548223
2006-07-01,6.532775453277545
2006-08-01,6.398907103825136
2006-09-01,5.914141414141414
2006-10-01,4.029247311827957
2006-11-01,4.2519970951343495
2006-12-01,3.0929741151611196
2007-01-01,7.096969696969697
2007-02-01,6.245333333333334
2007-03-01,7.29595015576324
2007-04-01,7.228395061728395
2007-05-01,7.330203442879499
2007-06-01,5.944162436548223
2007-07-01,6.532775453277545
2007-08-01,6.398907103825136
2007-09-01,4.928451178451178
2007-10-01,4.029247311827957
2007-11-01,4.2519970951343495
2007-12-01,3.0929741151611196
2008-01-01,7.096969696969697
2008-02-01,7.8066666666666675
2008-03-01,7.29595015576324
2008-04-01,9.035493827160494
2008-05-01,9.162754303599375
2008-06-01,7.925549915397631
2008-07-01,8.165969316596932
2008-08-01,5.119125683060109
2008-09-01,4.928451178451178
2008-10-01,4.029247311827957
2008-11-01,4.2519970951343495
2008-12-01,3.711568938193343
2009-01-01,7.096969696969697
2009-02-01,9.368
2009-03-01,9.11993769470405
2009-04-01,9.035493827160494
2009-05-01,9.162754303599375
2009-06-01,9.906937394247038
2009-07-01,8.165969316596932
2009-08-01,6.398907103825136
2009-09-01,5.914141414141414
2009-10-01,5.036559139784947
2009-11-01,5.95279593318809
2009-12-01,4.330163761225568
2010-01-01,8.27979797979798
2010-02-01,9.368
2010-03-01,10.94392523364486
2010-04-01,9.035493827160494
2010-05-01,10.995305164319248
2010-06-01,7.925549915397631
2010-07-01,8.165969316596932
2010-08-01,7.678688524590164
2010-09-01,5.914141414141414
2010-10-01,5.036559139784947
2010-11-01,5.10239651416122
2010-12-01,4.948758584257791
2011-01-01,9.462626262626262
2011-02-01,10.929333333333334
2011-03-01,10.94392523364486
2011-04-01,10.842592592592592
2011-05-01,10.995305164319248
2011-06-01,11.888324873096446
2011-07-01,9.799163179916318
2011-08-01,10.238251366120219
2011-09-01,7.885521885521886
2011-10-01,6.54752688172043
2011-11-01,6.80319535221496
2011-12-01,5.567353407290015
2012-01-01,9.462626262626262
2012-02-01,12.490666666666668
2012-03-01,12.767912772585671
2012-04-01,12.649691358024691
2012-05-01,12.827856025039123
2012-06-01,9.906937394247038
2012-07-01,9.799163179916318
2012-08-01,10.238251366120219
2012-09-01,8.871212121212121
2012-10-01,7.554838709677419
2012-11-01,7.228395061728395
2012-12-01,5.567353407290015
2013-01-01,9.462626262626262
2013-02-01,10.929333333333334
2013-03-01,14.59190031152648
2013-04-01,14.45679012345679
2013-05-01,12.827856025039123
2013-06-01,13.869712351945854
2013-07-01,13.06555090655509
2013-08-01,12.797814207650273
2013-09-01,12.813973063973064
2013-10-01,11.080430107526881
2013-11-01,8.503994190268699
2013-12-01,9.278922345483359
2014-01-01,14.193939393939393
2014-02-01,15.613333333333335
2014-03-01,27.35981308411215
2014-04-01,23.49228395061728
