date,COBRA insurance
2004-01-01,58.94468749999999
2004-02-01,53.01658322903629
2004-03-01,51.53429073856975
2004-04-01,49.12647754137116
2004-05-01,56.4063995215311
2004-06-01,53.953947368421055
2004-07-01,50.42886904761905
2004-08-01,61.186602870813395
2004-09-01,58.96969696969697
2004-10-01,51.598484848484844
2004-11-01,42.83709449929478
2004-12-01,55.242279411764706
2005-01-01,47.95499999999999
2005-02-01,46.01439299123905
2005-03-01,47.78634232121922
2005-04-01,47.23699763593381
2005-05-01,49.714114832535884
2005-06-01,45.723684210526315
2005-07-01,54.23482142857143
2005-08-01,46.84599282296651
2005-09-01,48.43939393939394
2005-10-01,46.33333333333333
2005-11-01,47.34626234132581
2005-12-01,43.48860294117647
2006-01-01,43.958749999999995
2006-02-01,42.01314142678348
2006-03-01,38.41647127784291
2006-04-01,40.623817966903076
2006-05-01,46.84599282296651
2006-06-01,43.89473684210526
2006-07-01,45.67142857142858
2006-08-01,49.714114832535884
2006-09-01,46.33333333333333
2006-10-01,50.54545454545455
2006-11-01,49.60084626234132
2006-12-01,43.48860294117647
2007-01-01,42.959687499999994
2007-02-01,42.01314142678348
2007-03-01,40.29044548651817
2007-04-01,42.51329787234043
2007-05-01,43.02183014354067
2007-06-01,44.80921052631579
2007-07-01,44.71994047619048
2007-08-01,47.802033492822964
2007-09-01,43.17424242424242
2007-10-01,45.28030303030303
2007-11-01,39.45521861777151
2007-12-01,41.13786764705882
2008-01-01,42.959687499999994
2008-02-01,38.011889862327905
2008-03-01,34.66852286049238
2008-04-01,39.6790780141844
2008-05-01,38.24162679425837
2008-06-01,36.578947368421055
2008-07-01,39.962500000000006
2008-08-01,39.19766746411483
2008-09-01,46.33333333333333
2008-10-01,43.17424242424242
2008-11-01,43.96438645980254
2008-12-01,52.89154411764706
2009-01-01,50.952187499999994
2009-02-01,86.02690863579474
2009-03-01,93.69871043376318
2009-04-01,82.19237588652483
2009-05-01,71.70305023923444
2009-06-01,71.32894736842105
2009-07-01,72.31309523809524
2009-08-01,75.52721291866028
2009-09-01,72.6590909090909
2009-10-01,71.60606060606061
2009-11-01,72.14668547249647
2009-12-01,82.27573529411764
2010-01-01,66.9371875
2010-02-01,63.019712140175216
2010-03-01,66.52608440797187
2010-04-01,59.5186170212766
2010-05-01,56.4063995215311
2010-06-01,59.44078947368421
2010-07-01,48.52589285714286
2010-08-01,42.06578947368421
2010-09-01,40.015151515151516
2010-10-01,37.90909090909091
2010-11-01,41.709802538787024
2010-12-01,42.313235294117646
2011-01-01,45.956875
2011-02-01,45.014080100125156
2011-03-01,43.10140679953107
2011-04-01,41.56855791962175
2011-05-01,38.24162679425837
2011-06-01,40.23684210526316
2011-07-01,38.05952380952381
2011-08-01,37.28558612440191
2011-09-01,35.803030303030305
2011-10-01,30.537878787878785
2011-11-01,33.81875881523272
2011-12-01,31.734926470588235
2012-01-01,33.96812499999999
2012-02-01,33.01032540675845
2012-03-01,29.046600234466588
2012-04-01,32.12115839243499
2012-05-01,35.373504784689
2012-06-01,35.66447368421053
2012-07-01,34.25357142857143
2012-08-01,33.46142344497608
2012-09-01,34.75
2012-10-01,33.696969696969695
2012-11-01,33.81875881523272
2012-12-01,30.55955882352941
2013-01-01,31.969999999999995
2013-02-01,28.008760951188986
2013-03-01,27.172626025791324
2013-04-01,32.12115839243499
2013-05-01,31.549342105263158
2013-06-01,29.263157894736842
2013-07-01,30.44761904761905
2013-08-01,32.505382775119614
2013-09-01,31.59090909090909
2013-10-01,32.64393939393939
2013-11-01,29.309590973201693
2013-12-01,27.03345588235294
2014-01-01,27.973749999999995
2014-02-01,24.007509386733418
2014-03-01,22.487690504103163
2014-04-01,24.56323877068558
2014-05-01,24.857057416267942
2014-06-01,27.43421052631579
2014-07-01,25.69017857142857
2014-08-01,24.857057416267942
2014-09-01,27.37878787878788
2014-10-01,27.37878787878788
2014-11-01,27.055007052186177
2014-12-01,27.03345588235294
2015-01-01,23.977499999999996
2015-02-01,24.007509386733418
2015-03-01,22.487690504103163
2015-04-01,21.72901891252955
2015-05-01,22.944976076555022
2015-06-01,24.690789473684212
2015-07-01,26.64166666666667
2015-08-01,24.857057416267942
2015-09-01,24.21969696969697
2015-10-01,27.37878787878788
2015-11-01,28.182299012693935
2015-12-01,27.03345588235294
2016-01-01,22.9784375
2016-02-01,21.00657071339174
2016-03-01,24.361664712778428
2016-04-01,25.507978723404257
2016-05-01,25.813098086124402
2016-06-01,21.94736842105263
2016-07-01,21.88422619047619
2016-08-01,26.769138755980862
2016-09-01,25.272727272727273
2016-10-01,26.325757575757574
2016-11-01,27.055007052186177
2016-12-01,24.68272058823529
2017-01-01,29.971874999999997
2017-02-01,27.008448060075093
2017-03-01,25.29865181711606
2017-04-01,26.452718676122934
2017-05-01,28.681220095693778
2017-06-01,28.348684210526315
2017-07-01,29.496130952380955
2017-08-01,27.725179425837318
2017-09-01,28.43181818181818
2017-10-01,30.537878787878785
2017-11-01,33.81875881523272
2017-12-01,30.55955882352941
2018-01-01,27.973749999999995
2018-02-01,29.00907384230288
2018-03-01,27.172626025791324
2018-04-01,28.342198581560286
2018-05-01,29.637260765550238
2018-06-01,30.17763157894737
2018-07-01,29.496130952380955
2018-08-01,28.681220095693778
2018-09-01,29.484848484848484
2018-10-01,30.537878787878785
2018-11-01,29.309590973201693
2018-12-01,28.208823529411763
2019-01-01,27.973749999999995
2019-02-01,27.008448060075093
2019-03-01,25.29865181711606
2019-04-01,27.39745862884161
2019-05-01,28.681220095693778
2019-06-01,27.43421052631579
2019-07-01,26.64166666666667
2019-08-01,26.769138755980862
2019-09-01,29.484848484848484
2019-10-01,30.537878787878785
2019-11-01,30.436882933709448
2019-12-01,29.384191176470587
2020-01-01,27.973749999999995
2020-02-01,28.008760951188986
2020-03-01,34.66852286049238
2020-04-01,33.06589834515366
2020-05-01,28.681220095693778
2020-06-01,31.092105263157894
2020-07-01,34.25357142857143
2020-08-01,29.637260765550238
2020-09-01,31.59090909090909
2020-10-01,31.59090909090909
2020-11-01,28.182299012693935
2020-12-01,28.208823529411763
2021-01-01,25.975624999999997
2021-02-01,25.007822277847307
2021-03-01,32.79454865181712
2021-04-01,32.12115839243499
2021-05-01,29.637260765550238
2021-06-01,28.348684210526315
2021-07-01,26.64166666666667
2021-08-01,27.725179425837318
2021-09-01,28.43181818181818
2021-10-01,28.43181818181818
2021-11-01,29.309590973201693
2021-12-01,27.03345588235294
2022-01-01,30.970937499999994
2022-02-01,28.008760951188986
2022-03-01,28.109613130128956
2022-04-01,26.452718676122934
2022-05-01,26.769138755980862
2022-06-01,31.092105263157894
2022-07-01,28.544642857142858
2022-08-01,28.681220095693778
2022-09-01,27.37878787878788
2022-10-01,27.37878787878788
2022-11-01,28.182299012693935
2022-12-01,30.55955882352941
2023-01-01,27.973749999999995
2023-02-01,29.00907384230288
2023-03-01,28.109613130128956
2023-04-01,27.39745862884161
2023-05-01,28.681220095693778
2023-06-01,27.43421052631579
2023-07-01,27.593154761904763
2023-08-01,28.681220095693778
2023-09-01,28.43181818181818
2023-10-01,30.537878787878785
2023-11-01,32.691466854724965
2023-12-01,29.384191176470587
2024-01-01,27.973749999999995
2024-02-01,29.00907384230288
2024-03-01,26.235638921453692
2024-04-01,30.231678486997637
2024-05-01,27.725179425837318
2024-06-01,27.43421052631579
2024-07-01,27.593154761904763
2024-08-01,26.769138755980862
2024-09-01,27.37878787878788
2024-10-01,29.484848484848484
2024-11-01,31.564174894217206
2024-12-01,30.55955882352941
2025-01-01,30.970937499999994
2025-02-01,32.010012515644554
2025-03-01,29.98358733880422
2025-04-01,29.28693853427896
2025-05-01,29.637260765550238
2025-06-01,32.921052631578945
2025-07-01,36.15654761904762
2025-08-01,32.505382775119614
2025-09-01,33.696969696969695
2025-10-01,35.803030303030305
2025-11-01,39.45521861777151
2025-12-01,36.43639705882353
