date,disability insurance
2019-06-01,51.43013595166163
2019-07-01,50.816044776119405
2019-08-01,54.087771942985746
2019-09-01,52.815137130801695
2019-10-01,58.13640836408364
2019-11-01,56.525304136253034
2019-12-01,60.2834448160535
2020-01-01,60.29157562515174
2020-02-01,56.62537202380952
2020-03-01,56.672541966426856
2020-04-01,50.43751484913281
2020-05-01,50.19423558897243
2020-06-01,53.447004028197384
2020-07-01,60.77997512437811
2020-08-01,56.091022755688925
2020-09-01,54.92774261603376
2020-10-01,54.194956949569494
2020-11-01,48.7287104622871
2020-12-01,54.70164437012262
2021-01-01,45.704904102937604
2021-02-01,49.67137896825397
2021-03-01,50.90923261390887
2021-04-01,53.292468519838444
2021-05-01,57.221428571428575
2021-06-01,51.43013595166163
2021-07-01,49.819651741293534
2021-08-01,52.084521130282575
2021-09-01,52.815137130801695
2021-10-01,55.18031980319803
2021-11-01,60.423600973236006
2021-12-01,56.934364548494976
2022-01-01,56.4017965525613
2022-02-01,70.53335813492063
2022-03-01,70.12026378896883
2022-04-01,70.42219054407222
2022-05-01,68.26416040100251
2022-06-01,58.48917421953676
2022-07-01,58.78718905472637
2022-08-01,63.10240060015004
2022-09-01,57.04034810126583
2022-10-01,61.09249692496925
2022-11-01,64.32189781021897
2022-12-01,56.934364548494976
2023-01-01,59.319130857004126
2023-02-01,60.599082341269835
2023-03-01,64.35695443645083
2023-04-01,61.85732953195534
2023-05-01,64.24862155388472
2023-06-01,63.53134441087614
2023-07-01,55.79800995024876
2023-08-01,60.097524381095276
2023-09-01,61.26555907172996
2023-10-01,65.03394833948339
2023-11-01,66.27104622871046
2023-12-01,62.51616499442586
2024-01-01,62.23646516144695
2024-02-01,65.56622023809524
2024-03-01,65.31750599520383
2024-04-01,69.47053932050368
2024-05-01,68.26416040100251
2024-06-01,67.56508056394763
2024-07-01,64.7655472636816
2024-08-01,64.10402600650163
2024-09-01,65.4907700421941
2024-10-01,68.97539975399754
2024-11-01,72.11849148418491
2024-12-01,71.44704570791527
2025-01-01,69.0435785384802
2025-02-01,67.55307539682539
2025-03-01,73.96247002398081
2025-04-01,70.42219054407222
2025-05-01,70.27192982456141
2025-06-01,72.60725075528701
2025-07-01,80.70783582089553
2025-08-01,71.11540385096274
2025-09-01,85.56052215189874
2025-10-01,87.69729397293973
2025-11-01,97.4574209245742
2025-12-01,97.12332775919731
